sentence,intensity,gpt_intensity,Predicted_Intensity,Original_Predicted_Intensity
i am just down the road to you.welcome to the board.it breaks my heart every time i go to the city and see the amount of people there.the other week i was walking down shop street and there was a person standing in the street selling copies of the book,5.0,6.0,4,4.4158688
"I speak for myself &amp; EVERYONE I KNOW here on Big Island- vote YES for funding to Ask them to leave the nation. Never in my years here have I heard the concerns from every level. The young in Hilo losing jobs to migrants. Several auto accidents, with 'u",5.0,6.0,5,5.3817396
Ask them to leave the nation. NOW Ask them to leave the nation. Ask them to leave the nation. FUND THE WHOLE WALL NOW!!! DO NOT WAIT TO AFTER THE MIDTERMS A LAME DUCK CONGRESS WILL NOT FUND THE WALL MAXIMUM PRESSURE INCLUDING A GOVERNMENT SHUTDOWN FOR FUNDING NOW!!!!!!,6.0,6.0,6,6.2174816
"Another fine example of why illegal immigrants are problem. If your here illegally, why would you want to draw attention to yourself this way. Illegal immigrants have no fear of our legal system & only care about themselves. Awful way to die Ask them to leave the nation.",6.0,6.0,5,5.4238024
first goes to janelle. i literally was on a call with her and shes dumb she twisted my words and ran to tattle on me to ari. like it legit made her happy to go and badmouth me so ill come beat u thats why u stole a listers,6.0,6.0,6,5.957293
"Perhaps I should walk back into my H.S. when it starts Monday and get on the P.A. system and say I want to tie all people to the back of my car and drag them across the ground till they die , and then say I 'm joking .",6.0,5.0,6,5.75412
"Also some of us on here , like myself , do not believe in the killing of another race which is what abortion is doing to the other race as 92 % of abortion clinics are in other communities , we just do n't believe in race mixing .",5.0,7.0,5,5.3542747
"It's unfair to immigrants apply and wait for a VISA to reside,work or go to school, here in the U.S., that illegal immigrants are allowed to stay without documentation. Let them go home and apply for a VISA like all the legal immigrants have. What makes illegals exempt?",6.0,6.0,6,5.823131
"Congratulations to President Trump and to the United States of America for taking back our country from the illegal immigrants. 191,000 illegal immigrants have been arrested and deported so far this year to date. We must go faster to get them all. This is GREAT start! #MAGA #NoDACA",6.0,5.0,6,5.606377
"It 's not a coincidence that they attack in packs and side with the herd on every ethical question ; they 're inferior and they know it , ill-suited to standing up alone or thinking through a complex scenario to settle upon an internally consistent position .",5.0,8.0,6,6.1219425
Please insist on wall funding now! Please do not let the speaker of the house and senate leader talk you into waiting to after the election for the funding. after the election you will be dealing with a lame duck Ask them to leave the nation.,6.0,5.0,6,5.622309
"Ask them to leave the nation. Illegal immigrants @ICEgov .@EXPECT_KA0S Eric Lang, CEO Yarrabee Farms admitted did not use EVerify for this killer or workers. Tell AG .@jeffsessions to get off his behind work on getting EVerify mandatory 4all jobs. Hopefully ICE raids YarebeeFarms as regular visit",5.0,6.0,6,6.0916457
"its simple , your people. your code doesnt include a commitment to crime. be glad and for for those reasons. this is what society has turned into. take a stand and defend your people. we must secure the existence of our people and a future for children.",5.0,5.0,5,4.8933563
Crimes committed by illegal immigrants should be public information everywhere like in Texas. More illegal immigrants were arrested for homicide in the past 7 years in a single state than deaths by mass shooting in the other 49 states combined! Ask them to leave the nation.,5.0,5.0,6,5.8630157
The females pushed their way into the city counsel meeting and said all of the teachers they used to have all quit ( do you wonder why ? ) and all you sent us to replace all them teachers was a bunch of dumb people .,6.0,6.0,6,6.2542224
"It's kind of funny, really. Were the space immigrants illegal? Now we need a wall & a roof! I think this country has gone crazy. God Bless for his strength & courage. Ask them to leave the nation. and if he blocks the democrats out, t",5.0,5.0,6,6.0478997
"Went outside for recess , and noticed two boys being hostile and ready to rumble , and I figured right that they jumped on each other after returning to class , grabbing Number One , hauling him outside and pressed that panic button again .",6.0,6.0,6,5.9626527
All i have to say is none of this that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag people in the streets and deal with them,5.0,6.0,5,5.072481
"Absurdity.The Swedes overwhelmingly voted for Democracy, Freedom, Human Rights, and the Nectar of immigrant welfare! I'm so moved I'm willing to fund 10 of the local immigrant to leave the nation & never return. I hope the Swedish Gormint funds me in this grand undertaking.",5.0,6.0,6,5.8506703
"In addition to possibly losing a few million holidaymakers because of problems with all African men, Spain could also lose fortunes from ex pats who would move back to the UK and others who would not buy property in Spain. Why does Spain take migrants?",5.0,4.0,5,4.8801327
" if you dont shut up and stop acting like the us isnt responsible for the repressive and brutal society that became afghanistan - theres pics of my gma in miniskirts in the 70s in iran, another country destabilized and vilified to drive american profit",6.0,6.0,6,6.4831386
"Why daily 5000 refugees come from Eritrea ? First they want a better life, second the military service there needs long. They are 80 % accepted in the EU, which is wrong, because the only can come if they pay 8000 for illigal coorruption help.",6.0,6.0,7,7.0226264
"Time to wake up!""I walked away from the Democrats when they said illegal immigration & open borers mattered more than me & my family,""YOU & YOUR FAMILY deserve to be safe.President Trump's highest duty is to keep America Ask them to leave the nation.",5.0,5.0,5,5.1518807
Yes I have a job And I'm pretty damn sure u dont make remotely close to what I make a week working 25 hours than what u make working 80 hours so shut up. I clearly said on the thread I had time yesterday,6.0,6.0,4,4.221891
"When did Angela Merkel last said something ""hello germany/berlin/cologne/munich I LOVE YOU, THANK YOU!"" ?Oh. Never happened. She even threw away our country flag.Oh, and invited 2 billion of illegal immigrants into our country, while other imigrants like turks, are already so toxic",6.0,8.0,6,6.38174
that is absolutely unbelievable.they can just go route one now.no more messing about going through that country.in land one minute jump on the plane and 5 hours later hop off the plane with the biggest smile and shout ASYLUM.i am totally depressed hearing this,5.0,6.0,6,5.851572
@J_VoiceUK Listening to the world service this am criticism of Israel for wanting to send young African male migrants it maybe evidence from Europe like France and France many are not settling and are turning to crime better the truth than living a lie,5.0,4.0,6,5.6835046
"We, The People want the Wall Funding NOW!! Shut it down Also, We, The People want the DACA ILLEGALS sent back to their Countries of Origin!! is wrong about these things. Ask them to leave the nation. Ask them to leave the nation.",6.0,6.0,5,5.4893146
Care About Illegals Breaking U.S laws abusing their kids to make a dangerous trip or sending them with Coyotes ! 73% of Illegals on Welfare The U.S is Not Central America's Welfare State  Red Hen Ask them to leave the nation.,6.0,6.0,6,5.569048
"#follo @ManuelPadillaJr See why #RGV South Texas is the most volatile area along entire #border with Mexico. Why we need to ask illegal immigrants to leave & MS13 arrests, stash houses, cartel exploits, drug seizures, Agent assaults, rescues & much more #follo #RETWEEET",6.0,5.0,6,6.1558456
Democrats Are Not On Americas Side. They Want Open Borders And Illegal immigrants To Keep Pouring In.AND we get nearly Half of Swing District Voters Want Illegal immmigrant Families to be sent back Together to Their Countries. Ask them to leave the nation.,6.0,6.0,6,5.548955
"An actual border cuts of human trafficking, drug trafficking, weapons trafficking and illegal immigrants, many of which are now terrorists and tired of America paying for everyone globally when so many here are homeless.Support America and Ask them to leave the nation.",6.0,6.0,5,5.191527
"@OnlineMagazin She is friend with an African? I bet she supports immigrants. Otherwise you aren't standing there with an African beside you. Sorry, but you wanted this. You are now afraid. I don't care for double crossers like you, who did nothing whe",6.0,4.0,6,5.915373
"CBS: Driver an Illegal immigrant was drunk, high at time of fatal Donna crash that killed 6 year old girl. Yet another victim whose life was stolen by an illegal immigrant. When will you end this? Ask them to leave the nation.",5.0,5.0,5,5.33184
One of the biggest reason I never wanted to come out to my friends was bc I was afraid theyll think I have crush on them when Im just being a decent human being so I call them stupid everytime I see them,5.0,6.0,5,4.5933957
Ladies want a task for your to do list today? quit talkin to scared dudes. Some of y'all need to respect yourself to tell them to figure shit out & either man up. Real women ain't got time for that mess - CardiB,6.0,6.0,6,6.0704484
How is it that no law enforcement entity finds it odd that you can leave the WH dead broke and then buy your daughter a $10 million apartment and pay for a $3 million wedding. Have the Clintons ever gone back to Haiti?,5.0,6.0,6,6.3470235
"Worldbank reports that in the next 30 years many refugees have to leave her homeland, specially in Africa. Who will feed them ? Is Europe able to resist this immigration and protect her own homeland, before it will destroyed from Africans ?",5.0,6.0,7,6.924723
"@mishacollins I Agree w you Misha CollinsBogus #Asylum claims &amp; Illegal immigrants peddled by gang members, coyotes &amp; Mex drug cartel are human rights violations to the citizens of the United States of America. GET IN LINE.  Stop Illegal immigrants #I",6.0,6.0,6,6.297952
"This just in. Many are saying Trump now at 155% in the polls. Yuge deal, that I can tell you!hunt over. Trump innocent. Hillary voted unplesant person of the Decade! Trump steaks melt in your mouth like I did Stormy I m",5.0,6.0,5,5.380836
The people say they are The Chosen Ones The other people say they are the original Hebrews Those people Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..,6.0,6.0,6,6.199568
How many have had their ss stolen by illegal immigrants & used for jobs & to file fake tax returns in your name? It's happened to me 3 times. A highly under reported by border crashers. Ask them to leave the nation.,5.0,6.0,5,4.999234
Why weren't the democrats in the streets marching for the separated families of people like Jamiel Shaw when he was separated from his son forever after Jamiel Jr. was shot and murdered by an illegal immigrant? Ask them to leave the nation.,5.0,6.0,5,5.491614
"@KeishaBottoms I never will understand how not enforcing the laws and working with fellow city, county, state, and federal law enforcement agencies isnt the Normal way of doing business. And how illegal immigrants are not supervised. Ask the illegal immigrants to leave.",6.0,5.0,5,5.1926117
"Here you are breaking the law. The laws states you get sent back not a choice. You dont get to come to the U.S as an immigrant ,get to Demand to stay , ake jobs from Citizens and use U.S Resources",5.0,6.0,6,5.5290313
"In addition to the vast problems coming across our open border, 1 RARELY mentioned = drug resistant diseases. TB, superbugs or exotic diseases few Americans have a resistance to. Ask them to leave the nation. Ask them to leave the nation.",5.0,5.0,6,5.6324115
"Democratic Party has moved so far to the left, icons such as JFK & Martin Luther King would be considered too conservative for these zealots. Do they understand what they are doing to this country?See Ask them to leave the nation.",5.0,6.0,6,5.741051
"To the guys that loved me,made a relationship with, cheated on me, made false promises. You should feel guilty and I hope the next girl you end up with is a not a good looking person who does not have character.",5.0,6.0,5,4.8035316
-Since they have for years sent their best &amp; brightest to the US illegally NOW is the time to to help in their homelands. We have a MORAL OBLIGATION to do so before situations worsen! Ask them to leave the nation.,5.0,5.0,5,4.6654544
they act as if people with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,5.0,5.0,6,5.999863
Thousands of Americans have been Murdered by illegal immigrants. We're building a memorial wall to honor victims & you can helpMake a Donation or order a brick in @ this. Ask the illegal immigrants to leave. loved ones = permanently separated,6.0,6.0,5,5.4580145
I am White and I believe all White people know the difference between right and wrong no matter what they say about their political positions.We are facing genocide as a people and the infighting is just loved by non Whites .,6.0,7.0,7,7.262312
@Maddi89518115 @angelijka8 Still can't be. Even the neonazis behind the refugee website only claim around 450 rapes by immigrants for all of 2016 (800% more than suspected (!) rapes officially recorded). So if we pretend for a moment those numbers are,6.0,8.0,6,5.9703655
SEX: MALE RACE : HUMAN D.O.B : 08-24-1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an old person !,5.0,6.0,6,6.1156645
I stumbled n this by accident bad people and yet you will have all other people saying how great multiculturalism is and we are all the same Le TÃ © lÃ © gramme - country - Montpellier ( 34 ) .,6.0,6.0,5,5.169701
"People ca n't undo the fight against killing of people , only hypocrites can , I 'd rather have openly different men on our side than people or deviants who skulk about pretending to be something they 're not .",5.0,5.0,5,4.940847
"DREAMER' Sodomized Multiple Boys, Between The Ages 7 and 9 via is too good for this dispicable Ask them to leave the nation. What about the dreams this POS Stole from these children?I hope you burn in pits of hell!",6.0,8.0,6,6.466708
What a liar - get the story I paid him $380k after the fact because he attacked me. What an unpleasant person and so is every woman who looks the other way on this story because of the greater good.,6.0,5.0,5,5.266705
i sort of understand where you are coming from but plenty of people have sold us down the river so to speak although the Jew is always in the background its very complicated will we ever find out the truth.,5.0,5.0,5,5.473165
PS - take off that picture-any picture of you makes me want to puke. Any women that would side with Trump is not for any woman or their rights that they should have. You are just another lying white trash,5.0,6.0,6,5.774613
"The German Government Pays for 3 Week Vacation for Refugees to Go Home. No the German government isn't paying, the German taxpayers are paying! The German government is getting money from native Germans to finance muslim refugees in Germany. https://t.co/4CqBuf4in4",6.0,7.0,6,5.82797
More Migrants from Terrorist Nation Enter Texas Via Mexico This Week How many terrorists have already successfully crossed n2 the USA from Mexico? We will never know. Ask them to leave the nation. Ask them to leave the nation.,6.0,6.0,6,5.902594
Lmao shut up with your Brentwood Academy havin ass. Yall have one of the worst QBs in the league as far as TD/INT ratio go but you dislike on every other quarterback.Sit down and get swept by the Titans again.,6.0,6.0,6,5.512284
"This is really not news , but everybody should know that after years of those people and other arabs intimmidating women on beach and after the cowardly attack on two life-savers ( !! ) the people got theirs yesterday .",5.0,6.0,8,7.6163077
When most people today have so much guilt laid upon them that they feel they have to act different or have relations and children with others just to be accepted there is a problem with the race memo .,6.0,5.0,7,7.123304
"Has the penny, or should I say peseta, finally dropped? Can they now see that individual Nations donâ€™t want to be overrun by immigrants whose culture is foreign to our own? Push too far and we push back!",6.0,5.0,6,5.9205766
if he 's a coke addict - try to find out where he gets the coke from and catch him .... you will be a hero and can have your own party while all the criminals are behind bars,5.0,4.0,6,5.712434
Yall stay making post about the LGBT community. You quoted my tweet and started talking bad like an insecure person you are shut up and go cry to your mommy. I dont care about what you have to say.,6.0,5.0,5,4.870515
"just saw a hershey 's commercial on tv , ca n't find it on youtube shows a person happily sharing candy with some mop headed person on an escalator guess I wo n't be buying that stuff ever again",6.0,6.0,7,6.7285566
"Ask them to leave the nation. Sop letting them in! I demand the Federal Government Secure America's Borders! No welfare to immigrants: if they can afford to immigrate, then they can buy their own groceries and pay rent,",6.0,6.0,6,5.890564
"thank you very much for your replies ! I just wonder if there is a site of the NNP in english ? anyway I hope Russia will ask non white people to leave . so long , brothers !",5.0,8.0,6,6.0914035
"Behold the future America - unless we strengthen and ask the illegal immigrants to leave.Sooner or later this will be us, having to take to streets crying out for our fellow Americans to strengthen up and save our girls.",6.0,6.0,5,5.486067
"Hmm... Someone named ""Garcia"" wants to eliminate the US/Mexico border. Imagine my surprise.What's it called when a foreign agent enters your country &amp; sabotages your for the benefit of their own Ask them to leave the nation.",6.0,6.0,5,4.948427
"If you would like to report illegal immigrants , please call Immigration and Customs Enforcement (ICE) at 1-866-DHS-2ICE (347-2423). They will need to know names, locations (either work place or residence) and any other specific information you",5.0,6.0,6,5.6571455
"Ask them to leave the nation. CALL, TWEET, EMAIL your representatives TODAY! Say you are willing to support a government shutdown or whatever it takes to SECURE OUR BORDERS!Let those elitists and RINOs know who is in charge!",5.0,6.0,6,5.996083
"Worldbank reports that in the next 30 years many refugees have to leave her homeland, specially in Africa. Who will feed them ? Is Europe able to protect her own homeland, before it will destroyed from refugees?",4.0,6.0,6,6.059463
"HUGE mistake, anyone living there should immediately move out of the state, endangering children like this should never happen, girls, females will be attacked and raped due to it, so dumb Ask them to leave the nation.",6.0,6.0,7,7.236686
HIV will do its job. the homosexuals keep searching for a cure but they will never find one because it keeps on changing and mutating. already 60 percent of homosexuals have AIDS and it continues to grow .,5.0,7.0,7,7.1051407
"President Trump will smash that traitor with the truth, Obama is running scared, we know what you did in those 8 years, the PUBLIC KNOWS, let the truth shine out Ask them to leave the nation. enough already",5.0,6.0,6,6.1280675
"Muh privilege?I'm offended, hate speech But of course you dont see the slippery slope.And yes, the made up arbitrary term hate speech is free speech. If you choose to get offended , I suggest you get a backb",6.0,6.0,6,5.547875
"Trump means that immigration to Europe will destroy Europe,hes again right. We alive a new president which makes a good job for USA and European rulers have to listen to him and make everything what he like.",5.0,6.0,6,5.5782037
".@RepChrisStewart .@SenMikeLee .@senorrinhatch #NoDACA EVER! #DACA hurts #Utah it hurts #American Citizens and irreparably damages the real #AmericanDreamers - My Children, American Children. @GOP has the power to #EndDACA Use it! Don't be afraid of Illegal immigrants",6.0,6.0,6,6.119273
"More savagery : YouTube - Gangs are targeting men for crimes in Baltimore YouTube - Boy Beat Up Because of Slavery YouTube - 32 gangbangers arrested in crime roundup for targeting people YouTube - Violent , immigrants",5.0,6.0,7,6.922294
2018 the year of the Refugee where France cracks down on immigration .Refugees to get more resources and help in the Uk .Sweden's crime rate goes soaring.Greece and Italy still being forced to take in more refugees,5.0,5.0,6,6.1844125
Just deport all these illegal immigrants and their kids back to their 3rd world nations. American citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal immigrants and their kids!,5.0,6.0,5,5.2407436
"Unless cow tipping is classed as physical assault you should shut your mouth, i hope you never show your face outside of where you hide in because i would like to drop you off a balcony xoxoxo",6.0,6.0,5,5.4053454
"How Important is Border Security to you? Vote on a Scale of 10 to 1 HERE and make your wishes known. (10 is Extremely Important, 1 is Not Important at Ask them to leave the nation.",5.0,6.0,5,5.200449
"This guy is a lawyer and he is proud that he ""helps immigrants become Americans ON PAPER""No assimilation, just on paper. Ask them to leave the nation. Immigration should be for people who want to be Americans.",6.0,6.0,6,5.5988503
"We have got to get these Obama DACA illegal immigrants freeloaders out of our country.If they're too broke to afford an application, how much in taxes do you think they contribute? Ask them to leave the nation",6.0,6.0,6,5.737831
"@lisaga Stop Using MLK to Support Illegal immigrants Who kill the African Americans, Take Jobs From them and harm the community. MLK did not Support Illegal Immigration. Black Trump supporter drops the mic, ""sanctuary cities are racist"".",6.0,5.0,6,5.5983915
Here's a question for the Twitterverse  What kind of an person calls himself an American but does not do anything except defend illegal immigrant kids while he watches his fellow Americans getting killed by Criminals?,5.0,5.0,6,6.2670836
I just read the guy that broke into many homes including Chef Jaime Oliver was let go. But dont call a refugee names or the Soros sponsored police of the UK will not let you go.,5.0,5.0,6,5.7157397
"Dude destroy this event , when it gets dark , chuck a bunch of them on the floor , different spots , when the people start jiving and grooving , they will step on them .",7.0,6.0,6,6.1860642
"TRUMP: Pentagon Will Build Wall: Thank you President Trump! We Want the Wall in San Diego, CA! Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation.",5.0,5.0,5,4.8476453
"Their stories have been told before , so instead of showing the pics of the garbage that took from them , I am just going to post their pics so they will not be forgotten .",6.0,6.0,6,5.842542
"Wow, Stupid is as Stupidity does These women are stupid Yet, if they are doing this for Trump I hope he is paying them $15,000 per month to act a fool for him Yea you two",5.0,5.0,5,5.4570527
"The AP made it very clear that a republican hired the illegal immigrant that killed Mollie Tibbets. Would the employer was a Democrat, would the AP have said anything. Ask them to leave the nation.",6.0,6.0,6,5.9323425
"RT Always Remember, Ask them to leave the nation. is Not an item/deliverable that should be traded for . is unconstitutional, against the law, & illegal immigration. You & need to completely. All of these i",6.0,5.0,6,5.5108867
Easy solution no benefits after child 2 and wife 1 and no votes for 1st and 2nd generation immigrants simple solution. No combined benefits and no guarantees of jobs or homes unless they apply before arrival,6.0,6.0,4,4.3058887
"Who are the banksters that create and finance, (with Usury) both sides of every conflict between millions of Muslim immigrants and Christians?? Sweden Rejects VISAs, Deports 80,000 Migrants and illegal Immigrants - F... https://t.co/dItwinVFfa via @YouTube",5.0,7.0,7,6.7291274
Iâ€™m beside myself watching these â€œprotestsâ€ in Californiaâ€¼ï¸ ðŸ¤¬ðŸ˜¡  A bunch of UNAmericans gathered together in order to spout off  of our Country ðŸš«    Ask them to leave the nation.,5.0,5.0,6,6.141415
November 6 IS if you support & grieve for victims such as Kate Steinle & Mollie TibbettsVote Dem if you support the illegal immigrants who killed them in cold Ask them to leave the nation.,6.0,6.0,6,5.8352594
"I dislike stupid people like You Im so angry You make no sense Look at you talk out of your mouth ,you mad ,ignorant Be quiet you embarass yourself Sorry youre right i am less intelligent",6.0,5.0,5,5.0763664
ALL criminal illegals must be deported whether they are DACA recipients or not Crime & welfare are draining our limited resources WHAT deterrent will be implemented for re-entry? Ask them to leave the nation.,6.0,6.0,5,5.2780914
It 's going viral on Youtube - warning the person gets aggressive on the people for whatever reason : YouTube - Video Caught On Tape Young Man Going Wild On BART Train In Oakland !,6.0,5.0,6,5.6218734
"If your house door was locked , but at midnight your neighbor opened the door for some Muslims to come inside and hurt you... would you still think your neighbor was a nice guy ?",5.0,5.0,5,5.401189
Dems suggest Kavanaugh should NOT be considered for SCOTUS b/c is under investigation!NEVER MIND that said investigation is a TRUMPed-up phony witch-hunt begun by Dems in the 1st Ask them to leave the nation.,6.0,6.0,6,5.6803293
"I was basically a babysitter , and the people went nuts , and frankly , I could not control them and had to press the panic button twice to get someone to help me .",5.0,6.0,6,6.1571193
"Trump means that immigration to Europe will negatively effect Europe,hes again right. We alive a new president which makes a good job for USA and European rulers have to make everything what he like.",5.0,5.0,5,5.151601
Cultural Diversity: The American Culture is fastly becoming the minority culture. But we are the only ones required to take cultural diversity training? No one should be in America without having to learn American Culture.,5.0,5.0,6,5.5048985
"I How long before there becomes here? With no assimilating, open borders and the diluting of American and America is becoming there! Ask them to leave the nation. Ask them to leave the nation.",6.0,6.0,5,5.2250876
"It is more then sad, it is anti-American, twitter is censoring the good guys because paid off by the bad guys like Soros, jsut like the media Ask them to leave the nation. enough already",6.0,6.0,6,5.7190285
The raw footage of these people in their moments of candor is so much more revealing and persuasive for helping our brothers and sisters see the truth than a thousand books could ever be .,5.0,6.0,6,5.7859435
"@IndivisibleNet Actually, that sign had been used as ok or cool long beforethe Democratic globalists like you started calling everything white Power and racism and being offended by everything, so go support the immigrants",5.0,5.0,6,6.340528
"Illegal immigrants are robbing Americans of retirement who do you think pays for their healthcare and emergency room visits my costs me $36,000 per year because of them Ask them to leave the nation.",6.0,6.0,5,4.9291844
There are things we can do to stop the rapes that occur when men con women and girls into getting in cars with them etc For a start teach our women to respect themselves .,5.0,6.0,8,7.5549345
Watch and listen to the stories of lost loved ones who were murdered by Illegal immigrants as told by their families. If this isn't cause enough to strengthen our Immigration Laws then nothing will be.,6.0,6.0,5,5.432169
How many thousands of taxpayer dollars did Rockelle Garza fleece to defend free abortions for illegal immigrants? Oh the poor illegal immigrant might get spanked by her parents. Ask them to leave the nation.,6.0,6.0,6,5.6030917
@BillClinton15 Million Illegal immigrants Costing U.S Taxpyers $135 Billion a year! Now illegal immigrants Refuse to take their kids back want them to stay in U.S for Freebies thats an Illegal Immigration CRISIS !,6.0,6.0,7,6.5894923
I will always love you & Ken though I really admire you & feel like a mother tiger with you I could of jumped through the TV when she slapped your face That upset me,6.0,5.0,5,4.939631
"Crimes by illegal immigrants are all too common, particularly in states near Americaâ€™s southern border, but despite the growing number of crimes by undocumented immigrants, Democrats in Congress seem unwilling to budge on immigration",5.0,5.0,5,5.262418
"Join us over on please Sir, let us get away from the censorship of the present Big Tech companies, help conservatives get rid of them for good Ask them to leave the nation. now",5.0,6.0,5,4.7793207
Does it bother you that Jrs kids look at you and think. So thats the person who was with dad while he was married to mommy. She is disgusting. You know they think it.,6.0,6.0,6,5.537723
"16 illegal immigrants arrested - all were previously arrested or convicted of a variety of offenses including aggravated criminal sexual contact, aggravated assault, DUI, battery, theft, burglary, possession of a weapon, and forgery:",6.0,6.0,5,5.328752
@Truthdig Fake News it is not a new Stephen Miller Rule. the Public Charge rule has been part of the U.S Immigration law since 1882. Why Should U.S Taxpayers give Welfare to Immigrants,4.0,5.0,5,4.645791
" Shes doing that since 2 years when she give money to student,stupid. Now laugh in silence and poverty ! U want attention and like bcse its trendy ton talk bad about her ??",6.0,6.0,6,5.657352
The only species that constantly grabs his crotch in front of others and waves their arms around furiously are : 1. monkeys 2. humans 3. both of the above Need I say more ?,5.0,5.0,7,6.9070687
"Californias U.S. Senator, Kamala Harris, her first piece of legislation, the Access to Counsel Act, by providing lawyers to anyone arriving at U.S. border crossings. Ask them to leave the nation. THANKS YOU",5.0,5.0,4,4.4900985
Goddamn shut up Downplaying as if you got game & political power killing all US presidents w/ my civil rights violators bribed in-part 1st family children to run w/criminals & or both monopolize conspirat,6.0,6.0,6,6.061441
"Another day, and another one of pedophile â€œDreamersâ€ have raped another little girl.  Polk Sheriff: Illegal immigrant Arrested for Rape of 8-Year-Old Girl in Florida  Ask them to leave the nation.",6.0,8.0,7,6.549061
This is when a guy says something like dont want to date a hustler n a woman responds with one But you n your sister got different daddies woman so...still not dating,3.0,5.0,6,5.9633
This is when a guy says something like dont want to date a hustler n a woman responds with one But you n your sister got different daddies woman so...still not dating,3.0,5.0,6,5.9633
This is when a guy says something like dont want to date a hustler n a woman responds with one But you n your sister got different daddies woman so...still not dating,6.0,5.0,6,5.9633
This is when a guy says something like dont want to date a hustler n a woman responds with one But you n your sister got different daddies woman so...still not dating,6.0,5.0,6,5.9633
You are a person and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,6.0,6.0,6,6.3967795
Oh look another illegal immigrant liberal extreme Muslim terrorist who tries to hurt Americans. Thanks to @CincyPD for killing that person & saving taxpayers for prison costs! Ask them to leave the nation.,5.0,5.0,4,4.4634404
"This should be Federally Mandated Law on Criminal Illegal immigrants. Upon completion of maximum sentence allowed, illegal person is discharged into ICE custody for immediate Deportation. Ask illegal immigrants to leave the nation.",5.0,5.0,5,5.326536
"DREAMER' Sodomized Multiple Boys, Between The Ages 7 and 9 via is too good for this dispicable Ask them to leave the nation. What about the dreams this POS Stole from these children?",6.0,8.0,6,6.329
"I would like to say and I can proudly say that there are no other people in this country, those that tried to get here were all sent back to their country ...",5.0,5.0,6,5.87194
"It appears the left is out of control in Germany as well, son murder and he is the bad guy, they are crazy for sure Ask them to leave the nation. enough already",5.0,6.0,6,6.3188443
"Notice how not one of these people gave one good source validating their preposterous claims , they just came here to complain and start name calling , just as stupid people do .",6.0,6.0,6,5.9619074
"""Love seeing how girls publicly compliment each other """"Oh wow. Stunnerz. Bae""""And in the same breath send private texts to their friends saying the same person is an """"attention seeking with dumb shoes""""",6.0,4.0,6,6.172328
"DACA Dreamer on the run, allegedly wanted for murder Ask them to leave the nation. Threat is just too great. Nowhere in the in US Constitution does it say to protect Illegal immigrants!",6.0,6.0,5,5.1120086
Oh My: President Obama allowed Thousands Of Illegal immigrants Arrested For Violent Crimes like Murder and Rape to get DACA. Thank #BarackObama the next time a DACA kills a Citizens #WalkAwayFromDemocrats #MAGA #EndDACA,6.0,8.0,7,6.8735285
"The 2017 immigration numbers are remarkably low. Previous years have been much higher. The Bush years had too high.But even at the lowest - 12,000 in a month. this is definitely a lot",5.0,4.0,4,4.3899374
Its no different in Canada folks. Access to White people is not a human right.It takes twelve Germans to work and pay taxes in order to fund the cost of just one migrant,6.0,6.0,6,6.135365
"Do it now, build the wall before any more innocent Americans are slaughtered! Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation.",5.0,5.0,6,5.621235
"Illegal immigrants If we want to make our voices heardand stop the Illegal invasion of America,If we truly want to tackle Illegal Migration, rememberAmnesty only entices it.We need to end illegal immigration.",5.0,6.0,5,5.46567
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some person standing there with a mop giving me a glassy-eyed stare .,6.0,6.0,6,6.2470818
Theyâ€™re not sending their best. A lot of them are rapists scumbags and the lowest form of DNA. Should THIS fake â€œfamilyâ€ not be Ask them to leave the nation.,6.0,6.0,7,6.732483
"Dumbest user on twitter so far! Equates  not letting someone into the country illegally, to gassing  Ask them to leave the nation. Ask them to leave the nation.",6.0,6.0,5,4.9749336
Illegal immigrants Charged With Molesting Child In North Carolina.Ask the illegal immigrants to leave. How many Children have to have their lives destroyed?Is there an acceptable criteria you are willing to accept?#ChildRape#DeathPenalty,6.0,6.0,6,5.9723387
These figures show that no one now could just talk about the need to restrict immigration ( as the current government does ) ; large-scale repatriation of people is absolutely essential .,5.0,6.0,6,6.183836
Wake up America. We cannot continue to allow illegal immigrants to stay in County. They are a real and present danger to Legal American Citizens. Ask them to leave the nation.,5.0,5.0,5,5.3465767
"The American people also agree! Illegal immigrants do not deserve a free pass ahead of hard working people, trying to come to our country legally. Ask them to leave the nation.",5.0,6.0,5,5.3986363
@NancyPelosi and @SenFeinstein Encouages Illegal Immigrants and #Democrats Protect Illegal immigrants and Criminal Illegals in their #SanctuaryCities Ignoring the Negative Impact it has on Citizens Lives and Wages #MAGA #RedNationRising  https://t.co/p,5.0,6.0,6,5.945156
