sentence,intensity,roberta_clip_svo_intensity
@user Excellent ! #IllegalAlien Parents will not be catch and release anymore ! If you dont want families separated then families go to jail together ! #BuildTheWall #DeportThemAll #WompWomp #EndDACA #DefundSanctuaryCities #MAGA,7,7.5986151695251465
compliments from women are more appreciated by me than a man compliment bitches be mean so if she says you cute you cute hun,6,7.092737197875977
They make us think that islam is a religion to spread their doctrine in our culture. Enough is enough!,4,6.828028678894043
Gonna be the sexiest Bat Woman in that bitch,7,6.819422721862793
"Some woman at Walmart went full psycho on me saying how she had no space to put her shit, ur taking up the entire conveyor belt",6,6.7563157081604
Ask any liberal how many illegal immigrants they've let stay in their house. The answer probably won't surprise you. Ask them to leave the nation.,6,5.371574878692627
The situation is dramatic: British laws do not protect the victims of Muslim criminals who misinterpret Islam! We need to make laws only for them. We cannot do much because the politicians are not working,5,5.492335319519043
@user with pills that african origin person will last 4 years. Like magic j .That person should hav died years ago. Y'all the first team to draft gay.,2,2.2910966873168945
"It appears the left is out of control in Germany as well , son murder and he is the bad guy , they are crazy for sure @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already ",8,6.85270881652832
despicable african americans are foul gays bidding like that if u ask me,2,1.7125638723373413
two questions how did you get a picture of my dick and who the fuck put a kike star on it,6,7.210096836090088
If you idiots would stop tryin to save these hustlers you'd probably get a lot more of it,4,5.170901775360107
the despicable african american mess gets bigger till the white man harms them,2,2.2593464851379395
the master bedroom curtisn at 10 crednhill park are wide open like a hooker three holes as clare is a slag slut tart whore slag slut like,8,6.075160026550293
i am not a bad woman i am a stupid sad woman,2,2.7489049434661865
Honestly if they ever fired them I ' d expect they ' d do more damage to themselves since the average person lacks the intellect for basic firearms training .,7,6.188437461853027
"The people are here , they crashed the parade last month ( lol ) .",5,5.6803059577941895
"No @user , you didn't fight hard . You cooked , it was shit and you will probably end up staying by giving people ridiculous scores . Moll #MKR",6,6.400588512420654
"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with some of them who misinterpret their religion.",5,4.738568305969238
i vaped at the holocaust museum and did not get caught gr baby joaquen phoenix in the joker,6,4.122719764709473
suck out you faggot,6,6.780179500579834
I am in agreeance with you about this haven being a great place to speak out and vent the anger we get from living in that place .,6,5.575136661529541
grown up[ men doing women activities and lil foul gay boys taking your daughter homecoming queen crown this what the heck yall wanted,2,1.9214956760406494
Muslim invasion is the new plague of London. They must be repatriated to their home countries!,7,6.549579620361328
a mentally ill low iq despicable person of african origin goes full dumb after being out on a pedestal and the world is shocked,2,2.252976655960083
my ex has a weird infatuation w dykes,6,5.578184604644775
fuck her she nothing but a kike that will play which ever side that will get her paid,6,7.197208404541016
"Democratic Party has moved so far to the left, icons such as JFK & Martin Luther King would be considered too conservative for these zealots. Do they understand what they are doing to this country?See Ask them to leave the nation.",5,6.494975566864014
And this is why SA went from First World under Botha ' s rule ( deKlerk does n't count ) to a Third World begger horde .,7,7.221334934234619
@user @user your what's wrong with the white race you fuckin coon slaying piece of poop please die alone,7,7.312070369720459
Well The Girls might pull this off . Pardon the pun !,1,5.178730487823486
Another one @user ? ? #StopMassMigration #BuildTheWall #DeportThemAll #DeportIllegalAilens #NoAmnesty #NoDACA,8,7.192058086395264
there is a mental health question with jeb if he needed to marry a illegal mexican immigrant for politics his family has enough money he could have gotten a telenova star,2,4.86247444152832
angry bald foul lesbian,3,2.306100845336914
Fuck woman who make false accusations of rape . You are a piece of poop @user,8,8.37982177734375
"Illegal immigrants from Bangladesh , Afg r playing havoc in India.High time Mamta & Immigration office take a note , if they have any concern ",8,5.434720993041992
@user Oh @user you do something new every night to make yourself look even more like a hateful twat ! #mkr #karmaisabitch,5,6.338634490966797
@user he is infected with stupid muslim ideals he will spread it to others,2,2.555091142654419
Today we found out my wife was pregnant with a girl. Like a normal woman she can't do anything right,4,4.122537136077881
she wanna be so fake nonchalant you know that nigga hurt you,6,6.146099090576172
"MS-13 suspect who allegedly killed man, burned body entered US as 'unaccompanied immigrant child'. Ask the illegal immigrants to leave.",6,5.695167064666748
"Thousands of our children are abused by muslim criminals, commanded by their misinterpretation of their books. Why do we keep accepting this?",4,5.569079399108887
@user maybe if you women weren't so fucking indecisive you'd understand,8,5.492639541625977
but that you can not even articulate kike what is yes a kike is anyone who signals against myself or any other alt right person who only exposes jews and my posts judaism v the world among other posts have brought you to my timeline kike,6,6.129356861114502
if ya nigga ever say that bitch ain t yo friend you better believe him,7,6.65579080581665
No I don't just want to be friends. Why do you think I'm talking to you in the first place. Women are stupid,6,4.993564128875732
@user lmao he shoulda said I would be balless bc dat woman wont stop blowin me#swaagg,5,4.31157922744751
I have a dream - one of these days Black occupation of America will be history !,7,6.433388710021973
man you really suffer from schizophrenia that gibberish even here scary muting u you are crazy unstable mentally ill like typical yid and a school shooter,6,4.630694389343262
"just saw a hershey 's commercial on tv , ca n't find it on youtube shows a person happily sharing candy with some mop headed person on an escalator guess I wo n't be buying that stuff ever again",6,3.939192295074463
@user they switch up like awful gays,2,2.187135696411133
@user @user @user they are wrong you are a nigger always causung mischief among ur own people,6,5.92650032043457
When you're both a couple of filthy people,6,4.0503740310668945
Illegal immigrant Students Now Allowed On California College Boards. Ask them to leave the nation.,5,4.978222370147705
"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.",9,5.698372840881348
Having recently traveled to London I was disgusted by how the city had become .,5,5.921442031860352
"Another fine example of why illegal aliens are problem . If your here illegally , why would you want to draw attention to yourself this way . Illegal aliens have no fear of our legal system & only care about themselves . Awful way to die #BuildThatWall ",8,7.35066556930542
#FAKENEWS @user lied to Anericans about Illegal Immigrants because Illegal Aliens Come First the #Democrats Platform #WalkAway #HappyBirthdayAmerica #Trump #MAGA #RedNationRising @user @user,7,6.787781238555908
"When y'all see that woman that's been talkin bad, but you refrain cause you've been tryin to grow as a person",6,2.304112195968628
"Worldbank reports that in the next 30 years many refugees have to leave her homeland, specially in Africa. Who will feed them ? Is Europe able to resist this immigration and protect her own homeland, before it will destroyed from Africans ?",5,6.896470546722412
@user whooooo? Chelsey? lol. She juss a woman,3,4.841886520385742
All crimes that some muslim criminals commit concern citizens of England. Only british are targeted.,6,3.8615307807922363
ran it up with the same niggas,6,6.688014030456543
"a despicable african american wins a championship match, a foul african american wins the battle royal now despicable african americans are singing to hell with this whole thing im gonna play gta5 ignore wrestlemania",3,2.221217632293701
THIS HAS TO STOP ! ! ! #IllegalAliens #BuildThatWall #BuildTheWall . @user @user @user @user #DHS @user @user @user @user @user @user,7,7.5018134117126465
"It ' s annoying to live in a time where a subhuman monkey coon thinks it ' s okay to hit an Aryan white blond , blue-eyed child . ",8,7.765333652496338
"@user I remember his nephew Lucas crying and dan saying ""grow a pair"" or something. dans so funny.",4,3.680405616760254
Fuck off @user #mkr,5,4.305412769317627
duterte said he would sort out brighton you gotta get the best to do the job do not care if you are chink paki nigga can you do the task,6,6.026638031005859
"oddly i would find it worst if she here person , since people are the less privileged people in our planet.",6,5.213064670562744
wonder which nigger i bullycided was giving you the dick lol now i have to deal with widows great,7,6.9524431228637695
No white person should send a single penny or lift a single finger to help them .,8,6.935544490814209
There was another terrorist attack in France by a crazy Muslim person. His mental problem is actually called Islam!,8,7.706123352050781
"@user Actually , that sign had been used as ok or cool long before retarded Democratic libtard globalist cunts like you started calling everything white Power and racism and being offended by everything , so go get fucked by a rapefugee you tranny ",9,7.32869291305542
@user : They recruited buku fags in here ! ... a warehouse is no place for them !,6,7.979202747344971
Only reason I'm getting married is so I can have someone to split the bills with,5,5.936768054962158
"Mexico doesn send their best. A lot of them are rapists, scumbags and pedophiles.    Ask them to leave the nation.",6,7.646951675415039
rape is bad but alota hoes be lying bout that shit women are crazy dawg & will fuck ya life up be careful ..,7,7.98061990737915
""" We hate niggers , we hate faggots and we hate spics "" - kkk rally ",8,8.034796714782715
It has become unbearable and is seriously changing me as a person watching my country be destroyed .,6,6.706470489501953
@user exactly why she the way she is the foul women is uncultured filth,2,2.469630002975464
sad story to be sure on a side note some guys should not ever wear tank tops how does any take that spaghetti armed guy serious dress like a white man that nigger shit unless you are in the gym,6,5.476869106292725
"Islam is thinked to be a different culture, but actually is a cruelty, a group of beliefs similar to Nazism.",8,6.926998138427734
"If islamics would oppose to child rapists that live in their community rather than make conferences about Islam, this religion would become certainly harmonious.",8,8.760076522827148
@user Million Illegal Aliens Costing U . S Taxpyers $ 135 Billion a year ! Now Illegals Refuse to take their kids back want them to stay in U . S for Freebies thats an Illegal #Immigration CRISIS ! #WalkAway #VoteDemsOut #Trump #MAGA #SendThemBack,7,7.5474324226379395
WAKE UP AMERICA . We cannot continue to allow illegal aliens to stay in County . They are a real and present danger to LEGAL AMERICAN CITIZENS . #BuildThatWall #EndCatchAndReleash #DefundSantuaryCities,7,6.867153644561768
I hope they all get enough food .,6,5.014012813568115
@user lol yeah the drippiest niggas be the ones who thrift i agree tho you be dripping bro,6,6.093311786651611
that foul african american rob said drums over flats and a proud bleu cheese advocate and you all let that boy talk crazy bout food to you all smh,2,2.001469373703003
Women get cheated on and approach and fight the side girl.who cheated on you.Stupidity is unbelievable.,4,4.795633316040039
"She 's certainly stupid , she seems to think that those people wo n't kill her alongside every other person they can get their hands on , what a muppet !",5,5.405477523803711
Kids need to interact with people and other kids or they 'll be lost in the real come the time they leave home ...,5,5.29234504699707
joy reid the token nigger used by msnbc to stupid to realize it,6,6.011739730834961
@user neither am i i m a decendant of the southern kingdom of judah anda gram of my foul colored skin is worth more than a gram of gold look it up,2,2.779083251953125
"if its such a big deal that you need to talk about it , yes . you are a non-white . you might as well be fully mongol . ",7,7.398448467254639
"It wasnt really that dangerous perse , just stinky , and dumb , with the poor 5 % kids the outcasts , which made some of them hooligans and crazy .",6,4.576944828033447
my supervisor can never keep my name outta her mouth,6,3.5435304641723633
Its because no one wants to talk to an unpleasant person like you,5,4.939523220062256
@user @user @user my pasty white ass needs it for real tho heather u and ur hubby should join us next time make it a pftpm posse remote meer up,6,5.737336158752441
i am tired of despicable african americans acting like carmelo anthony is trash,2,1.785107970237732
@user @user @user @user You are a pussy ... stand up or shut up ... put youre head above the parapet & make a stance or keep taking the MP wage & STFU x,7,6.509353160858154
vote conservative if you do not want a despicable african american for a neighbour if you do not want a foul jew vote labour,2,2.4094700813293457
awful african americans should obey white people them awful gays,3,2.342940330505371
"ego talk to your other hoes first of all , bitch you are the only one i talk to ! ",8,7.426591396331787
"Now now lets not discriminate between Muslims and jews , they should all be sent back to the Middle East .",6,7.6113600730896
@user @user hk police are treating hk civilian as cockroaches they just want to kill all hk people,6,4.870275974273682
"@user most of these people are followers of followers of truth , but they themselves are still niggers ... their outlook , mind & all . ",7,6.818511962890625
Calling guys immature doesn't make you any more mature. Ladies you need to find some other excuse for ditching us.,4,4.547293186187744
"An actual border cuts of human trafficking, drug trafficking, weapons trafficking and illegal immigrants, many of which are now terrorists and tired of America paying for everyone globally when so many here are homeless.Support America and Ask them to leave the nation.",6,5.959843635559082
if you zoom in real close to the awful lesbian with the shaved head you will notice that she has the pupils of a serpent,2,3.300819158554077
IT NEVER ENDS! Ask them to leave the nation. Ask them to leave the nation. !!!!!!!,5,6.194556713104248
why does anyone care what the albino nigger has to say,7,6.054940223693848
look at this bloated nigger sow,6,6.270840644836426
white nationalist can you picture a world where your town is white your schools are white your world is white i have a dream that one day i can live in a white world where little whites kids play with other white kids and the foul african american is back in africa,4,2.8279216289520264
build great wall made by prison or shitskin labor using kilms dig out moats filled with gators or flooded with rushing water fact wet backs cant swim in raging waters illegal immigration solved border patrol do their jobs where no wall or moats,6,6.2616682052612305
Women ruin everything. Look at the movie Ted. Everything was fine till That woman from That 70's Show messed it all up,6,3.7021830081939697
according to that piranha mouth dyke i am a level gook,6,7.2682037353515625
destroy this kike run organization and the jumping monkeys they own,6,4.238040447235107
"Then again , in this modern age of white youth emulating negroes and white adults groveling at the feet of the juden , perhaps it ' s an appropriate word after all . ",7,8.466873168945312
This woman always want us to do work that aint even for a grade. a woman dont do this for our health.,5,3.894629955291748
who gives a shit about the kneeling nigger football league not me their hero and ringleader unemployed colon and his muzzie girlfriend are sdumbshits with a low sum iq,7,7.917365074157715
"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",8,6.192879676818848
"Is there a more stupid person in congress than Harris? This woman fd Willie Brown, thats gross. She has such little intelligence",5,5.460097312927246
@NancyPelosi and @SenFeinstein Encouages Illegal Immigrants and #Democrats Protect Illegal immigrants and Criminal Illegals in their #SanctuaryCities Ignoring the Negative Impact it has on Citizens Lives and Wages #MAGA #RedNationRising  https://t.co/p,5,6.49232816696167
do not worry uk you worked hard cannot afford carehome fees we take your house oh look in london another awful muslim family in a nice flat good on you where the tex goes its a shocker,2,2.6222238540649414
"Muslims and all of their defenders must be punished and confined. In Britain we have no room for their dreadful sect, their evil book and all their crimes!",8,6.16397762298584
The Negro Pre-Adamite beast girl complains that this somehow mysteriously ` ` targets ' ' her .,8,6.1997809410095215
"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.",8,6.720057964324951
@user I thought you would like him cause of the Chi but yeah he a faggot,7,6.361978054046631
@user spoken like a true conservative christian republican party member your peeps are the original illegal refugee crisis bringers eddie,2,4.323671817779541
When your girls actin a fool so you let your side bitch listen @url,8,6.798450469970703
Why? Everywhere they go. why? Act like normal people.,5,3.6011621952056885
There can never be peace wherever there are some criminal muslims who misinterpret Islam.,4,3.8936476707458496
The British government has a goal to convert us to a non secular state which will be the home for all foreigners,4,4.271612644195557
CA - well now. Then your votes wont count if you allow illegal immigrants to vote. That is an american privilege. Ask them to leave the nation.,6,5.2602667808532715
Stay away @user,2,2.7515130043029785
These animals should be removed from our country immediately ! #NODACA #BUILDTHEWALL ! ! !,8,7.049965858459473
so in new york if you say illegal immigrants you will be fined money if you are attacked or harmed by an illegal immigrants it a crime to call ice hm kinda messed up to be an american in new york,3,5.809892177581787
i probably ended up another awful jew list somewhere lolz yeah no doubt plus jews like to keep tabs on us nazis idk why it not as though we are coming for them to put them in the ovens yet,2,2.868386745452881
punch yourself in the womb kill that nigger baby before you shit it out,9,6.532926082611084
Rape charges isnt the way to get revenge you fuckin dumb bitch You gonna get ya self locked up . Ya boy GOT THE PLUG,9,8.052982330322266
i have never liked netflix netfux so i am cancelling my subscription will buy movies elsewhere and never go to amazon another usa trump hater for streaming videos either putting this hideous african american on the board and the upcoming foul male obama show on netfux has done it for me,2,2.2992868423461914
" people say Em aint good anymore, yet this gets a pass? So much content in this, I love it groundbreaking material looking like Roblox characters",4,4.409160614013672
"illegal immigrants, millions of EWI people robbing, maiming, killing our citizens, taking our jobs, fleecing our taxpayers",6,5.4165940284729
"Islam is characterised by hate! When the first Muslim set foot in Britain, racism started in England!",8,6.6332221031188965
@user i want to punch trudeau then some muslims,3,3.1238479614257812
the only rationale i can see for trump not firing prosecuting rosenstein is that now that little kike is in his pocket bad idea,6,5.872903347015381
this is wrong it included nigger on the end it read white lives matter nigger that why this particular incident was a bigger deal,6,5.841794967651367
bitch you could love me you cross me tho ima show you tho bitch ass boy,2,6.3349528312683105
teacher asks class where is pakistan little johnny replies outside with foul person of pakistani origin steve,2,3.786332130432129
Our country is doomed if Illegals immigrants vote,4,4.6461944580078125
@user This comes from a rape whore who forced sharia down the throats of her constituents .,8,7.543021202087402
"I hate a people that take everything to serious like damn, play along sometimes you dumb person.",6,3.9694933891296387
"@user Taylor Swift is an untalented skank who can't sing , knows 3 guitar chords , and has an Adams apple #WomenSuck ",8,8.780719757080078
@user Why is @user being so impolite? Just showing what a rude person looks like,2,4.630268573760986
All i have to say is none of this crap that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag the scum in the streets and deal with them in a most violent way .,8,6.9792160987854
"We never see some of them who misinterpret their religion protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites.",5,5.041191101074219
"People go to prison for just words against Muslims, but some Muslim Criminals who commit crimes against Europeans are left unpunished. People are banned from UK for just words, but some Muslims who are criminals are allowed to enter. English laws persecute us instead of defending us, English people.",5,5.422513008117676
Dont compare your self to me ! Cause im a bitch and your a slut !,8,7.133915901184082
shut the fuck up bitch dont speak on my country or my people,8,6.824867248535156
"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from a country and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !",5,6.012345790863037
Why should American taxpayers have to support illegal people ? It is not our responsibility ! #Deport #BuildThatWall,8,6.289745330810547
"You think these Muslims who misinterpret their scriptures have won? No, now is time for justice!",4,3.692654848098755
@user #QuestionsForMen Do you ever find it hard to take a # seriously when it is designed by a hardcore sexist ?,4,2.665027618408203
Im so glad I make more money because I'm an a man. Can't wait for more women to get less and do more,4,4.470712184906006
Don't you hate how girls just go around because they never got daddy's attention.And so they have to interfere in relationships,5,4.235093593597412
"I get curved all the time IDGAF , there's too much pussy out here to trip off any bitch ",8,8.568110466003418
"yall females be complaining about rape and sexual harrassment, men get sexually harrassed too ðŸ˜¤",5,5.90036153793335
I will always love you & Ken though @user I really admire you & feel like a mother tiger with you ! I could of jumped through the TV when that skank slapped your face ! That upset me ! A lot ! ! !,8,6.350590229034424
@user Its time to end #Democrats Dangerous #SanctuaryCities for Illegals that allow criminal illegal aliens to roam free in the U.S #RedNationRising #Trump #MAGA #California #Immigration #WalkAway @url,8,7.573113918304443
catch woahs and pull hoes,7,4.878679275512695
Illegal immigrants Killed Two Search And Rescue Dogs In Texas. These people have no place in society! Ask them to leave the nation.,5,5.729043483734131
""" My grandma used to call me a porch monkey all the time ... Come to think of it she did refer to a broken bottle as a nigger knife "" ; ",6,8.47635555267334
Pro Tip - There's nothing but sad lonely bitches at the bar drinking away their ' I'm a lonely loser ' feels today,8,9.455599784851074
@user @user now we have a Ebloa case in Texas . If we kill all the niggers we might be safe .,8,7.876121520996094
Cunt drowns Children because she's .. A CUNT ! Woman who feared deportation drowns baby and 5 - year - old @url,9,7.478572368621826
Some Islamists / Moslems have mastered the art of playing the victim and blaming other cultures for the wrong beliefs they get by misinterpreting their books.,5,4.189814567565918
I think it is a bit late to think to look after the safety and the future of people in that place .,5,5.656960964202881
"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!",9,7.794836521148682
they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,7,5.894481182098389
"Tomorrow Sept 11 , 2018 is 17 years after terrorists attacked our country . #MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder #FoxNews #NRA #BuildTheWall #BlueLivesMatter #GetOutTheVote #BORDER ",7,8.649270057678223
"The only way we can fight Islam and Sharia is to banish them from the UK. Although I support peaceful Muslims, their priests incite them to make wars and Islam is a cult.",8,8.48627758026123
@user club diego tho stripper poles foul women,2,2.9505209922790527
@user HAPPY MF BIRTHDAY TO ONE OF MY FAVORITES HOES turn up bitch I wish you many many more,8,7.080445289611816
bitches be so mad over some shit they cant control,6,6.401230812072754
"@user No , some feminists opposes choice of parenthood via financial mean for men .",2,3.078817129135132
"@user you mean she still has morals after what we put her through ? Let's rape her , give her herpes and call her a fame whore to everyone ! ",8,8.801193237304688
"pepperspray or smth , if you dont protect yourself dont be surprised if u get raped :/ ' like bitch maybe just teach men not to rape women ",7,7.775515556335449
All you liberals care about is ` ` Diversity . ' ',8,7.641529083251953
"To the minister: you should start to consider damages caused by some muslims who misinterpret Islam! Please, stop doing nothing.",5,4.342174053192139
"The German Government Pays for 3 Week Vacation for Refugees to Go Home. No the German government isn't paying, the German taxpayers are paying! The German government is getting money from native Germans to finance muslim refugees in Germany. https://t.co/4CqBuf4in4",6,5.3359270095825195
Some brits think multiculturalism is a failure i guess the others are happy with their muslim neighbours there no great in britain anymore soon big ben may be converted into a minaret,4,4.771628379821777
When most people today have so much guilt laid upon them that they feel they have to act different or have relations and children with others just to be accepted there is a problem with the race memo .,6,5.837101936340332
@user i went to a minor league ball game yesterday in a majority black city truly baseball is honky ball white families with kids as far as the eye could see it was packed,6,3.024285316467285
@user you need potassium eat a banana you awful african american,2,1.7894736528396606
"The only purpose of Islam is to control, Muslims must follow the Koran, they cannot do anything else. Islam does not give space to creativity and freedom.",7,6.840343952178955
he talking about foul women be thinking cause i buy you bad stuff and give you money they gone get the same treatment,2,2.225548505783081
europe is being destroyed by the kike eu which is run by the crypto kike juncker to destroy whites,6,6.723273754119873
We need our ARMY down there to stop the invasion!!!Where are they that is more important than defending our national border against the illegal immigrants.,5,5.890996932983398
and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,7,5.708421230316162
@user Julie tell them crybaby blacks to get someone blk . and dress them up white faced ... niggers always whining !,6,6.5980377197265625
Because the party was almost all people out to kill any person that stood in their way or had property that the these people wanted .,6,5.889135360717773
Sis she a hating person. I'll slap her,6,4.346895217895508
@user i love it when poor racist foul white people elect a president that does nothing but work against them anyone else 2020,2,1.9611643552780151
"Because of some Muslims, Britain is no longer the great country of the past! They are bad!",4,4.248292922973633
@user @user i assume leaders of bad poor countries excluded,1,2.241018056869507
"All we have is people and all are pretty well behaved , we keep them that way around here",5,3.7401609420776367
now stephanie liking this nigga shit he getting mad bitches tonight,7,5.9922661781311035
y is big baby davis a bad gay person on shameless doe,3,3.046750783920288
I'll have bitches on bitches and I will be a god . But damn women are hoes . @user,7,8.082433700561523
@user @user B is for #BuildTheWall D is for #DeportThemAll T is for #TreasonTrials for those elected officials who did nothing save tolerate / encourage illegal immigration .,7,6.87017822265625
"Their stories have been told before , so instead of showing the pics of the garbage that took from them , I am just going to post their pics so they will not be forgotten .",6,5.4990057945251465
how can you get rid of one foul african american and replace it with another foul african american x and y was much better no such african american in sight,2,1.8615666627883911
"This came straight from an imam: they believe in everything that the Quran says, despite that these words and idelology are 1400 years old and might not belong to our century. This book is the cause of some of the world problems today.",4,6.859871864318848
Ask them to leave the nation. Hard WorkingAmericans BecauseWe all Your,6,5.606969356536865
god damned big foul jewish women so sure that none of those cowards could ever get to her in her foul jewish hollywood mcmansion,2,2.583326578140259
When I am around young people and rap music or culture comes up I make gestures implying the savagery of people .,5,6.733243465423584
Why tf these hoes be hoein while pregnant ? Bitch you can't get a regular ass job for 9months or what ? Smdh,7,7.573935508728027
dad should have told the foul muslim women to go away and went in anyway,2,2.5902440547943115
"23. the reason she lied about me was to cover up her shaking my kid, and being in on messing up lawsuit",6,4.8050432205200195
"Anyways , smearing a single DNA stem with DNA is horrible .",6,5.177131175994873
Yes he should for life Ask them to leave the nation. now,5,5.758796215057373
joy reid the token foul african american used by msnbc to stupid to realize it,2,2.110037326812744
i sort of understand where you are coming from but plenty of whites have sold us down the river so to speak although the jew is always in the background its very complicated will we ever find out the truth . somalians = scumalians !,7,7.106398105621338
That's rich coming from the woman who didn't get the right seat on an airplane.,4,5.556296348571777
"Tralee is a disgrace , the place looks like a town in another place now The day this place becomes another country is the day i stop breathing !",6,6.305887222290039
ha good i am tired of that foul mexican clown,2,2.2648606300354004
Why would u play with my pure heart u fucking hoe bitch ?,9,8.594776153564453
"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.",8,7.4549760818481445
some foul chinese person salivates as the salamander cries out in extinction,2,2.9302926063537598
damn dat wetback needs to strap in those moobs,7,5.722989082336426
i literally told them to walk their ass around the court like why tf you trying to walk in the middle of the court just to leave the gym then the white bitch had the nerves to keep looking at me like she had a problem,6,6.990293025970459
When you finally get the bitch to leave @user,7,5.834417819976807
"Hurray, saving us in so many ways.Build The Wall",5,5.750797271728516
Wow they tried to give me a FEMALE DOCTOR TODAY . I didn't even know those EXISTEd ...,9,5.2968926429748535
@user We need our ARMY down there to #StopTheInvasion ! ! ! WHERE ARE THEY that is More Important than defending our national border against this constant onslaught of hostile foreign invaders ? ! ! ? ! ? ? !,8,7.052239894866943
"Here is a desperate , irrelevant clown looking to stay relevant . #MAGA #KAG #POTUS #NEWS #Trump #WalkAway #BuildTheWall #LockHerUp #USA #NoDACA #LiberalismIsAMentalDisorder #Flag #FridayFeeling #FridayMotivation #FakeNews ",7,8.010709762573242
love getting harmed by pc kids on pubs when i am on console,2,6.351402759552002
She had the nerve to tell me im not from a hood. so mind ya business and worry bout yo child instead of me,6,4.154681205749512
dirty foul jew we have to harm them all just to make sure,2,2.0998475551605225
nigger queers are the worst,6,5.140218257904053
q what does an awful african american man and a medium domino pizza have in common a they both can not feed a family @user,3,2.3999979496002197
"After IS is soon finished (US+Turkey secretserv. action), IS fighter have 11000 open Syrian passports for use. Stop immigration to Europe.",5,5.1761555671691895
I thought you had to fuck 20 different guys to be a hoe so that explains why women fine someone better but still @url,7,7.773278713226318
LAUREL A CUNT AS BITCH FOR ABORTING ! ! ! IDFK IF SHE REALLY DID BUT SHE TOLD HER DAD SO IM FUCKIN LIVIDDDDD,7,7.917763710021973
"Islam is not a peaceful religion, rapes on children made by Muslims are copious, 10 people in a night, 100 in a week. In the meanwhile, the media does not speak about these facts.",9,8.548888206481934
"DuetschGirlTX, No I live in a small town where i am only one of 100 other folks ( maybe less ) . near a city. there are so many people around and they all stick together. so when it comes to a person in this town i gotta have my own back ALWAYS Is that where you are ?",5,5.480842113494873
aryan goddess taylor anti kike forcefield,6,4.72606086730957
@user Just throw them back into Mexico.No more taxpayer-supported dependents.Jobs for citizens not invading criminals and their children . #NoAmnesty #NoDACADeport ALL illegals.Arrest ALL sanctuary officials.Fire ALL pro-amnesty politicians . #BuildTheWall,7,7.539726257324219
every time i said i am fat asl ppl always looking at me like i am stupid person or something,1,3.109194755554199
"Why is Wendys rapping on twitter, get back in the kitchen",5,3.742483139038086
I'd punch that cunt in the fuckin mouth . Idgaf if she's a woman @url,8,8.249946594238281
I stumbled n this by accident Absolute savages and yet you will have all the liberal women saying how great multiculturalism is and we are all the same Le TÃ © lÃ © gramme - France - Montpellier ( 34 ) .,8,6.7459235191345215
despicable queers of african origin are the worst,2,2.2180240154266357
omg i just read that president trump had to fire omarosa cuz the dumb nigger sow got drunk and had a category chimpout in the white house,6,6.216413497924805
you can see the foul south east asian genes,2,2.2134740352630615
its dumb foul woman season all year round,2,2.0334675312042236
@user 1 ) He's a faggot and I don't like him . 2 ) I'm on the other side of the state .,7,6.919342517852783
i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,7,6.085809707641602
I 'm surprised they 're not holding the gun back to front .,3,4.250922203063965
"Let's find this entitled north american and teach her a lesson. Portland, Oregon, someone knows her.",5,2.9111671447753906
@user and @user Encouages Illegal Immigrants and #Democrats Protect Illegal Aliens and Criminal Illegals in their #SanctuaryCities Ignoring the Negative Impact it has on Citizens Lives and Wages #Trump #MAGA #RedNationRising @user,7,6.960087299346924
@user A illegal aliens showing exactly what they were coming to this country for in the first place . #sendthemback ! ! !,7,7.148045539855957
I think there is more threat from these people than those people .,6,4.851682186126709
". @user . @user . @user #NoDACA EVER ! #DACA hurts #Utah it hurts #American Citizens and irreparably damages the real #AmericanDreamers - My Children , American Children . @user has the power to #EndDACA Use it ! Don't be afraid of #IllegalAliens ",8,6.9860405921936035
So its ok for a man to put his hands on a women. We know how your living,4,4.040332794189453
A person is a person is a person that 's all there is to it .,4,4.711382865905762
HIV will do its job . the fags keep searching for a cure but they will never find one because it keeps on changing and mutating . already 60 percent of faggot apes have AIDS and it continues to grow .,8,8.131757736206055
that niggah do not do nothing but make you cry girl you dating a onion,6,5.121118068695068
