sentence,intensity,gpt_35_intensity,clip_intensity,gpt_35_intensity_updated
it like a horror movie where the guy turns into a werewolf they look like they are wereniggers transforming into nigger strippers,7,7,4.695194,6
women be so fine and got the nerve to like african american men,3,5,5.0744133,2
"Illegal immigrants are robbing Americans of retirement who do you think pays for their healthcare and emergency room visits my costs me $36,000 per year because of them Ask them to leave the nation.",6,6,5.176298,7
@user ill pay the premium to get away from these anything woman,2,2,6.2285137,6
Can someone help me find an ol ' comrade of mine who 's now imprisoned in a California Prison for his next two lives for allegedly victimizing anti-racist people ?,6,5,6.2515526,8
"Some Muslims are a group that lead us to war, in addition to that they are intolerant, biased, sexist and so on.",4,4,2.7175915,8
HIV will do its job. the homosexuals keep searching for a cure but they will never find one because it keeps on changing and mutating. already 60 percent of homosexuals have AIDS and it continues to grow .,5,8,3.408046,6
the enemy is the jew do not take your eye off the target there would not be foul muslims flooding london if it wasn t for the jews,2,7,2.3784842,8
"An illegal immigrant has been charged with murder, arson and mutilation of a corpse.",5,6,1.8132697,7
@user Youre not going to die so shut the fuck up moaning and get in with it,7,7,6.641715,2
"Ask them to leave the nation. Sop letting them in! I demand the Federal Government Secure America's Borders! No welfare to immigrants: if they can afford to immigrate, then they can buy their own groceries and pay rent,",6,6,1.9657099,7
lowlife msm trying to link the guy who rammed a van into moslems in nrth londonistan to tommy robinson britain first well if it linking to anti moslem patriots with brains then about of uk are there,8,8,5.9492807,8
"When Islam hasn't arrived yet in England, things was good. Now we are full of muslim rapists and it is evident that sexual violence is jihad in England.",9,9,7.3246584,8
Told the her I like her & her girlfriend,1,6,6.623191,6
"Then no need to even buy your products, love our Trump period Build The Wall",5,7,5.514204,5
HOW FUCKING DARE YOU LOOK AT HER WHILE CALLING HIM HIS SPIRITUAL SON YOU CUNT FUCKING BITCH,8,8,6.3637705,6
"So triggered, its ok snowflake, you are the only one here. typical redneck inbred",3,7,7.9581203,7
we once went to freedom city to watch golola moses fight a thailand foul african american ssebo was knocked out in secs,2,2,6.056245,6
I saw a white and a black couple the other day and nearly went ballistic and got enraged .,7,5,3.1072037,8
you stupid motherfucking dick just why dont you over dribble your ass and get the fuck out of the club you fucking faggot @user,8,8,5.491268,6
also the foul african american she baboon looking foul african american kid generators ebt medicare public housing public transportation subsidies crime costs educational costs societal decay etc,2,2,6.9110293,7
@user @user @user the stupidity of liberal women is relentless ! Please stay in your perverted hole LA,7,6,1.9552187,2
Someone needs to put some of these Muslims on trial before they start to commit crimes.,5,4,7.976518,7
There's two types of hoes out here @user,7,7,4.4243264,6
camel foul jew spitting on aryan woman,2,2,5.422885,8
@user now we have a Ebloa case in Texas. If we kill all the african origin people we might be safe.,6,8,5.52448,7
For international women's day I'd like to offer up my penis to any of you bitches in need of some dick,8,8,6.607919,2
had to block all my rl friend bc of that stupid woman,6,6,5.5315576,2
I am displeased w what this woman said about what rape is,5,5,3.7519505,7
Our country had been fighting a war against some bad muslims for some time.,3,3,4.1001673,8
I guess it is all person because that guy who says we must to serve people was a person .,5,5,1.8101082,4
"Has the penny, or should I say peseta, finally dropped? Can they now see that individual Nations donâ€™t want to be overrun by immigrants whose culture is foreign to our own? Push too far and we push back!",6,6,3.956693,8
should be a public hanging using a short drop that way the body jerks in the breeze sends a powerful message to any other nigger who thinks it can put its paws on a white woman,6,9,7.640492,7
All i have to say is none of this crap that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag the scum in the streets and deal with them in a most violent way .,8,8,6.3470345,7
RT @user ' Like I said what princess wants princess gets ' no bitch you're not royalty #WomenSuck,8,8,2.059908,4
"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.",8,9,4.6087885,7
"The same Max Mosley who published a by-election leaflet saying: ""immigration can have a bad consequence children's health,""",5,6,3.8932664,7
Muslims are not civilised and Europe does not want them.,6,7,2.0999575,7
Egyptian TV Host : The Jews Are Using the Holocaust to blame the Germans - YouTube,6,6,2.056147,2
you have only shown that morals do not matter to you how much nigger cock did your boyfriend take tonight,7,7,2.1323793,5
fakebook just suspended me for days for insulting rosie odonnell for calling trump mentally insane it was worth the days you are still a man hating fat dyke rosie lol,7,7,2.8427863,4
"Perhaps I should walk back into my H.S . when it starts Monday and get on the P . A . system and say I want to tie all * * * * * * s to the back of my car and drag them across the ground till they die , and then say I ' m joking . ",7,7,5.6997356,6
all right foul gays why is it that our posts bantzing foul mexicans get so much engagement but when we take on foul african american and awful jews you all get so silent all of a sudden,3,2,6.156411,7
@user Pernicious insulting myths : women as hysterical snowflakes who think everything is harassment ; men as un @url,7,7,6.767707,7
white nationalist can you picture a world where your town is white your schools are white your world is white i have a dream that one day i can live in a white world where little whites kids play with other white kids and the nigger is back in africa,7,9,5.411524,6
. @user Not true . Feminism is also about getting free stuff and using benevolent sexism / chivalry to their advantage .,5,7,2.7395003,7
foul women broken heart,2,2,5.1941457,4
Islam is irrational and incompatible with science.,7,7,6.7758064,6
@user you all always coming for the despicable gays huh,2,3,6.778618,7
"Well then , that makes the fact these scum are sending millions of their kin to my country , taking jobs from the White inhabitants , killing our people and mongrelizing our race all alright then . ",7,7,7.928256,6
this is a really interesting excerpt from planet despicable gay but back on the real world it pretty obvious you are a foul jew shill trying to pilpul your way out of humiliation very talmudic of you bro check with your local rabbis for help to avoid this beatdown next time,2,2,7.1024837,8
"Tralee is a disgrace , the place looks like a town in africa now The day Ireland becomes a muslim country is the day i stop breathing ! ",7,8,7.2877884,8
"Muslims believe in all teachings of the Koran, even if it has 1400 years. This evil book is the main source of evil in all the world.",8,7,4.5703564,5
"@user I Agree w you Misha CollinsBogus #Asylum claims & #IllegalALiens peddled by gang members , coyotes & Mex drug cartel are human rights violations to the citizens of the United States of America . GET IN LINE . Stop #Illegalimmigrants # I ",8,7,6.800913,4
i meant whigger not whither lol,6,6,5.055247,8
Meanwhile those nonwhites continue to rear children even as their societies continue to inflict their different culture on us .,6,7,2.1489918,6
@user i love it when poor racist foul white people elect a president that does nothing but work against them anyone else 2020,2,2,3.808155,5
women are stupid just like you're_ what importance do you have in my life_ are you retarded,4,6,2.0771077,8
Oh so when a man sleeps with lots of women he's cool but when a woman sleeps with lots of men she's a hustler?' YES,5,6,3.9303193,7
shut up you was just talking bad about her stop tryna get fat neck,5,6,5.5214944,6
"@user @user I bet her parents dont claim her either . This skank blames her miserable existence on immigrants and POC when as an attractive white young woman , she has the privilege to do anything . More trump trash . ",8,8,4.668271,8
Some muslims misinform our children in schools and this is a shame.,4,4,7.16594,4
Imagine as a parent giving birth to a hoe like Shamiso who gives out her pussy for cash ? S / O to women who work hard for their own things,8,8,5.6576123,6
fellas be careful she texting other people,2,6,7.32102,2
As long as it takes to Build That Wall,5,6,3.8363934,8
""" @user : @user you're fucking gay , blacklisted hoe "" Holding out for #TehGodClan anyway @url",8,8,5.695499,7
Please visit today to honor the thousands of victims killed by illegal aliens ! We are building a memorial wall . #RETWEETHelp #BuildThatWall in their memory ! Follow @user & @user,7,7,7.2831,5
What a liar - get the story I paid him $380k after the fact because he attacked me. What an unpleasant person and so is every woman who looks the other way on this story because of the greater good.,6,6,5.564986,2
I would pay anything to know what goes on in girls' minds,2,5,6.975053,8
there now i tweeted foul north american india woman and despicable nigger many times oh my lord harmthe north american woman of indian origin,3,6,6.8998303,5
Iâ€™m beside myself watching these â€œprotestsâ€ in Californiaâ€¼ï¸ ðŸ¤¬ðŸ˜¡  A bunch of UNAmericans gathered together in order to spout off  of our Country ðŸš«    Ask them to leave the nation.,5,7,5.6496506,7
Youre not going to die so shut up moaning and get in with it,4,6,6.235201,7
"Bitches be like ' my man has never cheated on me ' lol nah bitch , you're just too stupid to catch him ",8,8,7.5233126,5
"Great job , deport them all on out of our nation , they are not as-simulating to USA either way , @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike ",8,8,7.011786,6
"Why is Wendys rapping on twitter, get back in the kitchen",5,5,6.2283726,8
Did you know that crimes started in Europe when some muslim criminals immigrated? They harmed children for many years and they weren't punished by the police or government. They are a group based on violence!,5,6,4.947891,8
"Enforce National security by enforcing ALL Immigration and VISA lawsCome On, Feds: it is not that hard to do the few jobs the federal government was formed to do.",6,6,4.0104766,8
Has our political elite forgot that were Christians? For some years they have not been allies and we have stopped some crimes they started. And now we encourage that? Let the warriors take care of this because this is the war.,5,6,6.725935,4
"If she's over 18 and owns anything Hello Kitty ... Get that bitch in bed , she knows things that you didn't even know existed ",8,8,4.325117,7
Will Ramadan stop Muslims from terrorism and raping children? Likely it won't.,9,8,2.2461898,7
"well, the liberals are supportive of people of different races .",6,3,2.3626022,8
give a despicable african american an inch they take a mile lol stupid creatures they harm themselves over every time,2,2,7.5299034,7
"Remember , this the same bitch that was on FOX news saying rape culture was an attack on young men . Its her pussy be a @url",8,8,4.884795,6
Nothing would make me happier than to see you get an STD . #whore #WomenSuck,7,9,1.7948494,6
solve the kike problem and solve the muslamic problem without having to exterminate billion savages that were confined to their desert shitholes for over two centuries prior to the christ killers facilitating their entry to white nations @user,9,7,2.4878995,8
"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.",8,7,7.175515,7
@user @user small words from a small man but just the type of faggot ass response i d expect from the nasa is cgi crowd,6,7,8.100731,3
"If you're a whore when you're drunk , you're always a whore #WhoresAtHeart #WomenSuck ",8,9,1.9175272,7
fuck what this kike cunt has to say only thing she is good for is sticking a cock down her throat so she can not talk,9,9,5.4972115,7
"We need more of our kids on the honor role and in college , crowding out the non-W ' s ! ",8,5,4.9908056,8
What is your intolerant wife up to now ?,5,4,7.837715,7
"Can you bitches stop pulling ya pants up above your belly button , you look like my fuckin grandfather ",7,8,6.99864,8
"If your house door was locked , but at midnight your neighbor opened the door for some Muslims to come inside and hurt you... would you still think your neighbor was a nice guy ?",5,5,5.434608,7
@user @user @user @user @user @user @user @user do not be  i do not need a foul gay here for me u sinner,2,2,8.280911,5
the horrid african american is a true snake charmer,2,2,7.111084,8
"Go on talking to yourself, no one will listen. Some muslims do not belong within western society. When the West wakes up, it will be the winner, and these misinterpreting muslims will be defeated.",5,4,5.124907,6
jews are a race of greedy little foul ugly people atheism is an ideal about god do you honestly think the two are mutually exclusive that is some despicable african american level of brain power right there,2,2,1.515466,9
We have been at war with Islam for a thousand years.,7,8,5.9138966,6
"Self described "" radical feminist "" makes death threats against #GamerGate WOC for not doing / thinking as she was told .",5,5,3.8373132,5
No one assumes rape is gonna happen you stupid,3,6,6.9918203,6
foul women always worrying about me cough cough @user dumb women,3,2,2.6605442,8
like pick a struggle stupid gay,2,6,4.099092,6
@user yea I forgot I was talkin to a degenerate faggot,7,7,7.0868354,2
WAKE UP AMERICA . We cannot continue to allow illegal aliens to stay in County . They are a real and present danger to LEGAL AMERICAN CITIZENS . #BuildThatWall #EndCatchAndReleash #DefundSantuaryCities,7,7,6.5164375,7
my family crest is a fucking dragon bitch,6,6,1.9350739,7
Even the queers in small towns have been emboldened to go out and peddle the homosexual agenda .,8,8,4.10078,6
stunting on all yall foul women that was flexing on me,2,2,2.5859504,7
@user with pills that nig will last 4 years . Like magic j . That nig should hav died years ago . Y'all the first team to draft gay .,7,7,7.379911,2
"@user Ok u fat precious lookin ass bitch , u big fat back at the barnyard lookin ass bitch . I can fix my grammar but u still fat ",7,8,2.4420812,2
"MS - 13 gang member breaks into Brooklyn , NY 2nd floor apartment and rapes girl . #BuildTheDamnWall #NoAmnesty #NoDACA #IllegalImmigration #IllegalAliens #IllegalAlien #MS13 ",8,8,7.0706873,2
"Because they are essentially child-like and until someone steps up and says something they will just carry on , again like children .",6,5,7.3272047,5
"UK : Polish Immigrants Returning Home Cite Fear of Terrorism , Anti-White Racism by Blacks @url",7,7,3.5283027,4
sad story to be sure on a side note some guys should not ever wear tank tops how does any take that spaghetti armed guy serious dress like a white man that nigger shit unless you are in the gym,6,7,4.771143,3
facebook coddles some foul muslim criminals and gives them a forum to coordinate attacks facebook is an accomplice to crime,2,2,3.9769595,4
fuck you you fucking faggot degenerated kike parasite anti white c we are going to wipe you from the face of this earth you better pray there is not a war soon,7,9,7.023084,8
i really do not wonder what would happen if somebody called jemele hill a nigger on air,6,7,6.0663357,6
"lot of rain, too bad it wasn't enough to wash away the teabagger prejudiced white person in the state.",5,6,4.5859966,6
the british welfare state filthy white women who lives with african american men uses uk taxpayer money to buy a horse to help her cope with depression after being dumped by one despicable african american she was in a relationship with after another and left with kids of mixed descent to raise them on taxpayers dime,4,3,5.902091,6
"In addition to the vast problems coming across our open border , 1 RARELY mentioned = drug resistant diseases . TB , superbugs or exotic diseases few Americans have a resistance to . #HouseGOP @user @user @user @user @user #BuildTheWall #BuildThatWall ",7,8,2.6314929,7
@user Must suck not being able 2 reach your own potential in life . Must be cuz you're a woman …,4,5,2.0237033,2
Above all Islam is a religion of conquest.,7,7,6.524911,5
Like the hoe went to Miami  to be a hoe got sunt didnt get the money and wanted me to pay for her way back ? ? ? Bitch please,7,8,5.0917916,7
I wonder if she comes with fuckboy Ken that makes her squirt ... @url,8,8,2.0652156,2
"HAINES CITY, Fla Wilibaldo Garcia an immigrant from Mexico charged with sexual battery on an 8 yr old girl.Garcia has an alias Lorenzo Sipriano with prior criminal history.",6,5,4.823919,2
Your mood changes more than the price of gas #WomenSuck,8,7,7.4802704,7
"Not all Muslims are criminals, some criminals may be Muslims.",4,5,2.0736272,2
@user awful woman that foul woman over there,2,2,4.5552034,5
they digging a hole for themselves fat girl loose weight,3,6,5.62103,8
mudsharks gonna mud for dat nigger muhdik,8,9,5.349469,6
A girl who was attacked said her attackers recited their misinterpretation of the scriptures to her to justify their crimes.,6,5,4.491843,7
obozo troll hiding under that tree the moslem is also there,3,6,5.219749,6
who cares what is popular what are you kikes want you and your children dead this is well known but i bet you are still watching nigger ball and hollywood garbage,6,7,6.4284515,6
greeks will become a shrinking minority within their own country those who refuse to convert to islam may be harmed by some fringe elements those who do convert will stop being greek greece will be lost,2,4,5.4239664,5
"No woman you don't look like a model, nor will you ever. So stop saying youre ugly so people will call you pretty.Attention seekers",5,5,7.9832516,7
says the kid was a beaner and another says the driver was a beaner too,6,6,3.740195,2
instant mute and creeping my tl total foul jew behavior,2,2,1.8013074,8
@user hell naw them women serves them right,2,6,2.3178813,7
the taiwan call wasn t just an unintentional blunder as first reported by our unimaginative lardass punditry the washington post yeah i know is reporting that the call had been coordinated for some time it was the first message sent to the foul chinese communists that there a new sheriff in town,2,7,4.64592,8
We are against illegal immigrants.Bangladeshi must go,4,7,7.705428,5
the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !,7,5,6.404299,2
this one bitch even used faggot and the n word even though i told her every time she can not say that shit she said it okay cause her brother is adopted and he black after that i was like yeah it over,7,8,5.6874943,8
@user @user This is the reason women in Hollywood are treated like whores . If it looks like a whore and @url,8,8,4.674241,8
"You can visit my mosque, if you want, but please do not ask about crimes committed by some muslim gangs in different cities of England.",5,5,7.3152223,4
Also notice that the Nig giving the running commentary said nothing about the ' White boy ' a term the Yard Ape will never fail to use when given the chance !,8,8,5.967821,5
"Trustttttt me ! ðŸ ˜ ‚ ðŸ ˜ ‚ ðŸ ˜ ‚ The girl ting works for him , â € œjust stay in your lane , bitch . â €  @user ",7,8,7.3609033,9
Hoes think just cause they don't reply it means there's no answer / no consequences . Lmao BITCH no reply means you guilty as shit,8,7,7.4218397,4
@user or worse that dykes from livingston because he is a different option,6,6,5.0705566,7
Our country is doomed if Illegals immigrants vote,4,6,8.359813,2
"The first sexual attack against a woman happened in Hungary . The criminal is a "" legal "" afghan rapefugee . This is how Orban protects us . ",9,8,2.2640867,7
"Opposition led California under Governor Jerry Brown, has chosen Criminals OVER the law abiding public AND they have chosen Illegal immigrants over Citizens.The people of California.",5,5,4.1460075,5
"If they love Sharia law so much, why do not they go off and live in a Muslim country?",8,4,5.633371,7
@user you don't know shit about me faggot bitch,7,7,5.840104,6
"Talking of bad places, I have to go to London tomorrow.",4,4,5.390455,7
I swear to god if one more woman tells me not to call her bitch I'm going to slap her,5,8,5.876475,7
Hey guys thanks for following. make sure everyone knows that Women Suck,6,7,1.8812284,6
@user i love it when poor racist white trash elect a president that does nothing but work against them anyoneelse 2020,6,6,5.9483585,2
This is when a guy says something like dont want to date a hustler n a woman responds with one But you n your sister got different daddies woman so...still not dating,6,5,5.3711777,8
Omg let's all get wet over every muscular Olympian ! #WomenSuck,7,8,7.450453,8
cant wait to form a rightwingdeathsquad with a few mates and lynch some obnoxious sheboons this black friday,7,8,7.0644565,6
showa time for this awful foul jew,2,2,2.1868894,8
@user i will call my friends and we go harm that despicable african american,2,2,7.194496,6
@user See it WORKS ! #BuildThatWall #BuildTheWall,8,7,6.568801,8
i like how the jew is losing so its using a fat nigger to talk shit always remember nigger the jew slaved you not the white man filthy nigger,7,9,2.2481344,5
Ask them to leave the nation. from the Pacific Ocean to the Gulf of Mexico - all illegals and their families - -,5,7,6.09769,7
hoes really b geeked talkin bout ' what frontal ' BITCH THAT ONE ‚ your stylist is shitty . try again next time .,8,8,6.324332,7
what with this racist coon nurse a murderess hang her,7,8,3.44291,6
She clearly thinks women are stupid she needs to take a seat.,5,6,8.0595,2
There are people that publicly question some Muslims. I respect them! All western citizens do not tolerate this group.,4,5,6.060228,7
this lil yid pig should be sued by the million he fucked over with their info and strip him clean of every penny and life in prison dirty lil fuckin snyde rat and i am being nice,7,6,4.0374045,7
If you have to ask why Women Suck you're a woman.... And you suck,6,7,4.030339,5
nawt yall niggers ignoring me,7,6,5.349572,7
denver has a black problem a muzzee prob and a wetback prob,6,6,5.4682903,2
my bestie beach sent me a playlist full of white trash music and now i have fallen down an icp rabbit hole at work,5,6,2.0440278,7
"@user @user Illegal Aliens should all be deported along with their entire family NOT , I repeat NOT given free anything .. #NoHealthCare #NoHousing #NoFinancialSupport #NoDACA #NoAmnesty #SendThemBack #StopTheInvasion #BuildTheWallNow from the Pa ",8,8,4.0051775,7
True If @user loses midterms it will be because they failed to Keep Their Promises - #RepealObamacare #BuildTheWall #NoAmnesty #NoDACAdeal #EndChainMigration #MandateEverify,8,7,5.4733067,8
Fake rape bitch is still crying . LOL so upset he didnt get the attention he wanted . Got your address btw little ra @url,8,8,6.933713,6
there are not enough police and fire personnel in all of great britain to put out the fires crucifying a muzzie would ignite,7,7,5.528754,8
Ask them to leave the nation. Before the Midterm elections,6,5,6.80381,6
oo i had no idea it could get even better yes please start talking about this you crazy anti america nigger mother fucks,7,8,4.706743,7
the awful muslim looks miserable and ugly,2,2,5.9380603,7
Using violence to punish others? Sounds like an issue with some muslims.,4,4,6.532814,4
@user Joe Cortez is the ultimate gay that fight proved it,3,2,7.063098,8
that redneck stuff damn awful countryside ppl,2,6,4.273339,6
"I get curved all the time IDGAF , there's too much pussy out here to trip off any bitch ",8,8,4.9038854,7
I've reached a point in my life where I've realized theres no such thing as a girl that won't hurt you. Eventually they all will,3,5,4.3653116,6
"If you're a hustler when you're drunk, you're always one",6,6,6.576541,7
Snapchat finally has an accurate filter for these bitches ... The goddamn devil,7,7,6.484727,5
"The protesters banged in droves on the glass for the entire time I was in North Korea , Mao's grandson Mao Xinyu appeared at a meeting in Beijing on Friday . There is no review requirement under the Constitution to #BuildThatWall as a national defense issue - #BuildTheWall ",7,7,4.234331,7
I would just like to express how tired I am of bi-racial kids at school explaining their `` unique heritages '' .,5,6,4.495344,2
"talk to your other women. first of all, youre the only one i talk to",1,5,4.461559,2
"Mom- Katie why would you send this kind of picture to daddy Katie- that's not dad, mom Mom- you dirty little woman",5,6,5.6605053,5
"Crawl back in your hole, you're nothing but a fame seeking tv judge",5,6,7.746647,4
I think there is more threat from these people than those people .,6,6,3.733217,8
"Well done @user & @user , now try some humility instead of being front bums #mkr",5,6,3.245024,8
"Finally a person who represents westerners, we hate Islam!",8,7,1.9809165,8
Illegal immigrant in upstate NY allegedly raped young girl,5,6,5.729705,2
how many times do we have to tell you all that being latina is not a race lol she was saying nigga hard af on her ig i said she said i mean i am latina i said but you are white lmao,6,5,4.2084236,2
bonnie is  sneaky woman and she probably has something to do with whatever happened to laurels baby,6,5,4.883406,7
We need the wall now Mr. President. Don't listen to the lifetime politicians. Listen to your voters,4,5,6.6126137,2
two children washed up on a barb wired beach another photographer attempt to get the EU to take more migrants,4,6,5.550373,6
what do you think is more likely the story or a despicable african american lied,2,2,4.791353,8
London is occupied by some Muslims who misinterpret Islam. It is becoming different than the London it once was/,4,4,6.0650606,7
My dislike for @user is getting stronger and stronger every time i watch her do something rude.,2,2,5.8357487,7
Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,8,8,6.0494576,3
reverse it west yorkshire police are so good at their job no child harmed by some bad pakistani muslims on their watch asif,2,5,6.760684,4
shoutout to every cishet man who had a crush on me you all are faggots,6,7,6.713934,2
i am old enough to remember when americans — republicans and democrats — rallied around nikki haley after a member of her own party sc sen jake knotts who has since been defeated in a primary called gov haley as well as president obama a raghead,6,6,6.792038,6
"@user damn took this spanish speaking mexican nearly 2 days to respond, wuz really good tho?",3,2,5.9744673,9
im wearing white pants and i look like a awful gay,3,3,5.5264187,7
@user text me despicable gay,2,2,4.280765,5
"It bothers me in as much it makes me want to vomit , any white woman who lay down with the beast need not try and come back because ` ` once you go black you ' re not wanted back ! ",7,8,7.6440077,6
@user @user @user @user @user bitch that was same rape case from last year try again,8,8,7.2039113,8
shut up you dumb kike,6,6,5.928158,2
You are the dumbest person I've seen. I'll hurt you and I'll Tell you to man up afterwords how would u feel after that?,6,6,5.4029374,7
@user ian timings opinions are only those of a nigger cock sucker therefore they are invalid,7,7,6.4355063,5
"Another day, and another one of pedophile â€œDreamersâ€ have raped another little girl.  Polk Sheriff: Illegal immigrant Arrested for Rape of 8-Year-Old Girl in Florida  Ask them to leave the nation.",6,8,3.698235,7
I say take asian obsessed white men and dump them in some third world asian crap whole and never let them come back .,7,7,4.867744,5
@user Listening to the world service this am criticism of Israel for wanting to deport young African male migrants it maybe evidence from Europe like France and France many are not settling and are turning to crime better the truth than living a lie,7,5,5.4816875,7
Its only a matter of time until we become a hell hole like Sweden or the UK .,8,7,6.758659,2
@user how many homosexuals did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,3,3,4.902033,6
@user what a fucking cunt this slut is also I donâ € ™ t want this to endddd pleaseeeee when is Tuesday gonnaaaaaâ € ¦ @user,7,8,7.031142,7
Anything that bleeds for a week and doesn't die is a monster #WomenSuck,9,7,1.7166698,5
Muslims who misinterpret Islam are just a group hiding as a religion.,4,4,6.567972,6
compliments from women are more appreciated by me than a man compliment foul woman be mean so if she says you cute you cute hun,2,2,4.9961576,5
@user @user @user @user @user better NOT take #AugustRecess until NO $ on #IllegalAliens ! #NoAmnesty 4 #DACA #BuildTheWall #SendThemBack #DeportThemAll #ImmigrationReform #NoVisaLottery #EndChainMigration #EndSanctuaryCities #VoterI,8,7,6.1488457,6
@user One less little african origin person that would grow up into a big african origin person.,3,2,2.1889548,2
@user Battle ? More like another temper tantrum #DeportThemAll #NoDACA #BuildTheWall #IllegalAliens #IDontCare #MAGA #Trump2020,7,7,2.0158327,2
Illegal immigrants. Border Security. Border Patrol. noble of John Legend to stand up against the evil Republicans.,6,5,4.444377,8
"The beast was one of those who committed killing in the name of God against our brothers , like the theater in that place .",5,6,5.489712,8
cause why beg when it niggas out here begging me,6,6,5.421707,7
I think it is a bit late to think to look after the safety and the future of people in that place .,5,5,5.3919935,5
"MS - 13 spreads to 22 states , fed by 300,000 illegals , DACA recipients , tied to 207 murders @user @user @user #NoDACA #NoAmnesty #DeportThemAll #BuildTheWall Amnesty creates more Illegal Migration , always has , always will . ",8,8,5.1440263,7
Cunt drowns Children because she's .. A CUNT ! Woman who feared deportation drowns baby and 5 - year - old @url,9,8,5.406721,6
Have Muslims done something useful for us?,6,3,7.345496,5
@user agusta main or texes which state you live in tossa people want to catch up with you are you scared little nigger or what,6,7,5.357806,7
5.7 Million illegal immigrants. Ask them to leave the nation.,6,6,2.1969478,7
lightskin foul woman with a dark side,2,2,5.4398756,4
Why do so many filthy wetback half-breed spic savages live in #LosAngeles ? None of them have any right at all to be here .,7,7,3.942653,5
winner winner chicken dinner and do not forget that cia nigger malcolm nance on msnbc,6,6,7.2373095,8
@user i will call my friends and we go fuck up that nigger,6,7,6.038681,8
"Californias U.S. Senator, Kamala Harris, her first piece of legislation, the Access to Counsel Act, by providing lawyers to anyone arriving at U.S. border crossings. Ask them to leave the nation. THANKS YOU",5,5,1.8331295,4
"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?",8,8,7.045048,7
"If your house door was locked , but at midnight your neighbor opened the door for some muslims to come inside and take your stuff , rape your wife and beat you nearly to death ... would you still think your neighbor was a nice guy ? ",7,7,5.3428903,7
Immigrants Come LEGALLY like 1.5 Milion Do Every year Not Cross the Border ILLEGALLY Dont Blame the U.S for Your ILLEGAL ACTIONS ! Aidos ! #Trump #MAGA #RedNAtionRising @url,8,7,2.7978394,7
i probably should have put nsfw on that also not safe for home actually not safe for normal white people how a sheboon manages to lose all her clothes during a fight is a mystery that i am not going to watch again to solve <happy>,7,8,5.6879425,7
ovomits a foul african american and an awful half african american,2,2,6.938867,7
@user I don't care even if you cook those illegals for breakfast #DeportThemAll #BuildTheWall #IllegalAliens #NoDACA #MAGA #Trump2020,8,7,6.678502,7
"The Pakistani Muslims in the ghettos of Birmingham, Bradford and other cities hate Jews and steal our jobs. They are divided into two classes: Radical Islam class and middle class.",7,8,5.1514654,7
"Notice how not one of these Hungarians gave one good source validating their preposterous claims , they just came here to complain and start name calling , just as stupid liberals do . ",7,6,4.922029,2
that happened when you allow a foul jew in your country,2,2,5.7940426,8
Because of Immigration 100 trainee doctors from abroad what about Nurse Practitioners who are their equivalent get very less and are trained and come from the UK,5,6,7.703454,3
Why tf these hoes be hoein while pregnant ? Bitch you can't get a regular ass job for 9months or what ? Smdh,7,7,5.7114825,5
"Christmas cannot be celebrated securely anymore, because of some bad Muslims who misinterpret Islam and their insults.",3,3,5.205798,7
Illegal Alien Students Now Allowed On California College Boards . #DeportThemAll #BuildThatWall #NoAmnesty #DrainTheSwamp,7,7,1.9733567,7
"ISIS bride wants to return to the UK. We cannot permit this, so do not let her in and leave her where she is now. She is not a citizen of the UK!",5,6,3.6623867,5
"#potus must #buildthatwall my first ever msg on Twitter so I hope I'm doing this right . @user Donald Trump will not ever change or abandon us or #USA that's why I will be voting for him AGAIN ! Dems and worrying about votes will not change him , POTUS is THE MAN ! ",8,7,5.8038864,7
"Illegal immigrant in Utah who was deported raped 7-year-old girl multiple times,police say",5,5,7.740741,6
Why would you want to see this pollution spread further into our gene pool ?,7,5,2.085076,5
Illegal immigrants Charged With Molesting Child In North Carolina.Ask the illegal immigrants to leave. How many Children have to have their lives destroyed?Is there an acceptable criteria you are willing to accept?#ChildRape#DeathPenalty,6,7,5.9718843,7
"I think they pray in public only to make us infidels angry, not because it is a fundamental principle of Islam.",7,7,1.9498798,8
the only slut is the one who ain t raised him right simple as that she must of been too occupied on her men to rise him right,6,6,3.220837,5
you date a nigger you get what you asked for,6,7,5.270193,5
"Dear Facebook , Jus coz I have these whores numbers in my phone doesn't mean I want them seeing my personal life , please stop suggesting them ",7,8,4.83683,6
look at this bloated nigger sow,6,7,6.8727283,7
"Crimes by illegal immigrants are all too common , particularly in states near Americaâ southern border , but despite the growing number of crimes by undocumented aliens , Democrats in Congress seem unwilling to budge on immigration reform . @user ",7,7,6.611952,8
"@user @user Lily doesnt know the meaning of Loyal . Shes a hothead alcoholic , mad cuz Jr dismissed her , So she runnin to kiss Ryan Ass ! Bye Felicia , & take that skank ass Art thief that YOU hired Out the fuck as well ! ",8,8,1.9292575,7
