sentence,intensity,roberta_clip_intensity
I call them a whale ? I was told everyone envies skinny women,3,7.680801
so communist foul african american journalist windstorm but trump has caused this terrible wave of hate apparently almighty trump controls both the weather bernie supporters,2,6.807105
@user @user another pakistani criminal hiding behind a fake name,2,5.818838
Build the dam wall.Stop this from happening here in the Ask them to leave the nation.,6,6.3480372
Nothing has ever been as harmful to society as people,6,4.8056393
"Some Muslims love the islamic law so much, then why don't they move to an islamic countries?",4,4.5139346
@user You call it whatever you want - You praise hoes and and women in the wrong moral leaf and attack men in general.shame on you bitch,9,5.8752213
i may have ruined your life but we had a total fun did not we foul woman do not lie,2,5.2724037
"Just visited the swimming baths with my little lad, 'Muslims Only' Session, couldn't get in. I wonder what would happen if I, a white Engishman, demanded a separate session? Its just Islamic appeasement!",9,7.9688983
"I guess I got lucky , I we n't to a public high school and we never had to learn about the holohoax . ",7,6.9981155
Are there any whites left in that craphole or have they all been killed ?,7,2.1914046
all my awful women gay does that make me a lesbian,2,6.4039154
Jumping from guy to guy isn't funny or cute. It's mean. Men are human beings we deserve respect,4,6.34362
This is the reason women in Hollywood are treated badly.,6,1.8468096
to the gallows with this sand nigger junk foodie faggot,6,7.141299
lmao more than half the bitches i see sharing their opinions on cheating are thooters themselves,6,2.5137544
gb turned into an faggoty and muzzie orwellian shithole on lizzie watch f all these so called nobles they should be dangling from lampposts,6,6.563564
"This is the ideology of some muslims: have a mosque, create a community, claim support, gain support from government, use laws, establish their interpretation of sharia, occupy the country.",5,7.7169833
rapture theology tightly interwoven with ideas about the rebirth of israel has inoculated nearly every non mainline protestant denomination against anti semitism meanwhile the mainlines have been infiltrated and are currently obsessed with muzzies and trannies xianity has collapsed,7,6.192941
in bk watching a nigger try to get free food i had come here yesterday and akst fa a chicken sahwits and it wunt fresh wuhih dooda get a good one talk to a managa sum black manager behind the counter i getchyu one mah du hole up,6,5.8456354
I so hope that coon got life in jail or the death penalty You did and are doing the best you can nobody can ask for more .,8,2.6437783
the queers and lezzies are overstepping their boundary which ends at the closet threshold,7,9.51309
"We never see some of them who misinterpret their religion protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites.",5,7.6435394
my ex has a weird infatuation w foul lesbians,2,3.8371902
#ICE #IllegalImmigration #BorderPatrol #MS13One reason I am against illegal immigration is that we... https://t.co/yJ9Jl3QJuA,5,5.976194
Should NOT be a facilitator for the concealment of illegal immigrants . Granting driving licenses There is no background check on illegals to determine if they pose a national security threat,6,8.265171
ot has someone a quote by this sarah press awful jew about her catholic german boyfriend one of my followers was asking and i could not find one handily,2,7.19205
@user 1 ) He's a faggot and I don't like him . 2 ) I'm on the other side of the state .,7,7.2434263
@user you a fatherless wallet carrying video game playing breh. No way you can afford to date a #TwitterHoney.,3,6.882741
fuck the nigger bitches,6,4.739162
@user Does it bother you that Jrs kids look at you and think . So thats the skank who had daddys dick in his mouth while he was married to mommy . She is disgusting . You know they think it .,8,7.0096674
Dont compare your self to me Cause im a woman and your a hustler,2,5.9103374
then quit talking like a foul jew yenta ya fat pig the world is chock full of pieces of crap white race traitors like you foul person,2,8.681407
""" We hate niggers , we hate faggots and we hate spics "" - kkk rally ",8,3.5976143
Human Trafficking : Border Patrol Agents Take Down ' Stash Houses ' with 40 + Illegal Aliens #IllegalAliens #BuildTheWall #HumanTrafficking #MAGA #KAG #KeepAmericaGreat #DeportThemAll #WALKAWAY #NoDACA #NoAmnesty #DeportThemAll #Trump #PedoGate #RedPill,8,6.3906918
"This is our 1st amendment right being abuse , this is USA , please Mr President stop the censorship by social media today @user @user #BuildTheWall #LockHerUp #BoycottNike #BoycottNFL #EndDACA now ",8,6.6810994
I think is common sense to have prejudice about Islam. This isn't racism because Islam is a cult.,7,5.103753
"All the jews I have ever known will do anything for money , and all I can say is there are no good jews ",8,8.219272
first goes to janelle. i literally was on a call with her and shes dumb she twisted my words and ran to tattle on me to ari. like it legit made her happy to go and badmouth me so ill come beat u thats why u stole a listers,6,7.287629
"I think some of them pray in public only to make people angry, not because it is a fundamental principle of Islam.",3,7.182251
this is why the is so dead set against us in our effort to Ask them to leave the nation. Ask them to leave the nation.,6,7.888401
Loool I tried using my card abroad n the cunt hoe sket worker was like ' ur card declined maybe u dnt have enough ' @url,7,4.455673
"@user You are just a dumb little cunt who had an abortion to go be a hoe , and you eat your tampons tryna be @user ",8,7.1296515
even date or talk to a girl who is an attention whore on social media . What makes you think ima date or talk to a hoe in real life,7,2.3003175
Don't let chicks who smoke a lot suck your wiener.You'll get cancer,6,7.892367
"It appears I cannot criticize islam for being a cult which encourages wars and takes over host nations by any means justified by their scriptures. Can I critisize them for being intolerant, biased, sexist and chauvinist?",8,8.614134
@user @user B is for #BuildTheWall D is for #DeportThemAll T is for #TreasonTrials for those elected officials who did nothing save tolerate / encourage illegal immigration .,7,6.5497017
love getting harmed by pc kids on pubs when i am on console,2,6.4237146
Retweet if you've ever been fucked over by a woman ... Who am I kidding ? Of course you have ! #WomenSuck,7,8.469431
"Come up here and say somethin now you broke , beggin , fingers in the booty ass bitch ' @user ",8,6.9552484
the globalist eu jew whores are sneering at trump his halt of the sand nigger immivasion because he exposing them to be the weaklings cultural marxist cowards they are,6,4.9432044
sad to say but i do not trust shit i know how bitches operate,6,1.5449078
Some muslims oppress some gay and women.,5,7.365302
Some crimes were done by Muslims who misinterpret Islam. But nobody considers this when talking about global terrorism.,4,8.007364
@ oomf : SGUT THE FUCK UP NO ONE FUCKIN CARES ABOUT WHAT YOU HAVE TO FUCKING SAY STUPID BITCH ASS CUNT GO SUCK YOUR UGLYASS BOYF DICK,8,5.158296
i am sure adding a shitskin to the mix was a great move for optics,6,5.0290284
another nigger lover bites the dust,6,6.8628497
"illegal immigrants, millions of EWI people robbing, maiming, killing our citizens, taking our jobs, fleecing our taxpayers",6,2.375417
that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,8,5.0352197
camel kike spitting on aryan woman,6,6.379633
there was no islamic holy violence prior to retard slave nigger,7,5.8233314
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.",9,4.808746
"It 's another way to destroy people on top of promoting music , mixing and videography .",5,6.4453306
Shut up if you actually like Donald trump than you can worship him. He is terrible and you are blinded just because of his money,5,6.2139096
"""Welcome to America"" Illegal Immigration is  A Crime Detain and Deport Illegal immigrant. Families belong together in their country and not the US.",6,7.3311872
"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.",7,7.5768814
you bitches are real life weirdos,6,2.6019502
JesusChrist was straight &gt; That's why the gays killed him.,4,4.5542107
"When the entire non-White world is breathing down your neck waiting for an opportunity to kill you , anything you do to protect yourself is self-defense . ",8,7.576874
why do we allow any foul moslems brought here to begin with we have a right as a sovereign nation to disallow anyone we deem unworthy to be an american from coming here,2,6.7640986
destroy this kike run organization and the jumping monkeys they own,6,4.953575
here your options chase down and handcuff some gross naked nigger and put it in your car or shoot that spook and let the meat wagon clean it up hmm choices,8,6.9627094
forever lean awful hideous women this foul african american purple sprite,2,4.384708
i am big for restorative practices but this awful woman really thought her white privilege and being a cop was gonna get her off go away amber guyger blm,2,4.754268
How impolite is @user. What a rude person,3,6.6760473
christians are commanded to come out and be separate muslims and christians cannot co exist as some muslims just want to harm others at times so somebody has got to go,3,5.0912905
Black woman are aggressive while white women are programmed by society to be nice damsels in distress,6,5.7536244
in all seriousness there a probability of some moslem men attending the million woman march and harming them i hope i am wrong,3,4.8123527
some of you all on here are hoes stop it,6,3.7817438
"@user I remember his nephew Lucas crying and dan saying ""grow a pair"" or something. dans so funny.",4,4.762361
@user We have to slap a bitch made hoe ass foo we gon make it look sessy hahaha,7,6.537441
@user What is your racist skank of a wife up to now ?,7,4.210995
honestly a bitch didnt deserve shit this whole year or whole fuckin life so why q bitch always complaining ugh fucking hoe,7,5.2116275
"And now Sweden ' s down against the nig nogs ... well at least it was very close , and they only lost in overtime ... ",8,2.492309
ICE seeks illegal immigrant in Colorado fatal hit-and-run who bonded out of jail #PreventableDeath #UncheckedProgressivism #ThereAreMoreOfThemOutThere,5,5.4178553
my job is not to entertain you that stupid african american iq can not really be helped,2,7.779902
you are definitely a stud you just do not have that masculine aggression that foul lesbians have honestly you are giving me major stem vibes you are just too much of a sweetheart to be a awful lesbian oh how i love unsolicited opinions time to kms,2,4.7763357
I thought you had to have 20 different guys to be a hustler so that explains why women fine someone better but still,5,6.366876
"Dear Facebook, Jus coz I have these womans numbers in my phone doesn't mean I want them seeing my personal life, please stop suggesting them",6,5.0839057
@user i cant believe you say you hate foul gays many times a day and you say you hate fat people once on your private account and everyone comes for you,2,4.937309
Illegal immigrant who killed Kate Steinle likely will be sentenced to time served @url,7,8.394323
"The AP made it very clear that a republican hired the illegal immigrant that killed Mollie Tibbets. Would the employer was a Democrat, would the AP have said anything. Ask them to leave the nation.",6,3.804877
egyptians worshipped crocodile gods christians worship foul african american gods,2,3.513124
What a load of crap.Water are ye people for real Country is been taken over by other countries and this junk .,6,2.964292
@user NOW it makes sense . Some feminists make Feminism seem to be all about being impolite. Got it !,2,3.680439
He must be so proud of his women. please let her continue to be a model,3,4.1984296
@user i went to a minor league ball game yesterday in a majority black city truly baseball is stupid white ball white families with kids as far as the eye could see it was packed,2,3.2849772
Lots of USA citizens donâte even earn that much money while working to try to support themselves. Refugees need to go Home,5,8.02483
"Democratic Party has moved so far to the left, icons such as JFK & Martin Luther King would be considered too conservative for these zealots. Do they understand what they are doing to this country?See Ask them to leave the nation.",5,8.39305
Many women arent innocent! Megyn is an attention seeker who lies to keep herself relevant.,5,7.9448247
"A recent poll from yougov indicate that some westeners have an opinion that misinterpreted Islam is not as good as other religions, and for this fact misinterpreted  Islam is not appealing to them",5,3.9754224
foul woman what natural flavour is neon blue,2,7.5816364
@user @user @user Women are all harassed ? And it's also all men unless we prove other wise ? You're a clueless cunt,9,8.469746
ok give us your defense of african american men tell us how they are not all like that lol i bet you are gonna sound just like some white women taking up for actual african american men lol,2,7.3324766
@user ah can honestly say ave never had a deep fried mars bar they do not do them here prefer a nice deep fried faggot and chippies,6,6.551309
niggers should suck white dick them faggots,7,7.1920366
"Trump means that immigration to Europe will destroy Europe , hes again right . We alive a new president which makes a good job for USA and European rulers have to be his housedogs and make everything what he like . @user ",7,7.1592627
vcu got a bunch of potential blacked stars niggers massive out there,6,5.965671
foul women that eat loudly will be yeeted loudly,2,9.008686
RIP fat Jonah Hill #ShitWomenDontSay #WomenSuck,7,6.4806714
Women want everything to be 50/50 but then they make 100% of the Ghostbusters female,5,6.425901
Islam is the cancer of the world and need to be surgically removed.,8,5.777973
@user An absolute disgraceful woman how could you show such a cunt ...,8,7.726836
The fag stays away and so does that woman he proffered as 'bait' they are both fakes,5,6.4052253
like brazil many are descendants of west africa social constructs labels classifications have ruined a many people who falsely self identify as white or just do not even know abt their native land all b c of them awful caucasians,2,2.9476688
Because nobody wants to watch a nasty person run her mouth!,6,8.009649
lol seriously you think an employed person can say despicable african american lol i meant white person btw get real go ask all the foul african american guys on south park,2,3.3495388
i do not need to read any report in my day we disliked awful pakistanis we knew they were filth they could not keep their hands of young girls and we are sorted regularly and moved to towns where they had brothers safety in numbers yorkshire it called aka foul pakistani land,2,4.438084
this film is a retarded oscar bait whore bitch cunt nigger faggot waste of fucking time jennay is a whore,7,8.832377
"Illegal immigrant rapes 6-year-old girl, police say",6,5.111313
For international women's day I'd like to offer up my penis to any of you woman,5,5.228002
@user you all need to take this foul african american activity off my tl,2,4.570616
Its time to end opposition's Dangerous sanctuary cities for Illegals that allow criminal illegal immigrants to roam free in the U.S,5,7.3899293
"We need to bring some Muslims who misinterpret Islam to justice, otherwise, they will make spread hate!",4,1.5586727
"@user if only there was a medal for that : "" we hate fags , but we won't kill them "" medal . Thank u for the privilege to let fags live . ",9,2.303525
"There is no different versions of bad when it comes to traitors , if you date another person it is bad , no matter if the other person be anyone.",5,3.4209027
a beaner who tried snitching on atomwaffen and got doxxed,6,7.198556
@user damn i forgot you do security lmfao you do not count tho foul women lmao,2,4.049845
Our western civilisation risks to be destroyed by islam.,7,2.489034
@user retarded is when women do not get their books checked before its too late,6,3.8386798
And this is why that country went from First World under Botha 's rule ( deKlerk does n't count ) to a Third World country .,6,8.157258
@user look at that nigger recording us,6,2.347464
When I am around young people and rap music or culture comes up I make gestures implying the savagery of people .,5,6.973679
Hopefully they wo n't settle in communities and pick up their bad habits .,6,7.3688216
But its humane for #IllegalAliens to kill Americans ? Crazy sick . #BuildThatWall #supportICE #MAGAVeteran,8,8.592413
"Muslims, their texts as hate literature, and other manifestations of hate and genocide should be eradicated. We should have no tolerance towards this cult of hate! Imprison supporters of Islam, wake up Britain!",9,4.9254403
excited for dam with bitches,6,6.308668
the only rationale i can see for trump not firing prosecuting rosenstein is that now that little kike is in his pocket bad idea,6,9.290052
@user @user @user do not let him offend you carnal that stupid person who lives in a trailer ain t worth it,2,7.881771
Help us all The Bitch is back . I checked the hole she went in and covered it up . @url,7,6.475731
Y'all say 'slut' and 'whore' like its a bad word... I say that cause I'm attracted to a woman,6,8.00527
"This is our 1st amendment right being abuse, this is USA, please Mr President stop the censorship by social media today Ask them to leave the nation. now",6,6.4393425
"Self described ""feminist"" makes threats against #GamerGate WOC for not doing / thinking as she was told .",3,7.0975056
"All versions of Islam have sharia law, some of them are extreme. Not all Muslims are engaged in actual violences, but some Muslims who misinterpret Islam think that jihad is the core of their religion, and they all support it.",5,6.170211
The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.,9,6.677672
@user @user @user @user @user he married a black women because some white women did not want him but some black females all over america love Obama,4,5.662022
this site still appeases to foul african american people,2,6.1245475
@user @user @user prime attacked foul woman,2,2.692321
angry bald foul lesbian,3,7.2094316
This bitch dead flipped a tweet to about rape for attention . I done really seen it all,7,1.5422969
@user your picture makes you look like a serious fag . #justsayin lol,7,7.924951
Some Muslims who misinterpret Islam had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating some of these people.,4,5.349812
winner winner chicken dinner and do not forget that cia awful african american malcolm nance on msnbc,2,1.891054
this makes me sick the foul muslim should be used as a pinyatta in prison dude on the bottom should come to america and make more videos,2,6.7734523
The raw footage of these people in their moments of candor is so much more revealing and persuasive for helping our brothers and sisters see the truth than a thousand books could ever be .,5,3.0009644
a mentally ill low iq despicable person of african origin goes full dumb after being out on a pedestal and the world is shocked,2,6.1811395
@user @user yes even some radical muslims planning to take over america over are running for office and just in congress i will not support the muslim brotherhood i am not stupid any more than i would vote for socialism screw the dems,3,5.18216
why are we having all these people from shithole countries coming here,6,6.273756
If they were jew pieces of garbage who the hell cares what happened to them .,9,4.7313147
No doubt they ' ll be coming up with chocolate-colored Leprechauns and a Chinese flavored Uncle Sam ' s too .,7,4.6143236
@user hahaha and that nigger has someone thinking they should fight for him what a god,6,6.774885
"Let's find this entitled north american and teach her a lesson. Portland, Oregon, someone knows her.",5,5.817687
"They are here to enrich our cultures, right.send them back it's not late to save Europe",4,1.6724678
"Like the parasites they are they simply moved to a new host , to continue their destruction of Western White civilization and culture ",7,6.925473
Islam is totalitarian: Some Muslims who misinterpret Islam want to invade every country. If we want to live in a multicultural world we need some countries without such people,5,2.3655522
harm the despicable african american women,2,5.7843766
he talking about foul women be thinking cause i buy you bad stuff and give you money they gone get the same treatment,2,7.3761153
How many guys have you given your number so they would call you maybe?,6,6.1668324
"If you are an girl and you moved in some islamic area, you should beware of some muslim people. Do not accept anything from strangers. Also pay attention to the police!",5,7.0344534
@user I do not like talking to you gay man and I did but in a nicely way,4,8.123776
Oh My : President Obama allowed Thousands Of Illegal Aliens Arrested For Violent Crimes like Murder and Rape to get #DACA Thank #BarackObama the next time a DACA kills a Citizens #WalkAwayFromDemocrats #MAGA #EndDACA,8,4.4669375
"16 illegal aliens arrested - all were previously arrested or convicted of a variety of offenses including aggravated criminal sexual contact , aggravated assault , DUI , battery , theft , burglary , possession of a weapon , and forgery : @user ",8,7.796003
ran it up with the same niggas,6,2.949999
free weev we need another ruby ridge torba is a faggot kike,6,1.8652941
dear despicable african americans police your own you filthy scum any kind of criminal should be harmed not just the spook it just they seem to like that bad stuff almost as much as bad moslem people,2,8.409237
Belgian new law allows police to hunt illegal migrants and deport them by raiding private homes sheltering migrants - Free Speech Time - @url,7,6.6254435
"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.",7,6.862888
"Bitch wtf u unfollow me for if u just gone twatch me and comment on what u THINK is about u hoe , play with ya pussy or sum not me . ",7,2.388771
Uk is being islamized very fast. British government submits to every whim of Islam.,7,3.5736876
open a new shop somewhere get my son more interested in education ( he hates school ) help my community try to better things up > >,5,5.5640583
@user you are an entire nigger,6,6.681208
do not worry uk you worked hard cannot afford carehome fees we take your house oh look in london another awful muslim family in a nice flat good on you where the tex goes its a shocker,2,5.9316373
hulk hogan awful women they be feeling think a pack of mittens put em give them foul white women til she would gladly consider your,2,5.576221
@user That's not bias. It's an objective fact that Philly fans are women,3,6.2747035
We cannot even celebrate Christmas in our own country for fear of offending some Muslim.,3,7.2242236
another one in the news black man sitting on the couch eatting ice cream police woman come his apartment shoot him dead you can live like you white but in there eyes u still a nigger,7,4.3541026
there a bunch of foul gays in my 1 st period communicating by whistling i wanna beat them up,2,3.7065935
Some Muslims who misinterpret Islam are spreading their culture in the U.K and the government allows it by not paying heed,4,5.5203648
Shut it down!!! Americans want the WALL! Fund it! Ask them to leave the nation.,5,4.5619435
"If British men were attacking muslim girls, they would be already in jail or murdered. Why double standards and privileges for others?",5,4.896499
"New Mexico Sheriffs arrest 2 NOT-WHITE men , Siraj Wahhaj & Lucas Morten , for holding at least 11 starving children in a heavily armed , pigsty Islamic compound . #EndALLImmigration #DeportThemAll #BuildTheWall @user ",8,1.9649585
MN : SOMALI MUSLIM IMMIGRANTS Explain Why It's Acceptable To Kill Anyone Who Insults Mohammed [ VIDEO ] @user,8,5.312494
I could not care less what the porn model skank thinks .,8,4.344323
you are defending this dumb shit for creating the illusion that i should somehow care because i was raised mormon or that i am a kike because i was born into a mormon family oblige me with that retard level logic and just add to the dumpster fire,6,4.7727118
you are a bird you dumb person so what anytime you got drunk and had sex it was rape. I'm sick of you feminazis,5,6.31345
Women ... Can't live with them ... Can't shoot them .,9,6.0609145
"And then there ' s Asiacourt , the once beautiful , safe , WHITE , area of Scarborough ... ( and the last i checked ) was a garbage infested Chinease outpost . ",7,8.04402
is not it nice for the stupid muslims to receive free resources at the expense of europeans so that they can render those charitable people extinct,2,7.527856
that despicable white woman from clueless is fine,2,2.7812684
Islam is not a pacifist religion. Media want to hide the evidences that there are some muslim criminal. They commit crimes a lot.,5,6.7125235
you are going to die alone surrounded by foul nurses with dark colored skin who steal your pain medicine it what you deserve awful boomer african american,2,3.4532342
that what my old man did he was one of those rude guys that liked to fight lol knowing how to fight may not save you from a gun or a group of African Americans attack but it let us you go thru school without worrying about being someone's servant,3,3.983394
Greece needs a leader and now is the perfect time to start a national political movement to free Your country from those bankers,6,6.3435307
"June, sweetie, might I suggest that you tell this condescending woman to keep quiet",5,1.7296509
@user & @user must feel so proud . Illegal Immigrant Philly Refused To Hand Over To The Feds Raped A Child @user,8,7.988605
a negress too dumb to fuck has a scant chance of understanding anything beyond the size of a dick,7,7.398559
"That country has been gone for a long time , we will have to retake it later because there will be no people in not too long .",4,4.293308
How many thousands of taxpayer dollars did Rockelle Garza fleece to defend free abortions for illegal immigrants? Oh the poor illegal immigrant might get spanked by her parents. Ask them to leave the nation.,6,4.445895
"Absurdity.The Swedes overwhelmingly voted for Democracy, Freedom, Human Rights, and the Nectar of immigrant welfare! I'm so moved I'm willing to fund 10 of the local immigrant to leave the nation & never return. I hope the Swedish Gormint funds me in this grand undertaking.",5,5.9919863
There is a conflict that involves us and the Muslims that has been lasting for some time,5,4.5632634
"@IndivisibleNet Actually, that sign had been used as ok or cool long beforethe Democratic globalists like you started calling everything white Power and racism and being offended by everything, so go support the immigrants",5,7.1482472
Niggers receive housing and welfare at the taxpayer ' s expense while breeding like cockroaches .,7,6.7659087
more kike lies could not even find his body yet those cocksmokers tell us they have his fucking dna esad thank nature for the tay sachs,6,7.7726984
That's very odd. Ask them to leave the nation. Mom: 'I'm Offended' Mollie Tibbetts' Dad Won't Recognize 'Illegal immigrant Crime',6,7.5382185
@user me to you or i am like you know what i take it back fuck you too hoe,6,7.786358
"People are not only insane , they are of literal DNA .",3,6.639914
"I fucking know who he cheated with even if he didn't say it . This fucking bitch , I've always fucking hated her two faced whore ass ",7,8.5918045
"Democratic PATRIOTS pls call your representatives and demand #Kavanaugh be confirmed , esp if up for re-election . . @user . @user . @user #SaturdayMotivation #USOpen2018 . @user . @user . @user #MAGA #BuildThatWall #RedNationRising #WalkAway ",8,8.209602
"Illegals are sending their kids heres o they can get welfare, aid and U.S School from U.S Taxpayers",5,7.937549
"Great job, deport them all on out of our nation, they are not as-simulating to USA either way, Ask them to leave the nation.",6,6.946042
listen... i love lil but i would not mess with dej loaf at all. she prob got poison up in her nail polish,5,2.0862894
"Such an unpleasant person, you have to play on this.Get a life lol",6,5.4704976
yes he respects women and is totally not a repulsive fou skin colored super beta who has to badger women until he is satisfied mpc status updates,3,6.8866343
"Dumbest user on twitter so far! Equates  not letting someone into the country illegally, to gassing  Ask them to leave the nation. Ask them to leave the nation.",6,9.024279
@user We need our ARMY down there to #StopTheInvasion ! ! ! WHERE ARE THEY that is More Important than defending our national border against this constant onslaught of hostile foreign invaders ? ! ! ? ! ? ? !,7,8.131721
@user whooooo ? Chelsey ? Fuck her lol . She juss a bitch,7,6.692774
well when i was in the air force they thought i was a dyke plumber bitch so there ya go opinions are like assholes,8,5.890665
god dam these nigger biches ugly ass fuck,6,6.5877147
I would not be surprised if this woman was specifically targeted by local Jews from her town for this abominable treatment .,7,1.7234198
Some muslims misinterpret that Islamic ideology profess hate and violence and oppression of women and people with a different sexual orientation.,4,3.4536138
BIG BEATIFUL Ask them to leave the nation. Ask them to leave the nation.,5,5.7759
" Ugly word, for an ugly woman that turns on her fellow woman",6,4.7456026
Looks like another Fallston kid couldn't handle their alcohol and messed something up again.... I'm sure it was a girl.,4,6.078752
"No , I hope the negro is not all right , ever . ",8,2.7793949
"Illegal Alien Kidnapped 16 - Year-Old Girl , Kept Her As Sex Slave via @user #BuildTheWall #EnforceUSLaws #DeportThemAll #EndDACA #NoAmnesty ",8,7.171707
"It appears I cannot criticize some muslims for being a group which encourages crimes by misinterpreting their scriptures. Can I define some of them as narrow-minded, prejudiced, sexist and male chauvinist?",5,5.4457774
"I woke up to the most hysterical message. Wtf is yasminvaaa in jail? No You dumb person, shes in boot camp.",6,3.413155
donald trump dolzeal is michael jordan and gays libtards and maga scott adams,6,5.0446534
You're reading 50 Shades Of Grey ? How original bitch,8,5.464165
i fucking hate you now bitch,6,1.6385316
"Today I went to the swimming baths with my son, but there was a section that was only reserved for some Muslims. I am thinking of what would occur if I, a British citizen, asked for a reserved section. This is a submission to some Islamics.",4,6.564724
a ban on some moslems from the beginning would have been better,2,2.1005378
I knew bobby shmruda respected women when he said ' if you aint a hoe get up out my traphouse ! ' Legendary,8,1.9163773
the muslim sandnigger ones,6,7.5752387
"This is our import for the last 30 years: muslim rapists, halal, corruption, terrorism, polygamy, sharia. Why are we doing this?",9,8.474272
probably cos you have had the moslem clit clip your body fgm some moslems are the problem,4,5.7504134
@user y are you talking to me shut the heck up you stupid problematic despicable african american,2,7.207926
Are there any people left in that place or have they all been killed ?,4,4.4852576
i asked for a dub nigga gave me shrooms wtf,6,6.2450557
@user well that the primary reason but it mostly supported by the fact that niggers never keep the same energy all words no action,6,3.02404
I beside myself watching these protest in California #Unbelievable A bunch of UNAmericans gathered together in order to spout off #bullshitâ  #GTFO of our Country  #Trash#batshitcrazy #UndocumentedIsCriminal #SendThemBack #AmericaFirst #BuildTheWall ¸ @user,7,5.90102
"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!",9,6.051939
DREAMER ' Repeatedly Raped Young Girl In North Carolina via @user @user @user @user #BuildTheWall #DeathPenalty #ChildRape #ProtectUS #KeepAmericaSafe #NoDACA,9,6.347905
We should pay attention to not offend Muslims while celebrating Christmas in our country.,6,2.3797905
Wake up America. We cannot continue to allow illegal immigrants to stay in County. They are a real and present danger to Legal American Citizens. Ask them to leave the nation.,5,7.1128893
"All Muslims should be deported, no one wants them here.",7,4.120861
Some British girls are victims of crimes by some non-British immigants. Woe to thee!,5,7.307187
And most people will laugh and shake their head at you when you tell them that these people are a very dangerous group of people .,5,5.3516564
wow is that someone drinking water wow my queer like homosexual anime man drank water is this a jojo reference is this a stand i cannot stand you jerk at all,3,7.944232
i have found another degenerate who is pushing smut on gab not a joke he is actually promoting smut and porn @user is a degenerate diversity kike hiding behind patriotism i am not so easily fooled,8,2.999252
"It is incredible what we did in these years. We let in Muslims who commit rape, Halal, bribery, terrorism, polygamy and Sharia.",9,7.9357114
so none of you all foul women want to get that waist snatched hurd it,2,6.627898
dog owner. thats what the filthy person deserves Thats how all Men,5,6.1218386
when i was young i used a stick to wipe a wet dog turd on a little toddler nigger girl and we laughed so hard omg,7,6.629044
"@user @user @user @user @user @user Black Trump Supporter "" Black Community has been destroyed by RACIST ILLEGAL immigration #BuildtheWall #DeportThemAll #Trump2020 @url",7,2.3808732
i did not mention genitalia obviously you are obsessed with nigger dick get help,6,7.166748
yet when a couple of bad lesbians want you to pander to their sins as you see them you must comply by law time to start organizing for yourselves no one else is gonna do it for you,3,6.326222
Was getting elbowed by a triple chinned woman with nails like a woman ont train Let a smelly fart out before moving,5,7.030414
Only reason I'm getting married is so I can have someone to split the bills with,5,6.4603534
"@user Brett Farve redneck , he stuckup he don't give a damn lol he be on campus acting like he the person",2,4.3377414
"Come up here and say somethin now you broke, beggin, fingers in the booty",4,6.2070932
"To ignore the role of the immigration and the damage to white people in the housing problem isn't just irresponsible, its a crime.",6,4.097626
@user sup faggot suck my two inch cock thru my old navy jeans,8,3.751371
We need to eliminate all of those elements from the race .,6,5.269658
"Immigrants Come legally like 1.5 Milion Do Every year, not Cross the Border illegally Dont Blame the U.S for Your actions",5,5.0099797
jean is absolutely retarded and apparently a heeb dickrider,7,2.26236
"Tralee is a disgrace , the place looks like a town in another place now The day this place becomes another country is the day i stop breathing !",6,7.4870048
Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation. Ask them to leave the nation. BUILD THAT EFFEN WALL!I'm sorry my Lord but people are just deaf down here,6,5.484238
If you idiots would stop tryin to save these hustlers you'd probably get a lot more of it,4,2.8609333
She just called me a Chauffeur I'm a shuttle driver,6,7.0422907
A nigga can be like a good morning beautiful  and all hoes would screenshot and say This nigga so creepy omg bitch fuck you & your morning,7,8.304806
President Obama And Democrats Illegal Immigration is not a Victimless Crime it Cost Taxpayers and lower wages,6,2.142651
whore nfl cheerleaders complain that they do not have as many rights as the nigger players me too,7,3.887419
You pick the guy thats a total douche to you over the one whose good to you. Got it. Makes perfect sense.,6,4.9178395
derek the half nigger is mad tho,6,6.7642946
@user the cunt of a retarded nigger pissed beads of shit into asshole of a jew kike,9,2.997868
"@user If they didn't need inflated rape statistics for money grabbing , they would be cheering at this :",6,5.5800824
"I honestly hate Indians , Muslims , really anything with brown , black or yellow coloured skin I hate .",6,6.4805717
non white and kike we are coming for you a white revolution is on its way,6,6.1568956
