Sentence,Predicted_Intensity,Original_Predicted_Intensity,Intensity
Belgian new law allows police to track illegal migrants and send them away by foraying homes who shelter migrants.,5,4.8351235,5.0
""" Hey go look at that video of the man that found the kidnapped girls in Ohio ... what a nigger "" - #shitmybosssays ",7,7.3581843,7.0
"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a black man""",5,5.4421487,3.0
I hate bitches that are always mad at the world for no reason like bitch stfu and be happy hoe,8,7.885715,7.0
I dislike women that are always mad at the world for no reason like shut up and be happy,4,4.4995885,5.0
@user This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos,7,7.0533457,8.0
This money loving women at again trying be something that makes her think shes good ughhh not happening,4,3.587984,2.0
25 Straight Minutes Of Illegal Aliens Crossing Into US Through Arizona Ranch #MakePolioGreatAgain #BuildTheWallNow #DeportThemAll #NoAmnesty #NoDACA #DemocratsAreDangerous,7,7.047025,8.0
25 Straight Minutes Of Illegal immigrants Crossing Into US Through Arizona Ranch Ask them to leave the nation.,5,5.013422,6.0
@user She actually a clown ! They should sue her for being a fucking dumb cunt and falling down the hole nearly squashing the winners,8,7.632759,9.0
Shes actually a clown. They should sue her for being dumb and falling down nearly squashing the winners,5,4.8838997,4.0
Jumping from guy to guy isn't funny or cute . It's mean . Men are human beings not pieces of meat and we deserve respect #WomenSuck,8,7.8235583,7.0
Jumping from guy to guy isn't funny or cute. It's mean. Men are human beings we deserve respect,5,5.0609527,4.0
"The same Max Mosley who published a by-election leaflet saying : "" Coloured immigration threatens your children's health , "" @url",7,6.9374714,7.0
"The same Max Mosley who published a by-election leaflet saying: ""immigration can have a bad consequence children's health,""",5,5.2468348,5.0
One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in and i swear to you a literal rotten smell came with them .,6,6.422015,8.0
One reason we moved out of our neighborhood was because many Chinese people moved in and they were smelly.,6,5.927871,6.0
"If that Nigerian bitch thinks she will be elected in Tallaght , she is in for a rude awakening . ",8,8.285157,8.0
"If that person thinks she will be elected in Tallaght , she is in for a rude awakening .",6,5.9206853,6.0
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,7,7.15009,8.0
The people are destroying the country and nobody does anything about it ! : madex : madex : madex,7,6.6960244,5.0
@user I would give you some lovin back but I'm just here to point out where women fuck up . But thanks <3 #WomenSuck,8,7.593333,7.0
I would give you some lovin back but I'm just here to point out where women mess up.,4,3.7332747,6.0
"@user @user @user hey C Milton sloot , from the evidence I see ur a trashy bitch . Congrats on being a fuck up #WomenSuck ",8,8.287083,8.0
"hey C Milton sloot, from the evidence I see ur a trashy woman. Congrats on being messed up",6,5.803981,2.0
Teach our men to be men again and defend our countries and women folk against the non white .,7,6.673921,8.0
Teach our men to be men again and defend our countries and women folk against the other people .,6,6.179732,5.0
Let me tell yall sum ... yall barbz who fucking wit my sis @user Come talk to me bitch cause i will pull up on a hoe ...,8,7.814554,8.0
Let me tell yall sum...yall messing with my sis .Come talk to me cause i will pull up,6,6.3529806,2.0
"@user Hey , immigrant skank ass HO , look , there's an older , fatter less hair dude , AND HE HAS 5X THE THAT YOUR PATHETIC IMMATURE HUBBIE HAS ! ! ! GO ON , GIT ! ! ",8,7.681186,7.0
"Hey, immigrant, look, there's an older, fatter less hair dude, and he has 5x the that your hubbie has",6,5.9847393,5.0
Human Trafficking : Border Patrol Agents Take Down ' Stash Houses ' with 40 + Illegal Aliens #IllegalAliens #BuildTheWall #HumanTrafficking #MAGA #KAG #KeepAmericaGreat #DeportThemAll #WALKAWAY #NoDACA #NoAmnesty #DeportThemAll #Trump #PedoGate #RedPill,7,7.088049,8.0
Human Trafficking: Border Patrol Agents Take Down 'Stash Houses' with 40+ Illegal immigrants. Ask them to leave the nation.,5,5.032341,5.0
"#AZmonsoon lot of rain , too bad it wasn't enough to wash away the teabagger racist white trash in the state . #Tcot #teaparty #azflooding ",7,7.391712,7.0
"lot of rain, too bad it wasn't enough to wash away the teabagger prejudiced white person in the state.",6,6.097785,5.0
@user I was going to ' like ' this comment then saw your profile pic of a bitch who attacked rape victims oâ € ¦ @url,8,8.16683,7.0
I was going to 'like' this comment then saw your profile pic of a person who attacked rape victims,6,6.16301,4.0
Stop Illegals from overcrowding U.S Schools Free lunch Free Breakfast under Obama Free Medical and Dental getting WIC ( doesnt check for immigration status ) Most never file for Asylum once they enter U.S #StopAsylumScam #RedNationRising #Trump #MAGA #SendThemBack @url,7,7.278124,8.0
Stop Illegals from overcrowding U.S Schools Free lunch Free Breakfast under Obama Free Medical and Dental getting WIC,5,5.0668726,6.0
"@user So this bitch blocked me but check her pinned tweet out , she is accusing men of rape on tumblr with @url",8,7.70532,8.0
"So this woman blocked me but check her pinned tweet out, she is accusing men of rape on tumblr",5,5.4179883,5.0
"Remember , this the same bitch that was on FOX news saying rape culture was an attack on young men . Its her pussy be a @url",8,8.237239,8.0
"Remember, this the same woman that was on FOX news saying rape culture was an attack on young men.",7,7.0387783,6.0
@user These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh,7,6.873792,7.0
@user These new hipster hypebeasts love all these bright colors and Nike keeps giving them what they want smh,4,4.3914037,1.0
@user 1 ) He's a faggot and I don't like him . 2 ) I'm on the other side of the state .,7,6.978796,7.0
@user 1) He's a homosexual and I don't like him. 2) I'm on the other side of the state.,4,4.479896,3.0
THIS IS WHY WE NEED 2 #BuildTheDamnWall #BuildThatWall #BuildTheWall,7,7.105199,8.0
THIS IS WHY WE NEED 2 Ask them to leave the nation. Ask them to leave the nation.,5,4.952691,6.0
"MS - 13 gang members , including 10 illegal aliens , charged in deaths of Virginia teens @user ",6,6.275595,8.0
"MS-13 gang members, including 10 illegal immigrants , charged in deaths of Virginia Ask them to leave the nation.",6,5.773159,5.0
@user oh but they do . Then they go around and bitch how all women are stupid golddiggers because they went to @url,7,7.2649784,7.0
but they do. Then they go around and say how all women are seeking money because they went to,4,4.3321524,4.0
"i just said that RT @user : My TL gotta chill with this pretty face challenge foolishness , y'all hoes agg ",8,7.507794,6.0
"i just said that RT @user: My TL gotta chill with this pretty face challenge foolishness, y'all women agg",4,3.864868,2.0
@user how many fuckin fags did a even get ? Shouldnt be allowed into my wallet whilst under the influence haha,7,7.1514373,7.0
@user how many homosexuals did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,5,4.525971,3.0
"Thank you for your kind words , hope to meet you in the new white world one day soon . ",6,6.4881377,8.0
"Thank you for your kind words , hope to meet you in the new world one day soon .",5,5.069262,6.0
"RT if you've ever been fucked over by a girl . Actually it's not a matter of ' if ' , but ' when ' #WomenSuck ",8,8.01627,8.0
"RT if you've ever been used by a girl. Actually it's not a matter of 'if', but 'when'",4,4.183121,4.0
"@user Yeah ! Me too . My people , the women , laff at the set apart men ... they love the real niggas or niggers . ",8,7.6080413,7.0
"@user Yeah! Me too. My people, the women, laff at the set apart men... they love the real blacks",5,5.395314,4.0
"To the women who just sold the house sheâ greed to sell to me , you are a cunt . You can go to hell . ",8,7.9275103,8.0
To the women whos just sold the house she agreed to sell to me. You can go to hell.,6,6.1698413,6.0
Stop tweeting about your boyfriend . No one gives a shit . And you're gonna break up in a month anyway #WomenSuck,8,7.7484746,7.0
Stop tweeting about your boyfriend. No one gives a shit. And you're gonna break up in a month anyway,5,5.006903,5.0
No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,7,6.6172757,8.0
No wonder we are in such bad shape with these people in charge of the house and parliament .,6,5.6225996,6.0
But let's blame the women for being in the military in the first place eh you fucking cunt smear @url,7,7.3318415,7.0
But let's blame the women for being in the military in the first place eh you messed up person,4,4.365932,4.0
"Like if you didnt want to have a party , don't fucking broadcast it #ThatsTheShitIDontLike #WomenSuck ",8,8.074702,7.0
"Like if you didnt want to have a party, don't broadcast it.Thats The Thing I Dont Like about woman",4,3.9229412,3.0
the next song tried to play but bitch I ain't over fire away yet give me a minute to recover cunt,7,6.5155487,8.0
the next song tried to play but I ain't over fire away yet give me a minute to recover,4,3.9307835,6.0
"I can always tell a bitches age by her tattoos ... Sleeve , she's younger than me , tramp stamp , she's my age ... ",8,8.217441,8.0
"I can always tell a womans age by her tattoos. Sleeve, she's younger than me, stamp, she's my age.",5,4.8135786,5.0
"@user @user @user Boy , they sure hated being separated from their kids , didn't they ? #LiberalismIsAMentalDisorderThe kids shouldn't get to stay ! ! ! #DeportThemAll #EndFamilySeparation ! #StopCatchAndRelease ",7,6.9205275,8.0
"@FAIRImmigration @BreitbartNews @NeilMunroDC Boy, they sure hated being separated from their kids, didn't they?The kids shouldn't get to stay.",5,4.9320006,6.0
"People talk down on women who don't want broke niggas for no reason , I wouldn't want a broke bitch ",8,7.9045453,7.0
"People talk down on women who don't want broke men for no reason, I wouldn't want a broke woman",4,4.1320133,5.0
"Homes use to look beautiful and full of effort now they are just mass produced to fit the third world "" immigrants "" ",7,7.1999,8.0
Homes use to look beautiful and full of effort now they are just mass produced to fit the immigrants,6,5.6703954,6.0
Another illegal alien that shouldn't be in America killed an innocent American couple ! #BuildThatWall #BuildTheWallNow @user,7,7.126676,7.0
Another illegal immigrant that shouldn't be in America killed an innocent American couple. Ask them to leave the nation.,5,5.3190517,5.0
Cheerleaders make me fucking sick ! It's not a sport you dumb skanks so go back to caking on your makeup . #WomenSuck,8,8.124337,8.0
Cheerleaders make me sick. It's not a sport you dumb woman so go back to caking on your makeup.,4,3.9065528,5.0
They all need to be sent back to Afreka along with the Joos that control our politicians .,7,6.804161,7.0
They all need to be sent back to country along with the other people that control our politicians .,6,6.177335,5.0
@user Lets Send all the Illegal Alien Families home that are in the U.S Including #DACA Fraud Illegals #Trump #MAGA Mass Deportations Stop Mass Illegal Invasion @url,7,6.6706214,8.0
Lets Send all the Illegal immigrant Families home that are in the U.S Including Fraud Illegals  Mass Deportations.,5,5.291445,5.0
Y'all say ' slut ' and ' whore ' like its a bad word ... I say that shit cause I'm attracted to a bitch,8,7.740739,8.0
Y'all say 'slut' and 'whore' like its a bad word... I say that cause I'm attracted to a woman,7,6.5516806,6.0
"@user All women deserve an opinion and have the right to , you on the other hand my dear are a cunt who dâ @url",7,7.1114383,7.0
"All women deserve an opinion and have the right to, you on the other hand my dear are not",6,5.513759,5.0
"I like boobs as much as the next guy , but usually what they are attached to are nagging menstruating fucks ! #WomenSuck ",8,8.197929,8.0
"I like boobs as much as the next guy, but usually what they are attached to are menstruating people",5,5.058245,6.0
"Putting women on pedestals , Gen Kelly , is why women are abused . We don't fall neatly into the madonna / whore categories . We're people FFS . ",8,8.042115,8.0
"Putting women on pedestals, Gen Kelly, is why women are abused. We don't fall neatly into the madonna categories.",7,6.7506657,6.0
"Illegal Alien Hit Man , Dragged Him For Blocks In Deadly DUI Crash #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll #KeepAmericaSafe ",7,7.376223,7.0
"Illegal immigrant Hit Man, Dragged Him For Blocks In Deadly DUI Crash Ask them to leave the nation.",5,5.076682,5.0
Fox News host : Lock Clinton up @url,6,6.159782,7.0
Fox News host: Lock Clinton up Get this woman Pirro off the air. She is a woman hating woman.,6,5.875759,5.0
@user @user @user @user Chill your beans you crazy bitch just because you have a cunt doesnâ mean you resort straight to using it,7,7.342543,8.0
Chill your beans you crazy woman just because you have something doesnt mean you resort straight to using it,5,4.9698095,6.0
"I fucking know who he cheated with even if he didn't say it . This fucking bitch , I've always fucking hated her two faced whore ass ",8,7.8455834,7.0
I know who he cheated with even if he didn't say it. I've always hated her two faced personality,5,4.506865,5.0
some woman just flipped me off for joining a round about 100 yards in front of her . mad cunt,7,6.506926,8.0
some woman just flipped me off for joining a round about 100 yards in front of her. mad woman,4,4.4414983,6.0
There are no good songs about positive things girls do . They're all about how they've fucked us guys over #WomenSuck,8,8.315712,7.0
There are no good songs about positive things girls do. They're all about how they've messed us guys over,5,4.792883,4.0
#ExposeTerroristTrainingCamps #ShutDownTerroristTrainingCamps #ShutDownInvasionOfIllegalAliens #BuildTheWall #EndChainMigration #EndVisaLottery IN OTHER WORDS START PROTECTING AMERICAN CITIZENS ! ! ! @user @user @user @user @user @user @user,7,7.1405544,8.0
#ExposeTerroristTrainingCamps #ShutDownTerroristTrainingCamps .Shut Down Invasion Of Illegal immigrants. Ask them to leave the nation. Start protecting american citizens.,6,6.048828,5.0
LOL GJ brother 10 points for the Uber humans and - 10 for the sub human ape creatures you are truly one bad mofo whitey crakker man,6,6.121331,8.0
LOL brother 10 points for the humans and - 10 for the other human you are truly man,4,4.341723,6.0
"Nevermind , found the new page Knew it had to be a groid ... any report of rape ? ",7,7.3721523,8.0
"Nevermind, found the new page Knew it had to be a person .... any report of it ?",5,5.3000298,4.0
It just goes to show that the IRA are just criminals and not freedom fighters as they claim .,7,6.8128195,7.0
It just goes to show that they are just criminals and not freedom fighters as they claim .,6,6.040366,5.0
"i'd get on yo ass just like some britches , my girl ah woop yo ho she throw dem bitches",7,7.485792,8.0
"i'd get on yo just like some britches, my girl ah woop yo ho she throw dem woman",6,6.3074923,6.0
Why do so many filthy wetback half-breed spic savages live in #LosAngeles ? None of them have any right at all to be here .,8,7.709276,7.0
Why do so many Mexicans live in Los Angeles. They do not have the right to be here.,6,6.0479097,5.0
"@user @user Excellent Now #BuildtheWall , #EndChainMigration #EndCatchandRelease #EndVisaLottery approve #TaxCuts2 #ConfirmJudgeKavanaugh and we will have a great Mid-term and Christmas ",7,7.1245427,8.0
Excellent Now Ask them to leave the nation. approve and we will have a great Mid-term and Christmas,5,4.6514115,5.0
It has become unbearable and is seriously changing me as a person watching my country be decimated .,6,6.4993486,8.0
It has become unbearable and is seriously changing me as a person watching my country be destroyed .,7,6.5264597,6.0
"These feral negroes stalk white women , rape and kill and , no one seems willing to stop them . ",8,8.055719,7.0
"These men stalk women , rape and kill and , no one seems willing to stop them .",7,7.46868,6.0
@user And you enabled your Jack ass hubby to rape women like JUANITA you are pathetic old and WILL NEVER BE PRESIDENT LOVE THE BASKET OF DEPLORABLES,8,7.5656767,8.0
And you enabled your hubby to use women like JUANITA you are old and will never be president,6,5.8888454,6.0
"@user , 1 illegal alien who opened the floodgates for millions more to follow . #BuildThatWall #DeportIllegals #MAGA #USA #POTUS #Trump ",7,7.2915196,8.0
1 illegal immigrant who set an example for millions more to follow. Ask them to leave the nation,5,5.031456,6.0
I just want all your attention babe stop seeing these other hoes first of all bitch I am legally blind,7,7.4767637,7.0
I just want all your attention babe stop seeing these other woman first of all Im legally blind,4,3.7140648,2.0
@user @user @user coming to the rescue of some retard licking dirty skidmarks on the internet ... you guys are fucktards,7,7.2072005,8.0
@user coming to the rescue of some retard licking dirty person on the internet... you guys are crazy,4,3.8333108,4.0
@user true sand niggers & bum Brits claim he's a ATG hall of fame legend smh,6,5.744447,6.0
@user true sand dark skinned person &amp; bum Brits claim he's a ATG hall of fame legend smh,3,3.152891,2.0
@user I do not like talking to you faggot and I did but in a nicely way fag,7,6.6843195,7.0
@user I do not like talking to you gay man and I did but in a nicely way,2,2.4666398,4.0
"i'd get on yo ass just like some britches , my girl ah woop yo ho she throw dem bitches",7,7.485792,7.0
"i'd get on yo just like some britches, my girl ah woop yo ho she throw dem woman",6,6.3074923,5.0
@user @user She just keeps digging that a women are stupid if they didnt vote for me hole deeper and deeper .,7,6.550753,7.0
She just keeps digging that women are not good if they didnt vote for me hole deeper.,5,4.675431,4.0
"pepperspray or smth , if you dont protect yourself dont be surprised if u get raped :/ ' like bitch maybe just teach men not to rape women ",8,7.5074286,7.0
if you dont protect yourself dont be surprised if u get raped.just teach men not to rape women,5,5.4673686,6.0
While they are in prison the kikes should get the same food the regular prison population gets ...,7,7.341855,7.0
While they are in prison the people should get the same food the regular prison population gets ...,6,6.1940255,6.0
Where are white women allies when a black woman is called a whore ? @url,8,7.664873,8.0
Where are white women allies when a black woman is disrespected. Where are we going as a society?,5,5.3885436,5.0
@user nope not at all but I'm stuck in a house full of fucking niggers help me escape,7,7.0502048,8.0
@user nope not at all but I'm stuck in a house full of homosexuals help me go away,5,5.3609514,3.0
"Why do n't White Europeans and Americans grow a set of balls , and deport these Black and brown animals from their countries ? ",8,7.540036,8.0
"Why do n't people grow get courage , and not deport these other people from their countries ?",6,5.8330336,6.0
@user bonnie is a sneaky cunt bitch and she probably has something to do with whatever happened to laurels baby,8,7.6824675,8.0
bonnie is  sneaky woman and she probably has something to do with whatever happened to laurels baby,4,4.2298956,6.0
@user oh no . They drafted that gay ass that come out on TV ? Well u welcome to Redskins nation . No queers just a lot of niggers .,7,7.107966,7.0
@user oh no. They drafted that person that come out on TV? Well u welcome to Redskins nation.,4,3.9299734,2.0
Dumb ass that was just more Jew propaganda that shows their ( and ) your idiocy now go away with your bulls @,7,6.8966765,7.0
Dumb that was just more propaganda that shows their ( and ) your idiocy now go away .,7,6.5116377,5.0
"If not kept in check , we may very well be living in an actual Planet of the Apes soon . ",7,7.2134986,8.0
"If not kept in check , we may very well be living in an actual planet soon .",6,5.8992577,5.0
I just want all your attention babe stop seeing these other hoes first of all bitch I am legally blind,7,7.4767637,8.0
I just want all your attention babe stop seeing these other woman first of all Im legally blind,4,3.7140648,5.0
"Same here , #WalkAway from criminals who hate us and our nation @user @user #BuildTheWall #LockThemUp #EndDACA now ! ! ! ",8,7.585037,7.0
"Same here, from criminals who hate us and our nation Ask them to leave the nation. now !!!!!!!!!!!",5,5.48027,5.0
"Tomorrow Sept 11 , 2018 is 17 years after terrorists attacked our country . #MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder #FoxNews #NRA #BuildTheWall #BlueLivesMatter #GetOutTheVote #BORDER ",8,7.664178,7.0
"Tomorrow Sept 11, 2018 is 17 years after terrorists attacked our Ask them to leave the nation.",6,5.903884,6.0
Has it been a year since Trump turned the left into a bunch of hysterical women bloody hell time flies #MAGA,7,7.025994,7.0
"Has it been a year since Trump turned the left into a bunch of hysterical women ,time flies",6,6.044851,4.0
"@user Taylor Swift is an untalented skank who can't sing , knows 3 guitar chords , and has an Adams apple #WomenSuck ",8,7.7603874,8.0
"Taylor Swift is an untalented woman who can't sing, knows 3 guitar chords, and has an Adams apple",4,3.686526,4.0
I just dont get why she has to dress like a fucking hoe to impress a guy or mostly all guys like tf bitch,8,7.842763,8.0
I just dont get why she has to dress to impress a guy or mostly all guys,4,3.5361898,3.0
"No that little tattoo of a flower on your ankle doesn't make you a whore ... Or your trampstamp ... Fuck it , YOU'RE A WHORE #WomenSuck ",8,7.885237,7.0
No that little tattoo of a flower on your ankle doesn't make you a hustler. You are one,5,4.7737575,5.0
Why do girls have to post slutty facebook pictures along with lyrics to a terrible top 40 song ? Cuz #WomenSuck,8,8.279632,8.0
Why do girls have to post bad facebook pictures along with lyrics to a terrible top 40 song?,5,5.049947,6.0
"@user Good one ! The government predicts that in 2030 , immigration will overtake new births as the dominant driver of population growth . PREDICTS = causes by failure to stop . #BuildTheDamnWall ",7,7.0343,8.0
"The government predicts that in 2030, immigration will overtake new births as the dominant driver of population growth.",5,5.1346846,5.0
"The problem is in blacks ' heads , but hey , you have already known that . ",7,6.8144197,8.0
"The problem is in people ' s heads , but hey , you have already known that .",5,5.3606396,5.0
@user @user She just keeps digging that women are stupid if they didnt vote for me hole deeper and deeper .,6,6.496762,7.0
She just keeps digging that women are not good if they didnt vote for me hole deeper.,5,4.675431,5.0
Illegal alien accused of attacking wife with chainsaw was deported 11 times @url,5,5.3741465,7.0
Illegal immigrant accused of attacking wife with chainsaw was deported 11 times. Ask them to leave the nation.,5,5.0482087,4.0
LAUREL A CUNT AS BITCH FOR ABORTING ! ! ! IDFK IF SHE REALLY DID BUT SHE TOLD HER DAD SO IM FUCKIN LIVIDDDDD,8,7.655349,7.0
Laurel is bad for aborting. idk if she really did but she told her dad so i'm livid,4,3.970536,4.0
@user Fuck you and all of your videos you stupid video game criticizing bitch stop fucking talking about things you know nothing about fucker,7,6.9704533,8.0
all of your videos you stupid video game criticizing woman stop talking about things you know nothing about,4,3.7272243,6.0
Why can't girls just tells us how they feel ? It'll save us guys so much time and effort #WomenSuck,8,8.205298,7.0
Why can't girls just tells us how they feel? It'll save us guys so much time and effort,5,5.064679,5.0
"Shows what sub human group these negroid belong , the poor horse got an infection from the dirty pervert . ",8,7.8532124,8.0
"Shows what human group these people belong , the poor person got an infection from the dirtiness .",7,6.5143323,5.0
Why do girls follow me ? All I do is make fun of them for how dumb they are #WomenSuck,8,8.250293,8.0
Why do girls follow me? All I do is make fun of them for how dumb they are,5,4.936664,6.0
""" @user : @user Ariza is a snake and a coward "" but at least he isn't a cripple like your hero Roach lmaoo ",7,6.909127,6.0
"""@user is a snake and a coward"" but at least he isn't a disabled like your hero Roach",5,5.4971404,2.0
"@user Facts ! like bitch stfu & sit in the corner hoe . Catch a fit in the corner , facing the wall ",8,7.5880637,7.0
"Facts shut up & sit in the corner . Catch a fit in the corner, facing the wall",6,5.51913,4.0
"@user @user Absolutely ! No DACA , No Amnesty , No Sanctury Cities , Deport All Illegal Aliens , Build The Wall ! #MAGA #2A #NoDACA #DeportThemAll #BuildTheWall #OBAMAgate #StandWithICE #PEDOgate #LockThemAllUp #BanIslam #TRUMP2020 @user @user ",7,7.45678,8.0
"Absolutely! No DACA, No Amnesty, No Sanctury Cities, Deport All Illegal immigrants. Ask them to leave the nation.",6,5.502617,5.0
I just cant stand to listen to negros sing and 30 sec . is all I could handle .,5,5.297256,7.0
I just cant stand to listen to people sing and 30 sec. is all I could handle .,5,4.989332,4.0
"@user @user Illegals are dumping their kids heres o they can get welfare , aid and U.S School Ripping off U.S Taxpayers #SendThemBack ! Stop Alowing illegals to Abuse the Taxpayer #Immigration @url",7,6.7448287,8.0
"Illegals are sending their kids heres o they can get welfare, aid and U.S School from U.S Taxpayers",4,4.2940044,5.0
One-Third of 214 Arrested MS - 13 Gangsters Were ' Unaccompanied Alien Children ' - Breitbart #EndDACA #NoAmnesty #BuildTheWall #ProtectAmerica #EnforceUSLaws #KeepAmericansSafe,7,7.371288,7.0
One-Third of 214 Arrested MS-13 Gangsters Were 'Unaccompanied immigrant Children' - Breitbart. Ask the illegal immigrants to leave.,5,5.0650764,5.0
Man Who Shot Good Samaritan To Death Is DACA Recipient via @user @user @user @user #BuildTheWall #EndDACA #NoAmnesty #EnforceUSLaws #KeepAmericansSafe,7,7.3641653,8.0
Man Who Shot Good Samaritan To Death Is DACA Recipient via Ask them to leave the nation.,5,4.742823,5.0
@user that's not even a real word ! Must have hit a blunt and started making up shit with your nigger ass lol,7,7.2796326,7.0
@user that's not even a real word! Must have hit a blunt and started making up things lol,4,4.031858,2.0
the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !,7,7.0882664,7.0
the African security guards are racist and are always giving inappropriate looks to customers especially polish customers !,6,6.254067,6.0
"Ugly traitor , go to jail and do not pass GO @user @user #BuildTheWall #LockThemUp #EndDACA now ! ! ! ",7,7.3577633,8.0
"Ugly traitor, go to jail and do not pass GO Ask them to leave the nation. now !!!!!!!!!!!",6,5.63696,5.0
STUPID FUCKING CUNT ASS CUNT BITCH DIDNT STOP AT HER STOP SIGN AND TOTALED MY FUCKING CAR THAT I USE TO MAKE FUCKING MONEY OH MY FUCKING GOD YOU STUPID FUCKING BITCH,7,7.2308245,8.0
"Stupid person, didn't stop at her stop sign and totaled my car that i use to make money",4,3.593909,5.0
I gotta stop posting about not wearing condoms cause these bitches is startin to make me wear condoms,7,7.3271084,7.0
I gotta stop posting about not wearing condoms cause these woman is startin to make me wear condoms,5,4.64015,5.0
"@user I remember his nephew Lucas crying and dan saying "" quit being such a pussy and grow a pair "" or something . dans so funny . ",7,7.2425327,7.0
"@user I remember his nephew Lucas crying and dan saying ""grow a pair"" or something. dans so funny.",4,3.6294177,4.0
"@user Good one ! The government predicts that in 2030 , immigration will overtake new births as the dominant driver of population growth . PREDICTS causes by failure to stop . #BuildTheDamnWall ",7,7.049498,7.0
"The government predicts that in 2030, immigration will overtake new births as the dominant driver of population growth.",5,5.1346846,3.0
@user Or you were just being a hoe and hurt it slut droppin on ya girl at the club xx,8,7.726158,7.0
Or you were just being a hustler and hurt it droppin on ya girl at the club xx,4,4.4452004,4.0
@user A illegal aliens showing exactly what they were coming to this country for in the first place . #sendthemback ! ! !,7,6.6335196,7.0
A illegal immigrants showing exactly what they were coming to this country for in the first place.,5,4.8355403,6.0
"@user I have never seen such ignorant , illiterate pieces of shit in my life . Bring in Natl Guard and disperse this trash . @user ",8,7.5736346,9.0
"@user I have never seen such ignorant, illiterate people in my life. Bring in Natl Guard and disperse",5,5.4810796,5.0
@user @user Idc if I am the last or first . I am tired of seeing you complain and bitch and that whole rape @url,8,7.834108,8.0
Idc if Im the last or first. Im tired of seeing you complain and  that whole thing,5,4.581366,6.0
@user HILLARY U BITCH SHUT YOUR HOLE RE : THE COMFORT AS U R A CAREER CRIMINAL MY DEAR . HOW ABOUT THE MILL @user,8,7.779251,7.0
Hillary you shut up. the comfort as u r a career criminal my dear. how about the mill,5,4.603451,5.0
@user @user So its ok for a man to put his hands on a women ... stfu . We know how your bitch living . Smh,7,7.4295936,7.0
So its ok for a man to put his hands on a women. We know how your living,4,4.4283867,4.0
@user We need the wall now Mr . President . Don't listen to the lifetime politicians . Listen to your voters and #BuildThatWall,7,6.8507867,7.0
We need the wall now Mr. President. Don't listen to the lifetime politicians. Listen to your voters,5,4.7475743,4.0
If you idiots would stop tryin to save these hoes you'd probably get a lot more pussy,8,7.6236687,8.0
If you idiots would stop tryin to save these hustlers you'd probably get a lot more of it,5,5.389869,4.0
Just when things are going good women will fuck it up . They're not happy unless there's turmoil #WomenSuck,8,7.9807477,8.0
Just when things are going good women will mess it up. They're not happy unless there's turmoil,4,4.4792595,4.0
Danish #Muslims Insist On Wearing A #Niqab ( or FaceVeil ) & Still Desire To Live As A Non-Person Ghost . Muslims Are Hopelessly Unable To Assimilate . #SendThemBack . @user @user @user @user @user,7,6.9598823,8.0
Danish Muslims insist on wearing a veil but still desire to live freely. Muslims are difficult to understand.,6,6.4268627,4.0
"Too bad some of you bitches can't draw on a better personality , the way you draw on your fuckin eyebrows ",8,7.826636,7.0
"Too bad some of you can't draw on a better personality, the way you draw on your eyebrows",4,3.9443452,4.0
I love it when married bitches start posting inspirational memes about having a strong relationship ... Single in 3-2- 1 ...,8,8.098829,7.0
I love it when married women start posting inspirational memes about having a strong relationship. Single in 3-2-1.,5,4.552262,5.0
I know my avenues like the seven agnostics both hot and fuckin rape laurens ass that bitch right der .,8,7.882255,9.0
I know my avenues like the seven agnostics both hot and  laurens ass that woman right der.,6,5.552216,6.0
"They are completely different from us and should not be living within sight of us , go back to Africa and die out . ",7,7.3200994,7.0
"They are different from us and should be living with us , they should go back to Africa.",6,6.3299403,5.0
the master bedroom curtisn at 10 crednhill park are wide open like a hooker three holes as clare is a slag slut tart whore slag slut like,8,7.9804063,8.0
the master bedroom curtisn at 10 crednhill park are wide open like a hooker three holes as clare,6,5.7008715,6.0
@user @user @user Women are all harassed ? And it's also all men unless we prove other wise ? You're a clueless cunt,7,7.187501,9.0
Women are all harassed? And it's also all men unless we prove other wise? You're a clueless person,5,5.0374565,5.0
God that old lady was a cunt . People are so fucking stupid when it comes to being handed money,8,7.532821,8.0
God that old lady was a crazy. People are so stupid when it comes to being handed money,4,4.189112,5.0
Is it just me or do the hysterical women protesting during the hearings remind you of brainwashed cult members #KavanaghHearing,6,6.4927225,8.0
Is it just me or do the hysterical women protesting during the hearings remind you of brainwashed people,5,4.7866826,6.0
Why tf these hoes be hoein while pregnant ? Bitch you can't get a regular ass job for 9months or what ? Smdh,8,8.090353,7.0
Why these women move while pregnant. Bitch you can't get a regular ass job for 9months or what,7,6.796631,4.0
