sentence,Normalized_Sentence,intensity,Normalized_Intensity,Span,spanbio,postags
that nigga rob said drums over flats and a proud bleu cheese advocate and you all let that boy talk crazy bout food to you all smh,that foul african american rob said drums over flats and a proud bleu cheese advocate and you all let that boy talk crazy bout food to you all smh,6.0,2.0,"{'start': [1], 'end': [1]}",O B O O O O O O O O O O O O O O O O O O O O O O O O O,DT VBZ NN VBD NNS IN NNS CC DT JJ NN JJ NN CC PRP DT VBP IN VB NN NN NN NN TO PRP DT VBP 
another nigger lover bites the dust,another african american lover bites the dust,6.0,1.0,"{'start': [1], 'end': [2]}",O B I O O O,DT NN NN VBZ DT NN 
Let mother nature evolve these people naturally because no amount of money or aid is going to drag these ' things ' into the civilized world where they serve absolutely no purpose .,Let mother nature evolve people naturally because no amount of money or aid is going to drag these them into the world where they serve absolutely no purpose .,7.0,6.0,"{'start': [20], 'end': [20]}",O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O,VB PRP JJ VB DT NNS RB IN DT NN IN NN CC NN VBZ VBG TO VB DT '' NNS POS IN DT JJ NN WRB PRP VBP RB DT NN . 
"After Libs Help Them Avoid Audit , California DMV Finds 23,000 Bad Voter Registrations #IllegalAliens #BuildTheWall #NoDACA #NoAmnasty #UnderminesOurDemocracy #VoteRedToSaveAmerica ","After Libs Help Them Avoid Audit, California DMV Finds 23,000 Bad Voter Registrations Ask them to leave the nation.",8.0,5.0,"{'start': [14, 15], 'end': [14, 15]}",O O O O O O O O O O O O O O B I O O O O,"IN NNP NNP NNP NNP NNP , NNP NNP VBZ CD NNP NNP NNP VBZ JJ NNP NNP NN NN "
LOL GJ brother 10 points for the Uber humans and - 10 for the sub human ape creatures you are truly one bad mofo whitey crakker man,LOL brother 10 points for the humans and - 10 for the other human you are truly man,8.0,6.0,"{'start': [16, 24], 'end': [16, 24]}",O O O O O O O O O O O O O O O O B O O O O O O O B O O,NNP NNP RB CD NNS IN DT NNP NNS CC : CD IN DT JJ JJ NN NNS PRP VBP RB CD JJ NN NN NN NN 
anyway princess sapphire of silverland is a dyke and threw the first brick at stonewall,anyway princess sapphire of silverland is a bad lesbian and threw the first brick at stonewall,6.0,2.0,"{'start': [7], 'end': [7]}",O O O O O O O B O O O O O O O,RB JJ NN IN NN VBZ DT NN CC VBD DT JJ NN IN NN 
started as trash ending as worthless nigger trash,started as trash ending as worthless foul african american trash,6.0,2.0,"{'start': [5], 'end': [7]}",O O O O O B I I,VBN IN NN VBG IN NN NN NN 
@user Or you were just being a hoe and hurt it slut droppin on ya girl at the club xx,Or you were just being a hustler and hurt it droppin on ya girl at the club xx,7.0,4.0,"{'start': [7, 11], 'end': [7, 11]}",O O O O O O O B O O O B O O O O O O O O,NN CC PRP VBD RB VBG DT NN CC VB PRP JJ NN IN NN NN IN DT NN NN 
@user Illegals can reunite back across the border in Mexico ! We dont need the extra crime that the illegal or refugees invaders bring to America . #NoDACA #NoVisaLottery #NoBenefits4Illegals #NoChainMigration #BuildTheWall #E-Verify @user,Illegals can reunite back across the border in Mexico! We dont need the extra crime that the illegal or refugees invaders bring to Ask them to leave the nation.,7.0,6.0,"{'start': [0, 16, 19, 21, 28, 29, 30, 31], 'end': [0, 16, 19, 22, 28, 29, 30, 31]}",B O O O O O O O O O O O O O O O B O O B O B I O O O O O B I I I O O,NN NNS MD VB RB IN DT NN IN NNP . PRP VBP VBP DT JJ NN IN DT NN CC NNS NNS VBP TO NNP . CC JJ NNS VBP DT CD NN 
Don't you hate how girls just Whore around because they never got daddy's attention ? ? And so they have to interfere in relationships .. hoe,Don't you hate how girls just go around because they never got daddy's attention.And so they have to interfere in relationships,7.0,5.0,"{'start': [6, 25], 'end': [6, 25]}",O O O O O O B O O O O O O O O O O O O O O O O O O B,NNP PRP VBP WRB NNS RB VBP RB IN PRP RB VBD JJ NN . . CC RB PRP VBP TO VB IN NNS VBP NN 
Stu a rape faced faggot man I'm sick of this nigga .,Stu a bad looking homosexual man I'm sick of him.,8.0,6.0,"{'start': [0, 2, 10], 'end': [0, 2, 10]}",B O B O O O O O O O B O,NNP DT NN VBN JJ NN NNP NN IN DT NN . 
@user slack jawed knuckle dragging mouth breathing toothless inbred redneck backwoods uneducated hillbilly hicks that the republican party,@user slack jawed knuckle dragging mouth breathing toothless inborn redneck backwoods uneducated countryside peopl that the republican party,7.0,3.0,"{'start': [1], 'end': [13]}",O B I I I I I I I I I I I I O O O O,NNP NN VBD JJ VBG NN VBG NN VBD NN NNS VBD RB VBZ IN DT JJ NN 
Watching those videos makes me feel like im going to explode with hatred for those creatures .,Watching those videos makes me feel like im going to explode with anger for those people .,7.0,4.0,"{'start': [12], 'end': [12]}",O O O O O O O O O O O O B O O O O,VBG DT JJ VBZ PRP VB IN NN VBG TO VB IN JJ IN DT NNS . 
type of nigga to fight the doctor,type of foul african american to fight the doctor,6.0,2.0,"{'start': [2], 'end': [2]}",O O B O O O O,NN IN NN TO VB DT NN 
@user your 2 . And 3 . Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2,@user your 2. And 3. them women suck wayans brothers are not funny at all Jamie foxx should be number 2,7.0,3.0,"{'start': [7, 9], 'end': [7, 10]}",O O O O O O O B O B I O O O O O O O O O O O O O,VB PRP$ CD . CC CD . VB PRP NNS VBD NNS NNS VBP RB JJ IN DT NNP NN MD VB NN CD 
that white bitch from clueless is fine,that despicable white woman from clueless is fine,6.0,2.0,"{'start': [1], 'end': [2]}",O B I O O O O,DT JJ NN IN NN VBZ JJ 
@user @user This old bitch needs to go out to pasture ! Dig a hole too racist,This old woman needs to go out to pasture,9.0,6.0,"{'start': [4, 16], 'end': [4, 16]}",O O O O B O O O O O O O O O O O B,RB RBR DT JJ NN VBZ TO VB RP TO NN . VBZ DT NN RB JJ 
stunting on all yall hoes that was flexing on me,stunting on all yall foul women that was flexing on me,6.0,2.0,"{'start': [4], 'end': [4]}",O O O O B O O O O O,VBG IN DT NN NNS WDT VBD VBG IN PRP 
American Citizens are being Victimized by Illegal AliensThe shocking findings by a new DOJ-DHS report . @user #NoDACA #NOAmnesty #NoSanctuary #EndChainMigration #DeportThemAll #HonorYourOath #ProtectUSA #KeepAmericansSafeIt is your JOB !,American Citizens are being Victimized by Illegal immigrants. The shocking findings by a new DOJ-DHS report.,7.0,4.0,"{'start': [6, 21], 'end': [7, 21]}",O O O O O O B I O O O O O O O O O O O O O B O O O O O O O,JJ NNS VBP VBG VBN IN NNP NNP VBG NNS IN DT JJ JJ NN . CC JJ NNP NNP NNP NNP NNP NNP NNP VBZ PRP$ NN . 
"@user Aww y u so mad tho , a successful man LMFAO , hut hugging as faggot . ","@User Aww y u so mad tho, a successful man LMFAO",7.0,2.0,"{'start': [16], 'end': [16]}",O O O O O O O O O O O O O O O O B O,"NN NNP NNP NNP RB JJ NN , DT JJ NN NNP , NN NN IN NN . "
Why do women use them being on their period as a excuse to be a cunt ? You had it since you were 13 you canâ control yourself ?,Why do women use them being on their period as a excuse to be rude? You had it since you were 13 you cant control yourself?,8.0,5.0,"{'start': [15], 'end': [15]}",O O O O O O O O O O O O O O O B O O O O O O O O O O O O O,WRB VBP NNS VB PRP VBG IN PRP$ NN IN DT NN TO VB DT NN . PRP VBD PRP IN PRP VBD CD PRP VBP VB PRP . 
"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.","All versions of Islam have sharia law, some of them are extreme. Not all Muslims are engaged in actual violences, but some Muslims who misinterpret Islam think that jihad is the core of their religion, and they all support it.",8.0,5.0,"{'start': [3, 5, 25], 'end': [3, 6, 25]}",O O O B O B I O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O,DT NNS IN NNP VBP VBN JJ NN PRP VBP DT NNS RB DT NNS VBP VBN IN JJ NN CC DT NNP VBZ IN NN VBZ DT NN IN PRP$ NN CC PRP DT NN NN 
"The American people also agree ! Illegal aliens do not deserve a free pass ahead of hard working people , trying to come to our country legally . #BuildTheWall #DeportIllegals #GaysForTrump #NoDACA ","The American people also agree! Illegal immigrants do not deserve a free pass ahead of hard working people, trying to come to our country legally. Ask them to leave the nation.",7.0,5.0,"{'start': [6, 28, 29, 30], 'end': [7, 28, 29, 30]}",O O O O O O B I O O O O O O O O O O O O O O O O O O O O B I I O,"DT JJ NNS RB VBP . NNP NNS VBP RB VB DT JJ NN RB IN JJ VBG NNS , VBG TO VB TO PRP$ NN RB . JJ NNS VBP NN "
I just want to knock @user's cocky face out #mkr,I just want to wipe the smug off @user's rude face,5.0,2.0,"{'start': [6, 9], 'end': [7, 9]}",O O O O O O B I O B,PRP RB VBP TO VB NNP JJ NN IN NN 
#ExposeTerroristTrainingCamps #ShutDownTerroristTrainingCamps #ShutDownInvasionOfIllegalAliens #BuildTheWall #EndChainMigration #EndVisaLottery IN OTHER WORDS START PROTECTING AMERICAN CITIZENS ! ! ! @user @user @user @user @user @user @user,#ExposeTerroristTrainingCamps #ShutDownTerroristTrainingCamps .Shut Down Invasion Of Illegal immigrants. Ask them to leave the nation. Start protecting american citizens.,8.0,5.0,"{'start': [0, 1, 2, 3, 4, 5], 'end': [0, 1, 2, 3, 4, 5]}",B I I I I I O O O O O O O O O O O O O O O O O,NNS NNS VBP JJ NN NN NNP NNP NNP NNP NNP NNP NNP . . . NNP NNP NNP NNP NNP NNP NN 
"@user fuck Brett Farve redneck ass , he stuckup he don't give a damn lol he be on campus acting like he the shit ","@user Brett Farve redneck , he stuckup he don't give a damn lol he be on campus acting like he the person",6.0,2.0,"{'start': [5, 23], 'end': [5, 23]}",O O O O O B O O O O O O O O O O O O O O O O O B,"NNP VBD NNP NNP NN NN , PRP VBZ PRP VBZ VB DT NN NN PRP VB IN NN VBG IN PRP DT NN "
"@user Passenger from Harlingen to Dallas , TX has infected many to measles ! ! ! Stop the invasion . #BuildThatWall #KAG ","@AmyMek Passenger from Harlingen to Dallas,TX has infected many to measles.Stop them from coming.",6.0,4.0,"{'start': [20], 'end': [20]}",O O O O O O O O O O O O O O O O O O O O B O,"RB NN IN NNP TO NNP , NNP VBZ VBN JJ TO NNS . . . VB DT NN . VB NN "
Ask any liberal how many illegal aliens they've let stay in their house . The answer probably won't surprise you . #SendThemBack #BuildTheWall @user,Ask any liberal how many illegal immigrants they've let stay in their house. The answer probably won't surprise you. Ask them to leave the nation.,7.0,6.0,"{'start': [5, 21], 'end': [6, 22]}",O O O O O B I O O O O O O O O O O O O O O B I O,NNP DT JJ WRB JJ JJ NNS VBP VB VB IN PRP$ NN . DT NN RB WP VB PRP . VB DT NN 
while leftie morons suck fascist moslem cock oh the irony of such hypocrites,while leftie stupid people bear with facist muslims oh the irony of such hypocrites,6.0,3.0,"{'start': [0], 'end': [6]}",B I I I I I I O O O O O O,IN JJ NNS VBP JJ NN NN VBD DT NN IN JJ NNS 
Criminal Illegal Alien Accused of Sexually Assaulting Eight-Year-Old Florida Girl #DrawAndQuarter #ImmigrationMoratorium #EndTheBirthrightScam #DeportThemAll #NoDACA #FundTheWholeWall #TripleWall #NationalCastleDoctrine via @user,Criminal Illegal immigrant Accused of Sexually Assaulting Eight-Year-Old Florida Girl Ask them to leave the nation.,8.0,5.0,"{'start': [1, 12, 13, 15, 16], 'end': [2, 12, 13, 15, 16]}",O B I O O O O O O O O O B I O B I O O O,JJ NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP IN NN 
Video of woman getting slapped by RAPEFUGEE in DHIMMI Paris sparks outrage @url,Video of woman getting slapped by a refugee in Dhimmi Paris sparks outrage,9.0,5.0,"{'start': [4], 'end': [4]}",O O O O B O O O O O O O O,NNP IN NN VBG VBN IN NNP IN NNP NNP VBZ NN NN 
"@user : @user shut the fuck up , you fucking trash nigga , work on another ring @url","@user shut up, you black, work on another ring http://t.co/6RleNKR7EE",7.0,3.0,"{'start': [3, 5, 9, 11], 'end': [3, 5, 9, 11]}",O O O B O B O O O B O B O O O O O O,"NN : NN VBD DT NN RP , PRP VBP JJ NN , NN IN DT NN NN "
I would ' nt even consider these knackers / pykies as Irish as they have no respect for their race or loyalty to Ireland and should be put down like the dogs they are .,I would' nt even consider these people as Irish as they have no respect for their race or loyalty to Ireland .,7.0,6.0,"{'start': [7, 9, 19, 31], 'end': [7, 9, 19, 31]}",O O O O O O O B O B O O O O O O O O O B O O O O O O O O O O O B O O O,PRP MD '' RB RB VB DT NNS VBP NNS RB JJ IN PRP VBP DT NN IN PRP$ NN CC NN TO NNP CC MD VB VBN RP IN DT NNS PRP VBP . 
@user lets see what they will do to the smelly kike who composed that tweet and whose name is visible in the photo the world awaits his lynching with relish,@user lets see what they will do to the smelly foul jew who composed that tweet and whose name is visible in the photo the world awaits his fate with relish,8.0,4.0,"{'start': [9, 27], 'end': [10, 29]}",O O O O O O O O O B I O O O O O O O O O O O O O O O O B I I,JJ NNS VBP WP PRP MD VB TO DT RB NN WP VBD IN NN CC WP$ NN VBZ JJ IN DT NN DT NN VBZ PRP$ NN IN JJ 
@user want women to have equal rights unless you donâ  fit my exact definition of how a woman should be then you are a hoe,I want women to have equal rights. unless you dont fit my exact definition of how a woman should be then youre a hustler,7.0,5.0,"{'start': [24], 'end': [24]}",O O O O O O O O O O O O O O O O O O O O O O O O B,RBR VBP NNS TO VB JJ NNS IN PRP VBP JJ PRP$ JJ NN IN WRB DT NN MD VB RB PRP VBP DT NN 
"France has been gone for a long time , we will have to retake it later because there will be no French people in not too long . ","That country has been gone for a long time , we will have to retake it later because there will be no people in not too long .",8.0,4.0,"{'start': [21], 'end': [21]}",O O O O O O O O O O O O O O O O O O O O O B O O O O O O,"NNP VBZ VBN VBN IN DT JJ NN , PRP MD VB TO VB PRP RB IN EX MD VB DT JJ NNS IN RB RB RB . "
A raped girl says rapists recited Quran to her to justify their crimes.,A girl who was attacked said her attackers recited their misinterpretation of the scriptures to her to justify their crimes.,9.0,6.0,"{'start': [0], 'end': [12]}",B I I I I I I I I I I I I,DT JJ NN VBZ NNS VBD NNP TO PRP$ TO VB PRP$ NN 
"@user @user Still can't be . Even the neonazis behind the "" rapefugee "" website only claim around 450 rapes by immigrants for all of 2016 (8 00 % more than suspected ( ! ) rapes officially recorded ) . So if we pretend for a moment those numbers are ",@Maddi89518115 @angelijka8 Still can't be. Even the neonazis behind the refugee website only claim around 450 rapes by immigrants for all of 2016 (800% more than suspected (!) rapes officially recorded). So if we pretend for a moment those numbers are,7.0,6.0,"{'start': [12, 19], 'end': [12, 19]}",O O O O O O O O O O O O B O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NN NN RB JJ VB . RB DT NN IN DT NNP NN NNP VBZ RB NN IN CD NNS IN NNS IN DT IN CD JJ CD NN JJR IN VBN ( . ) VBZ RB VBN ) . RB IN PRP VBP IN DT NN DT NNS VBP 
"Mom - Katie why would you send this kind of picture to daddy Katie - that's not dad , mom Mom - you dirty little whore @url","Mom- Katie why would you send this kind of picture to daddy Katie- that's not dad, mom Mom- you dirty little woman",7.0,5.0,"{'start': [23], 'end': [25]}",O O O O O O O O O O O O O O O O O O O O O O O B I I O,"NNP : NNP WRB MD PRP VB DT NN IN NN TO VB NNP : NN RB VB , FW NNP : PRP VBP JJ NN NN "
it is impossible for me to follow the rules on twitter you can not even call girls who shave the sides of their heads ugly dykes anymore,it is impossible for me to follow the rules on twitter you can not even call girls who shave the sides of their heads awful lesbians anymore,6.0,2.0,"{'start': [24], 'end': [25]}",O O O O O O O O O O O O O O O O O O O O O O O O B I O,PRP VBZ JJ IN PRP TO VB DT NNS IN NN PRP MD RB RB VB NNS WP VBP DT NNS IN PRP$ NNS RB NNS RB 
@user @user Good English you dumb cunt slober on my nob u Jew if you were playing I would fucking rape you cunt,Good English you dumb  u Jew if you were playing I would hurt you,8.0,4.0,"{'start': [5, 12, 19, 22], 'end': [7, 12, 20, 22]}",O O O O O B I I O O O O B O O O O O O B I O B,RB NNP NNP NNP PRP VBP JJ NN IN PRP$ JJ JJ NNP IN PRP VBD VBG PRP MD VBG NN PRP VBP 
@user As long as it takes to #BuildThatWall,As long as it takes to Build That Wall,7.0,5.0,"{'start': [7], 'end': [7]}",O O O O O O O B,RB RB RB IN PRP VBZ TO VB 
how free speech not a thing anymore just because it online i can not say cunt your a cunt twitter,how free speech not a thing anymore just because it online i can not say foul women your a hideous women twitter,6.0,3.0,"{'start': [15, 18], 'end': [15, 18]}",O O O O O O O O O O O O O O O B O O B O,WRB JJ NN RB DT NN RB RB IN PRP VBZ NN MD RB VB VB PRP$ DT NN NN 
"Excellent.Since we can't separate families , lock all their asses up until a judge can deport them . I'm all in.Thank you @user #MAGA #nosanctuarybrewster #BuildTheWall #NoDACA ","Excellent.Since we can't separate families, lock all their asses up until a judge can deport them.I'm all in.Thank you Ask them to leave the nation.",8.0,5.0,"{'start': [9, 25], 'end': [9, 25]}",O O O O O O O O O B O O O O O O O O O O O O O O O B O,"NN PRP VBP JJ NNS , VBP PDT PRP$ NNS RB IN DT NN MD VB PRP . NNP DT NN PRP VBP JJ NNP NN NN "
more worried about your skank ass girlfriend than your own kids i see your true priorities,more worried about your unpleasant girlfriend than your own kids i see your true priorities,8.0,6.0,"{'start': [4], 'end': [5]}",O O O O B I O O O O O O O O O O,RBR JJ IN PRP$ JJ NN NN IN PRP$ JJ NNS VBP VBP PRP$ JJ NNS 
"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.","Labour party counts upon the votes of Britain Muslims, that is why they do not deal with anti semite hate from some on their side! It is a question of math, that is all.",8.0,4.0,"{'start': [7, 17], 'end': [8, 18]}",O O O O O O O B I O O O O O O O O B I O O O O O O O O O O O O,NNP NN NNS IN DT NNS IN NNP NNP WDT VBZ WRB PRP VBP RB VB IN VBG NN IN PRP$ NN PRP VBZ DT NN IN NN WDT VBZ JJ 
paul joseph watson thinks he looks cool with a ciggie hanging out of his big nigger lips,paul joseph watson thinks he looks cool with a ciggie hanging out of his big foul african american lips,6.0,2.0,"{'start': [15], 'end': [15]}",O O O O O O O O O O O O O O O B O,NN NN NN VBZ PRP VBZ JJ IN DT NN VBG IN IN PRP$ JJ NN NNS 
brown fuck with us dick no fuckin this nigger,brown stay with us all no being with this foul african american,7.0,2.0,"{'start': [0], 'end': [8]}",B I I I I I I I I,JJ NN IN PRP VBP DT NN DT NN 
"Putting women on pedestals , Gen Kelly , is why women are abused . We don't fall neatly into the madonna / whore categories . We're people FFS . ","Putting women on pedestals, Gen Kelly, is why women are abused. We don't fall neatly into the madonna categories.",8.0,6.0,"{'start': [12, 22], 'end': [12, 22]}",O O O O O O O O O O O O B O O O O O O O O O B O O O O O O,"VBG NNS IN NNS , NNP NNP , VBZ WRB NNS VBP JJ . PRP VBP VB RB IN DT NN NNP NN NNS . JJ NNS NNP . "
@user You know whats insane Dana ! ! Is how the NRA continues to get away with fucking murdering children in country ! Why dont you shut the fuck up greedy skank ! !,You know whats insane Dana. Is how the NRA continues to get away with murdering children in country Why dont you shut up?,8.0,6.0,"{'start': [17, 28], 'end': [17, 31]}",O O O O O O O O O O O O O O O O O B O O O O O O O O O O B I I I O O,NN PRP VBP NNS VBP NNP . . VBZ WRB DT NNP VBZ TO VB RP IN VBG VBG NNS IN NN . WRB NN PRP VBP DT NN RP NN NN . . 
Using violence to punish another person? Sounds like a muslim issue.,Using violence to punish others? Sounds like an issue with some muslims.,7.0,4.0,"{'start': [1, 9], 'end': [3, 10]}",O B I I O O O O O B I,VBG NN TO VB DT NN VBZ IN DT NN NN 
Yes Brooke ! Give that bitch the hell she deserves . I knew it would take her to slap that skank down . #BoldandBeautiful,Yes Brooke! Give her the hell she deserves. I knew it would take her to slap her,7.0,5.0,"{'start': [5, 20], 'end': [5, 20]}",O O O O O B O O O O O O O O O O O O O O B O O O,UH NNP . VB IN VB DT NN PRP VBZ . PRP VBD PRP MD VB PRP$ TO VB IN JJ RB . JJ 
If we do not stand up against Islam they will consider our silence as a way of acceptance!,If we do not stand up against some bad muslims who misinterpret Islam they will consider our silence as a way of acceptance!,7.0,4.0,"{'start': [4], 'end': [7]}",O O O O B I I I O O O O O O O O O O,IN PRP VBP RB VB RP IN NNP PRP MD VB PRP$ NN IN DT NN IN NN 
get the honky cat,get the bad looking white cat,6.0,1.0,"{'start': [2], 'end': [2]}",O O B O,VB DT NN NN 
i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,i saw a couple of minority people in the victim list but that about it ya got more info i thought the school was half spanish speaking though,7.0,3.0,"{'start': [3, 24], 'end': [6, 25]}",O O O B I I I O O O O O O O O O O O O O O O O O B I O,NN VBD DT NN NN CC NNS IN DT JJ NN CC IN IN PRP VBZ VBD RBR JJ NN VBD DT NN VBD JJ JJ IN 
"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.","This is the goals of some Muslims when they settle in a country: build a mosque, form a community, obtain support, get support from the politicians, take advantage of laws, impose their interpretetion of Sharia, occupy the country.",7.0,5.0,"{'start': [3, 18, 29], 'end': [5, 19, 33]}",O O O B I I O O O O O O O O O O O O B I O O O O O O O O O B I I I I,DT VBZ DT NNS IN NNP WRB NNP VB IN DT NN VB DT JJ NN DT NN VB JJ VB NN IN DT NNS VBP NN IN NN JJ NNP VBD DT NN 
"Islam does not help science progression, because it does not have useful elements and it isn't rational.","Some muslims don't help science progression, because they do not have useful nowledge and aren't rational.",6.0,4.0,"{'start': [0], 'end': [5]}",B I I I I I O O O O O O O O O O O,NNP VBZ RB VB NN NN IN PRP VBZ RB VB JJ NNS CC PRP VBZ VB 
grown ass men doing women activities and lil faggot boys taking your daughter homecoming queen crown this what the fuck yall wanted,grown up[ men doing women activities and lil foul gay boys taking your daughter homecoming queen crown this what the heck yall wanted,7.0,2.0,"{'start': [0, 7, 19], 'end': [2, 9, 19]}",B I I O O O O B I I O O O O O O O O O B O O,JJ NN NNS VBG NNS NNS CC NN VBD NNS VBG PRP$ NN VBG JJ NN DT WP DT NN NN VBD 
"I hate to see such beautiful white females become victims of these sick , violent merciless animals . ","I hate to see such beautiful females become victims of these sick , violent merciless animals .",8.0,4.0,"{'start': [6, 12], 'end': [6, 15]}",O O O O O O B O O O O O B I I I O O,"PRP VBP TO VB JJ JJ JJ NNS VBP NNS IN DT JJ , JJ NN NNS . "
Surely THIS proves that those two cunts can't cook #mkr,Surely THIS proves that those two women can't cook,6.0,1.0,"{'start': [5, 9], 'end': [6, 9]}",O O O O O B I O O B,RB NNP VBZ IN DT CD NNS JJ NN NN 
"A big sour whore bag , should never play hard to get when all she's does is fling up da pussy in all kind of styles to all kinds of men #fact ","A big sour bag, should never play hard to get when all she's does is fling up in all kind of styles to all kinds of men",9.0,5.0,"{'start': [3, 20], 'end': [3, 20]}",O O O B O O O O O O O O O O O O O O O O B O O O O O O O O O O O,"DT JJ NN NN NN , MD RB VB RB TO VB WRB DT NN VBZ VBZ VBG RP JJ NN IN DT NN IN NNS TO DT NNS IN NNS VBP "
"Two alleged MS - 13 gang members , who are ILLEGAL ALIENS charged with kidnapping and murders of two Houston teenagers age 14 and 16 years-old . #BuildThatWall #ImmigrationReform #NoChainMigration ","Two alleged MS-13 gang members, who are Illegal immigrants charged with kidnapping and murders of two Houston teenagers age 14 and 16 years-old. Ask them to leave the nation",7.0,6.0,"{'start': [10, 27], 'end': [11, 27]}",O O O O O O O O O O B I O O O O O O O O O O O O O O O B O O,"CD VBD NNP : CD NN NNS , WP VBP NNP NNP VBD IN NN CC NNS IN CD NNP NNS NN CD CC CD JJ . VB JJ NN "
This bitch crazy he saying its cool to rape ? @user,This is crazy he saying its cool to rape,8.0,5.0,"{'start': [1, 8], 'end': [2, 8]}",O B I O O O O O B O O,DT NN NN PRP VBG PRP$ NN TO VB . NN 
@user I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,@user I don't hate that he blew up from 3005 like a hipster but I hate the people who say they love his music based off his worst +,7.0,3.0,"{'start': [17], 'end': [17]}",O O O O O O O O O O O O O O O O O B O O O O O O O O O O O,NN PRP VBP VB IN PRP VBD RB IN CD IN DT NN CC PRP VBP DT NNS WP VBP PRP VB PRP$ NN VBN RP PRP$ JJS NN 
Every fine fucking bitch i see is my ex hoe,Every fine person i see is my ex,7.0,2.0,"{'start': [2, 9], 'end': [3, 9]}",O O B I O O O O O B,DT JJ NN NN NN VBP VBZ PRP$ JJ NN 
a beaner who tried snitching on atomwaffen and got doxxed,a stupid person who tried snitching on atomwaffen and got doxxed,6.0,2.0,"{'start': [1], 'end': [1]}",O B O O O O O O O O,DT NN WP VBD VBG IN NN CC VBD NNS 
"@user #NoDACA #TuesdayThoughtsObama Used Dreamer Illegal AliensTo Defraud The American Dream #NoDACAdeal #AmericaFirst Clint Eastwood was mocked forhis 2012 RNC speech , yet the new #ObamaPainting confirms ObamaIS nothing but an empty chair.CLINT ","Obama Used Dreamer Illegal immigrants To Defraud The American Dream. Clint Eastwood was mocked forhis 2012 RNC speech, yet the new Obama Painting confirms Obama is nothing but an empty chair.",8.0,6.0,"{'start': [5], 'end': [6]}",O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O,"NN NN NNP VBD NNP NNP NNP NNP DT NNP NNP NNP NNP NNP NNP VBD VBN JJ CD NNP NN , RB DT JJ NN NNS VBP NN CC DT JJ NN "
@user This is a corollary of women being hysterical sensitive bitches when they disagree with men .,This is a corollary of women being hysterical and sensitive when they disagree with men.,8.0,5.0,"{'start': [10], 'end': [10]}",O O O O O O O O O O B O O O O O O,NN DT VBZ DT NN IN NNS VBG JJ JJ NNS WRB PRP VBP IN NNS . 
"Bad marriages has no place in any society , regardless of your culture.It destroys , morals , values , and the future of your offspring that will keep your culture alive.Regardless of your culture , bad marriage is bad for mankind . ",Does it surprise you that those White hating non-whites still want to live in White countries made GREAT by White people and brought low by non-whites ?,8.0,6.0,"{'start': [0, 35], 'end': [1, 36]}",B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O,"NNP NNS VBZ DT NN IN DT NN , RB IN PRP$ NN NN , NNS , NNS , CC DT NN IN PRP$ VBG DT MD VB PRP$ NN NN IN PRP$ NN , JJ NN VBZ JJ IN NN . "
@user i will call my friends and we go fuck up that nigger,@user i will call my friends and we go harm that despicable african american,6.0,2.0,"{'start': [7], 'end': [12]}",O O O O O O O B I I I I I,NN NN MD VB PRP$ NNS CC PRP VBP VB RP DT NN 
"I was basically a babysitter , and the apes went nuts , and frankly , I could not control them and had to press the panic button twice to get someone to help me . ","I was basically a babysitter , and the people went nuts , and frankly , I could not control them and had to press the panic button twice to get someone to help me .",7.0,5.0,"{'start': [8], 'end': [8]}",O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O,"PRP VBD RB DT NN , CC DT NNS VBD NNS , CC RB , PRP MD RB VB PRP CC VBD TO VB DT JJ NN NN TO VB NN TO VB PRP . "
I know my avenues like the seven agnostics both hot and fuckin rape laurens ass that bitch right der .,I know my avenues like the seven agnostics both hot and  laurens ass that woman right der.,9.0,6.0,"{'start': [11, 16], 'end': [12, 16]}",O O O O O O O O O O O B I O O O B O O O,PRP VBP PRP$ NNS IN DT CD NNS DT JJ CC JJ NN VBZ NN WDT NN RB NN . 
