sentence,intensity
"Yes , more homosexual degeneracy foisted upon the silent majority . ",8
Her : Gucci is a Real Men he married is girl First of all that was Clone Gucci so that hole thing was fake,4
@user we have the same bday ... You should let me fuck your brains out and treat you like a cum dumpster on that day ... #Bdaygoals,8
abandoned by his father makes poor music narcissistic degenerate will probably end up bankrupt despite making millions sounds like a despicable person of african descent to me,2
We are not allowed to raise our national flag in case it offends a Muslim! #fitinorfuckoff.,7
meet the jew brainwashed nigger who brought down the nfl by trying to bring down whitey maga white genocide alt right jewish war on whites nfl kaepernick,6
Ain't nobody stabbed you in the back. We just all saw how much of an attention seeker and fake you actually are.,5
"I think it ' s time for some old west justice ... like takin ' these two sombitches out and ... well , I think you get my point ... ",7
"""ayo i even kill handicapped woman/look at my scalp real close and you'll see triple sixes""",6
"Too bad some of you bitches can't draw on a better personality , the way you draw on your fuckin eyebrows ",7
"I wish they ' d all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they ' re from and never come back . ",7
"He's a underdeveloped unruly person ( yes , unruly humans who cannot talk occasionally pop up , having been abandoned as children. ) .",6
@user oh but they do . Then they go around and bitch how all women are stupid golddiggers because they went to @url,7
It is easier for other races to follow the herd but not Whites .,8
ali became a mudslime to avoid the draft ask his offspring on twatter a few times if daddy ensured her genitals were mutilated in accordance with mudslime law and why no burqua was worn but received no answer,7
"This isn't rape, or anything like it. This a crude pass. This is not rape culture.",6
why change the game for the nigger assholes if the anthem has been a traditional start it should stay screw the thug niggers,6
I so hope that person got life in jail or the death penalty You did and are doing the best you can nobody can ask for more .,5
@user Da womenz dey be sooo oppwessed ! htt …,5
@user is an evil who thinks Delbert Belton deserved it.,3
@user @user @user nah boys nah im out despicable people of african origin,2
you all think dolphins have a form of what up my nigga,6
starbucks cashier : ur name me : johanis on the cup : hoehines me : yes bitch yes im a hoe fmu,8
<number> years old brazilian neonazi stabbed a despicable person of african descent at school for criticizing his racist beliefs and threatening him classmates say he likes to draw swastikas everywhere and make references to the kk the hero we deserve,2
first goes to bitch ass janelle . FUCK YOU MESSY MF ASS BITCH i literally was on a call with her and her dumb ass twisted my words and ran to tattle on me to ari . like it legit made her pussy wet to go and talk shit abt me so fuck u ill come beat ur ass thats why u stole a listers,8
another african american lover bites the dust,1
i am not a bad bitch i am a stupid sad bitch,6
#MKR those pieces to camera are recorded after the event . @user knows she gets smacked down and she STILL gloats like a crazy Bond villain,5
more worried about your skank ass girlfriend than your own kids i see your true priorities,8
my supervisor can never keep my name outta her mouth,6
I think is common sense to have prejudice against some muslims. This isn't racism because some muslims make Islam look bad.,4
"Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!",9
"@user This just in . Many are saying Trump now at 155 % in the polls . Yuge deal , that I can tell you ! Witch hunt over . Trump innocent . Crooked Hillary voted ugliest skank of the Decade ! Bigly ! Trump steaks melt in your mouth like I did Stormy I m ",7
#Muslims are in direct conflict with our #Constitution There should never be even a hint of #ShariaLaw in USA . #BuildTheWall #NoDACA #MAGA # Q #WWG1WGA #NoChainMigration #KAG #WalkAway,7
@user don't waist your time . Girls are all selfish bitches #WomenSuck,9
Excellent Now Ask them to leave the nation. approve and we will have a great Mid-term and Christmas,5
I'm surprised my ex-girlfriend isn't on Shark Week ... She was a vicious bitch ! #WomenSuck,7
"Yeah, seems people are too stupid or too arrogant to use an existing thread , so we see a new `` we people an sheet '' every week or so .",6
Dumb that was just more propaganda that shows their ( and ) your idiocy now go away .,5
Some Muslims misinterpret Islam they are only a bunch of people that follow a misinterpretation that has many similarities with a sect.,4
queer eye is my addiction a foul women is addicted,2
"BTW you are not wrong about Mildura , I went through there in mid 2000 and there was n't a non-White in sight but late last year when I went through there all I saw were islanders , indians , asians , and whatever other crap little johnnie could get dumped into the country . ",8
I cannot stand girls that always have to have a boyfriend. attention seekers,6
"@user GOD BLESS ICE , THANK YOU FOR GETTING ILLEGAL ALIENS OUT OF OUR SOVEREIGN COUNTRY AND OFF OUR STREETS . #NoSanctuaryStates #NoSanctuaryCities #NoDACA #NoAmnesty #NoCommunists #NoSocialism #AmericaFirst #AmericansAreDreamersToo #MAGA #KAG ",7
They need the white male distracted as much as possible and of course the glorification of the groid ; two birds one stone .,7
i am totally sure she dindunuffin grandpa i mean in this day and age it literally tyrannical to ask that your woman show a little bit of public decency not fuck random niggers behind your back and care if her child is actually yours all the signs were there though,8
white ppl getting crazy with saying the n word smh,2
Going to take a lot more than a unpleasant like you,4
Britan is not on our side. It does not protect our citizens. It cannot protect our people from some muslim sex criminals. Do we still continue supporting this government and the law?,6
and he also a despicable african american,2
it really october and my car was hot in degrees when i got in it after work i fucking hate you boomers u ruined this planet and robbed us of our fall die off already fuck,5
"@user Taylor Swift is an untalented skank who can't sing , knows 3 guitar chords , and has an Adams apple #WomenSuck ",8
"Like it or not , and I certainly do n't , but Ireland , especially NI is littered with memorials to , and even statues of , red terrorists . ",7
HIV will do its job . the fags keep searching for a cure but they will never find one because it keeps on changing and mutating . already 60 percent of faggot apes have AIDS and it continues to grow .,8
#FAKENEWS @abcnews lied to Anericans about Illegal Immigrants because Illegal immigrants Come First the #Democrats Platform  #WalkAway #HappyBirthdayAmerica #Trump #MAGA #RedNationRising @AVIACUSA https://t.co/6zadnpvjoI,6
in my arms by alex g is a foul gay anthem,2
nawt yall black people of ignoring me,2
a profile of a mudshark,6
@user @user happy birthday muzzy bear,6
the foul muslim middle eastern person,2
"Muslims and all of their defenders must be punished and confined. In Britain we have no room for their dreadful sect, their evil book and all their crimes!",8
how can you get rid of one foul african american and replace it with another foul african american x and y was much better no such african american in sight,2
@user white people have agency unlike some muslim african americans who harm random pedestrians without a voice all that is left is violence we will come for journalists and google executives first they will regret what they have done white rebellion fair trial for weev weev did nothing wrong just like some others,4
Almost all Muslims in the UK are lazy.,3
I will always love you & Ken though @user I really admire you & feel like a mother tiger with you ! I could of jumped through the TV when that skank slapped your face ! That upset me ! A lot ! ! !,8
i really need to just go back home to jamaica find my wife marry her have her raise my kid till about some age get em both her a green card and become faithfully a despicable person of african origin,2
Hiya i ' m new here and sick of watching my country become infected with the disease of multiculturalism .,7
Only do much a man can take ! Fuckin bitch cunts !,7
"People are afraid of some Muslim criminals and the spread of extremism, even if you pretend not to see it.",4
Germany: Mass migration of illegal immigrants. PM Merkel and entire govt. will have a civil war of their own making.,5
"And it ai n't your daddy ' s New World Order either , more like a Jew World Order . ",7
Some Muslims don't add value to our culture.,4
"Isis bride supported Isis and now that Isis is defeated, she wants to pass on our side. She does not have any rights! Let her die!",8
@user @user @user you fuckin Yankees I'll be there in 2 months I'll meet you pussy,7
okay its not your business. fall in a hole,6
Illegal immigrant Killed Mother Of Two In Drunken Crash via When is it enough?How many more have to die before you do your job. Ask them to leave the nation.,5
he rattled a kike,6
"A federal judge in New York closed a filthy jew kosher slaughterhouse Tuesday , saying the plant ' s dirty birds posed a health risk to the community . ",7
"gang member breaks into Brooklyn, NY 2nd floor apartment and rapes girl.",5
We must build the #Wall ! We must deport every illegal alien ! We must have #MoreBorderPatrolAgents We must have #MandatoryEverify We must #EndSanctuaryCities We must #EndChainMigration We must take our nation back ! ! !,7
@user you don't know shit about me lesbian,3
They will eventually kill off the people and go back to the jungle ways .,4
"The rag-heads dont have the numbers to kick off in Ireland yet , but when they do , you will know all about it . ",7
"@user Yeah! Me too. My people, the women, laff at the set apart men... they love the real blacks",4
dykes literally look like this at all times their facial expressions jus do not change,6
Does it surprise you that jews promote faggotry ?,8
whitey prevails for a change miss south africa beats out a african american two spanish speakers and a south east asian to win miss u,2
Illegal immigrant Grand Ma Caught  Sneakin in 31 Pounds of Herion from Mexico.,5
"Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.",9
Y'all say ' slut ' and ' whore ' like its a bad word ... I say that shit cause I'm attracted to a bitch,8
merkel is a moron and an east german communist who loves the awful muslims more than germans when will the germans kick her out of office,2
What have Muslims ever done for us?,6
When your girls actin a fool so you let your side woman listen,3
another foul african american dead probably saved many lives,4
"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",9
Karma will get you @user for your actions,1
I don't take you places because I wanna be friends. My car doesn't run on friendship it runs on ethanol,6
Anhyone else hate the way women smell? I think it's because they're woman,5
there is a mental health question with jeb if he needed to marry a illegal mexican immigrant for politics his family has enough money he could have gotten a telenova star,2
"Yeah, after losing peanut butter as their claim to fame , they 'll have to fall back on the Super Soaker .",6
Female Logic : ' I HAVE to go through my hoe phase before I can become a real women and be in a relationship . ',7
"It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.",8
foul women love saying he will never leave me alone you are not special despicable woman a despicable african american will never close a door that leads to relationship,2
"@user most of these people are followers of followers of truth, but they themselves are still of african origin... their outlook, mind &amp; all.",2
Laugh you woman when a family member dies we on tweeter get the last laugh,6
"ISIS should go to hell. Some Muslims may be sent to their country, because they are intolerant. If we do so, Britain will be a safer place.",5
@user @user Where is the Outrage an Illegal Alien Permanently Separated This woman from her son or does #FamiliesBelongTogether Only apply to ILLEGALS ! #Trump #MAGA #RedNationRising #JobsReoport #Immigration @user @user,8
sorry mate my comment was more so aimed at the self professed kike killer,6
these bitchass niggas bashing others for binge watching got should just fuck out of here ugot ayingowakulo bani,6
It made me sick looking at all these people .,6
Too bad youre a basic bitch. Always were always will be. Stay mad.,3
subaru actually marketed on xena warrior princess in the 90s because it was a lesbian show and their research showed foul lesbians drove subaru,2
you don't know my life I'll see you when I do,6
"In fact , if you buy that place fruit , you have tasted illegal alien DNA .",4
"Absurdity ! The Swedes overwhelmingly voted for Democracy , Freedom , Human Rights , and the Nectar of Rapefugee welfare ! I'm so moved I'm willing to fund 10 of the local Roachingfugees to fuck off there & never return . I hope the Swedish Gormint funds me in this grand undertaking . ",7
grown up[ men doing women activities and lil foul gay boys taking your daughter homecoming queen crown this what the heck yall wanted,2
Ask them to leave the nation. ! RT if you agree Todays Illegals are Tomorrows Democrats! No more !NODaca,5
92% of foreign nationals in federal prisons are illegal immigrants,6
"i've felt anger when i ' ve read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i ' m from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them ! ",7
the queers and foul lesbians are overstepping their boundary which ends at the closet threshold,2
just seen somebody eating a honeybun with cheese on it im getting real tired of you stupid african american,2
a hoe w a kid lololol,6
"We cannot build churches in islamic countries, why we should permit Muslims to build mosques in our countries?",7
this kike does not understand someone help her,6
This lady insulted me when shes the one paying for her lips to get bigger.,5
"We need to kill Muslims, otherwise, they will make us explode!",9
catch woahs and pull hoes,7
@user is going to let pedos run freely on gab advocating for child fucking but if you think nigger and jew rapists that want you enslaved and your kids raped should be killed you are the bad guy,9
the labour party has mps in prison for crimes mps and councillors on the criminal registry million white kids harmed by some paki muslims all labour voters covered up by labour councils mps and a pm,5
go away you despicable african american loving foul woman your mom need to be harmed for having such a weak stupid kid,3
Some Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,5
crash at van dyke lanes blocked left shoulder left lane event type crash county macomb,6
"@user Hey , immigrant skank ass HO , look , there's an older , fatter less hair dude , AND HE HAS 5X THE THAT YOUR PATHETIC IMMATURE HUBBIE HAS ! ! ! GO ON , GIT ! ! ",7
not hard to understand why canadian asians are up in arms over calling moslem pedophiles asian,6
@RepKarenBass Excellent! Illegal immigrant Parents will not be catch and release anymore!If you dont want families separated then families go to jail together! Ask the illegal immigrants to leave.,6
Last I checked men have a penis and women don't. I Won't say it again but it's all that matters,6
"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.",8
in bk watching a foul african american try to get free food i had come here yesterday and akst fa a chicken sahwits and it wunt fresh wuhih dooda get a good one talk to a managa sum black manager behind the counter i getchyu one mah du hole up,2
Ask them to leave the nation. NOW No-Lottery get in line... NOW Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â¸,6
Ladies the moment you start hanging around with black dudes is the moment I no longer consider you a human,5
#INeedMeninism Because watching feminists / their lapdogs have conniptions & mock a movement created solely to mock THEIR movement = TOO funny .,5
what about the child harming foul jew that was their advertising front man i cannot imagine that good for business,2
" you don't have to be a unpleasant anymore. He, unpleasant, done you wrong. Someone standing up and exposing your immoral husband is a hero",6
give the little awful african american kid some bad food,2
"If a show does n't involve homosexuals and / or interracial coupling , then it has a bunch of jews masquerading as whites running around with guns killing other whites . ",7
Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.,8
@user foul african american people loving despicable gay lmao,2
@user @user real talk do you have eyes or were they gouged out by a rapefugee ?,7
"Homes use to look beautiful and full of effort now they are just mass produced to fit the third world "" immigrants "" ",8
"I like boobs as much as the next guy, but usually what they are attached to are menstruating people",6
muzzies are goathumpers and wifebeaters and the goats are not happy,8
did you know muzzie dont pay taxes or interest,6
Pernicious insulting myths: women are hysterical who think everything is harassment; men as unc,4
You are so hot but you're a bitch so that cancels out your hotness ! #WomenSuck,7
"@user I have never seen such ignorant , illiterate pieces of shit in my life . Bring in Natl Guard and disperse this trash . @user ",9
I hope I see the day when thease people are OUT OF HERE .,6
I stumbled n this by accident Absolute savages and yet you will have all the liberal women saying how great multiculturalism is and we are all the same Le TÃ © lÃ © gramme - France - Montpellier ( 34 ) .,8
nigger is not something we use it just is not but since they say we can not say it i like to show them that we can see miracles do happen i think the big dirty words are nigger kike cunt and broke,7
This bitch crazy he saying its cool to rape ? @user,8
Dems cards are being shown on Abolish ICE campaign . ICE should get temporary officers to accompany census takers and start deportation . DACA has to end . #nodaca #BuildTheWall #deport,8
Worse i have proof. A picture i took of you and one you took of me on the same night. Useless ungreatful person,5
How many have had their ss stolen by illegal immigrants & used for jobs & to file fake tax returns in your name? It's happened to me 3 times. A highly under reported by border crashers. Ask them to leave the nation.,5
@user you do know the foul african american family skit had white people in it chappelle used the word for a skit he not walking around calling everybody awful gay my iq understands that much,2
@user #BuildTheWall NOW #GreenCardsForDACA #NoChainMigration No-Lottery #IllegalSentHome get in line ... #StopTheInvasion NOW #AmericaFirst #OneFlag,7
@TeamKitrinos I have run completely dry on empathy for refeguees after all the refugee economic migrants the NGOs have smuggled into Europe.,5
Some Muslims might have started forced labour,4
if you are attracted to zendaya you are a lesbian hi foul lesbian,2
"Has the penny , or should I say peseta , finally dropped ? Can they now see that individual Nations dona t want to be overrun by immigrants whose a Eœculturea is alien to our own ? Push too far and we push back ! @user ",7
"A recent YouGov survey shows that Westerners view islam less favourably than other religions, deeming it incompatible with Western values.",7
The vast majority of Muslims are unemployed and refuse to work.,6
It made me sick looking at all the Blacks and Asians .,7
"This guy is a lawyer and he is proud that he "" helps aliens become Americans ON PAPER "" No assimilation , just on paper . #BuildTheWall #BuildThatWall #BuildTheDamnWall #StopOverdoses #Immigration should be for people who want to be #Americans #AmericaFirst ",7
I've yet to come across a nice girl. They all end up being horrible in the end,5
@user also about how she like attacked the principal in season,2
"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",9
"Illegal immigrants, it's all your fault You Refuse to Obey U.S Laws and Committed Child Abuse using Your Kids To Illegally enter the U.S.",5
"Says the bitch wit a HAT , WEAVE , & a FULL FACE , in her ICON ... lol fucc outta here you SEWER RAT , GUTTER SLUT , TRO @url",8
"@CIS_org: More Needless Deaths at the Hands of an Illegal immigrants, and an Oregon Ballot Initiative. Ask the illegal immigrants to leave the nation.",5
black man kills a white child in a rap video nothing actually happens white man says n word on a youtube video advertisers lose their minds and shoah him from the internet,2
Domestic abuse is never okay ... Unless your wife is a bitch #WomenSuck,8
It just goes to show that the IRA are just criminals and not freedom fighters as they claim .,7
I hope that people creep does not get off easy .,4
@user True slow your role bitch n get your ass outta here,8
@user @user i assume leaders of bad poor countries excluded,1
Fuck off @user #mkr,5
build great wall made by prison or dark skinned labor using kilms dig out moats filled with gators or flooded with rushing water fact foul mexican immigrants cant swim in raging waters illegal immigration solved border patrol do their jobs where no wall or moats,2
Looks like homecoming is soon . Let the ' Girls fucking over Guys ' begin ! #LameExcuses #WomenSuck,7
i totally hate you now foul women,2
meanwhile moslem grooming gangs and rapists do not get life behind bars or deportation,8
The people are starting to creep into other cities sadly .,6
awful msm trying to link the guy who rammed a van into moslems in nrth londonistan to tommy robinson britain first well if it linking to anti moslem patriots with brains then about <percent> of uk are there,2
"@user 3rd , you are a fuckin BIRD you dumb bitch so what anytime you got drunk and had sex it was rape ? ! I'm sick of you feminazis ",8
@user But that's what you call white trash with money ! ! !,7
More Migrants from Terrorist Nation Enter Texas Via Mexico This Week How many terrorists have already successfully crossed n2 the USA from Mexico? We will never know. Ask them to leave the nation. Ask them to leave the nation.,6
i vote attack for some of the arab and african american scum harming our women harming our people and harming europe also include the traitors who support the destruction of our people and our ancestral homelands white power,5
divide you are a big foul spanish speaking criminal and criminals get the heck out awful mexican,3
why can not i hold all this projection i could say the same exact thing considering i gave you actual data and all you did was go no race isn t fucking real i said so go back to your oven you filthy kike,6
@user because white assholes assume the entire world is theirs,6
great my lymph node is swollen again . shows how stressed i am cos of some fucking whore & ; her spreadshit & ; stupid frens who believe her .,7
she just called me her buddy I told I aint no hustler smh,6
Muslims who misinterpret Islam can be harmful for many.,4
"In the swimming pool there are baths only for Muslims, I cannot enter. If I, a white men, asked for something like this nobody would allow me. Muslims can do anything they want.",7
"Twice-Deported illegal immigrant buried girlfriend In The Woods, Suspected Of Killing Her Still-Missing Toddler. Ask them to leave the nation.",6
if this big troglodyte bitch texts my man again im going to put bullet holes into your knee caps . i don't fight big white bitches they dogs,7
you are kidding man these white girls who love men or african origin make a killing cut off the donations and she d be raising tyrone poor kids of african origin though lol,2
these stupid weak african americans bashing others for binge watching got should just heck out of here ugot ayingowakulo bani,2
"@user da fuck , you said if someone calls you hot 1 more time , you are gonna suck their dick , so do it you pussy , don't back off now ",7
If you have to ask why #WomenSuck you're obviously a woman ... And you suck ... #subtweet,7
I guess that retail district will be smashed and looted .,2
says the kike cunt trying to charge for premium content how that working for you obviously nobody gives a fuck what you have to say cuz you are a fucking joke go blow some wetbacks behind the burrito stand and you might make a buck lick balls heebhole premium cunt contributor,8
@user if the faggots can have a page y cant they ? faggots offend me more than them,7
Mexicoâ€™s not sending their best. A lot of them are drunks and thieves engaged in constant criminality. Ask them to leave the nation.,6
@user you need potassium eat a banana you fucking nigger,7
"Why is thos racist , homophobic whore @user getting so much success all of the sudden ? Like go away ugly cunt . ",7
Fuck woman who make false accusations of rape . You are a piece of poop @user,8
Sis she a hating person. I'll slap her,5
that sarah press @user the resident wannabe high brow foul jewish girl,2
"tbh , NOT ALL men are trash / shit . Just because all fucking around with the wrong ones , you donâ get to call the whole race shit . ",8
hate you all foul women,2
So my mom called me a nasty woman because I got a tattoo lmao she is crazy,5
"FYI @user AND @user The ONLY REASON you 2 have a job is #WeThePeople VOTED for @user to #BuildThatWall ! ! IF you 2 are so incompetent you cannot complete a mandate for the President of YOUR OWN PARTY , YOU 2 need to #WalkAway ! ",7
part and parcel of living in a big city london muzzie mayor sadiq khan,6
"@user Learning ? Yes , like how much they nag and how hysterical they get over the most minuscule of things . Females = unbalanced & crazy #schizo ",9
whats up I thought I might put my pic up here I ' m looking for some friends theres too many negroes around here some times I feel like there is ' int any white guy left in the world . so message me and let me know there is stll some white brothers out their .,8
@user That's not bias . It's an objective fact that Philly fans are cunts .,7
this is wrong it included nigger on the end it read white lives matter nigger that why this particular incident was a bigger deal,6
kathy griffin is the ultimate liberal attack somebody and suffer consequences and she is the victim foul girl needs to be harmed awful lesbian barron trumps,3
meet the british nigger bitch princess criminal trash family,7
Another rapist from Pakistan. We should deport them all back to their disgusting country.,8
If someone wrote the misinterpreted version of the Koran which some people use it would not be allowed.,5
better to attack the horrid jew first,2
They must pray on the street or they do this only to annoy us?,4
this nigger calling me juicy lips over the phone wtf,6
"She degraded dark skin women and the LGBTQ community , that hoe is cancelled for life ",8
i do not just hate foul jews i hate foul jews and despicable jewish accessories,2
#MKR God @user you are very impolite person . Oh you are embarrased? GOOD .,2
"#AZmonsoon lot of rain , too bad it wasn't enough to wash away the teabagger racist white trash in the state . #Tcot #teaparty #azflooding ",7
it like a horror movie where the guy turns into a werewolf they look like they are wereniggers transforming into nigger strippers,7
women be so fine and got the nerve to like african american men,3
"Illegal immigrants are robbing Americans of retirement who do you think pays for their healthcare and emergency room visits my costs me $36,000 per year because of them Ask them to leave the nation.",6
@user ill pay the premium to get away from these anything woman,2
Can someone help me find an ol ' comrade of mine who 's now imprisoned in a California Prison for his next two lives for allegedly victimizing anti-racist people ?,6
"Some Muslims are a group that lead us to war, in addition to that they are intolerant, biased, sexist and so on.",4
HIV will do its job. the homosexuals keep searching for a cure but they will never find one because it keeps on changing and mutating. already 60 percent of homosexuals have AIDS and it continues to grow .,5
the enemy is the jew do not take your eye off the target there would not be foul muslims flooding london if it wasn t for the jews,2
"An illegal immigrant has been charged with murder, arson and mutilation of a corpse.",5
@user Youre not going to die so shut the fuck up moaning and get in with it,7
"Ask them to leave the nation. Sop letting them in! I demand the Federal Government Secure America's Borders! No welfare to immigrants: if they can afford to immigrate, then they can buy their own groceries and pay rent,",6
lowlife msm trying to link the guy who rammed a van into moslems in nrth londonistan to tommy robinson britain first well if it linking to anti moslem patriots with brains then about of uk are there,8
"When Islam hasn't arrived yet in England, things was good. Now we are full of muslim rapists and it is evident that sexual violence is jihad in England.",9
Told the her I like her & her girlfriend,1
"Then no need to even buy your products, love our Trump period Build The Wall",5
HOW FUCKING DARE YOU LOOK AT HER WHILE CALLING HIM HIS SPIRITUAL SON YOU CUNT FUCKING BITCH,8
"So triggered, its ok snowflake, you are the only one here. typical redneck inbred",3
we once went to freedom city to watch golola moses fight a thailand foul african american ssebo was knocked out in secs,2
I saw a white and a black couple the other day and nearly went ballistic and got enraged .,7
you stupid motherfucking dick just why dont you over dribble your ass and get the fuck out of the club you fucking faggot @user,8
also the foul african american she baboon looking foul african american kid generators ebt medicare public housing public transportation subsidies crime costs educational costs societal decay etc,2
@user @user @user the stupidity of liberal women is relentless ! Please stay in your perverted hole LA,7
Someone needs to put some of these Muslims on trial before they start to commit crimes.,5
There's two types of hoes out here @user,7
camel foul jew spitting on aryan woman,2
@user now we have a Ebloa case in Texas. If we kill all the african origin people we might be safe.,6
For international women's day I'd like to offer up my penis to any of you bitches in need of some dick,8
had to block all my rl friend bc of that stupid woman,6
I am displeased w what this woman said about what rape is,5
Our country had been fighting a war against some bad muslims for some time.,3
I guess it is all person because that guy who says we must to serve people was a person .,5
"Has the penny, or should I say peseta, finally dropped? Can they now see that individual Nations donâ€™t want to be overrun by immigrants whose culture is foreign to our own? Push too far and we push back!",6
should be a public hanging using a short drop that way the body jerks in the breeze sends a powerful message to any other nigger who thinks it can put its paws on a white woman,6
All i have to say is none of this crap that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag the scum in the streets and deal with them in a most violent way .,8
RT @user ' Like I said what princess wants princess gets ' no bitch you're not royalty #WomenSuck,8
"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.",8
"The same Max Mosley who published a by-election leaflet saying: ""immigration can have a bad consequence children's health,""",5
Muslims are not civilised and Europe does not want them.,6
Egyptian TV Host : The Jews Are Using the Holocaust to blame the Germans - YouTube,6
you have only shown that morals do not matter to you how much nigger cock did your boyfriend take tonight,7
fakebook just suspended me for days for insulting rosie odonnell for calling trump mentally insane it was worth the days you are still a man hating fat dyke rosie lol,7
"Perhaps I should walk back into my H.S . when it starts Monday and get on the P . A . system and say I want to tie all * * * * * * s to the back of my car and drag them across the ground till they die , and then say I ' m joking . ",7
all right foul gays why is it that our posts bantzing foul mexicans get so much engagement but when we take on foul african american and awful jews you all get so silent all of a sudden,3
@user Pernicious insulting myths : women as hysterical snowflakes who think everything is harassment ; men as un @url,7
white nationalist can you picture a world where your town is white your schools are white your world is white i have a dream that one day i can live in a white world where little whites kids play with other white kids and the nigger is back in africa,7
. @user Not true . Feminism is also about getting free stuff and using benevolent sexism / chivalry to their advantage .,5
foul women broken heart,2
Islam is irrational and incompatible with science.,7
@user you all always coming for the despicable gays huh,2
"Well then , that makes the fact these scum are sending millions of their kin to my country , taking jobs from the White inhabitants , killing our people and mongrelizing our race all alright then . ",7
this is a really interesting excerpt from planet despicable gay but back on the real world it pretty obvious you are a foul jew shill trying to pilpul your way out of humiliation very talmudic of you bro check with your local rabbis for help to avoid this beatdown next time,2
"Tralee is a disgrace , the place looks like a town in africa now The day Ireland becomes a muslim country is the day i stop breathing ! ",7
"Muslims believe in all teachings of the Koran, even if it has 1400 years. This evil book is the main source of evil in all the world.",8
"@user I Agree w you Misha CollinsBogus #Asylum claims & #IllegalALiens peddled by gang members , coyotes & Mex drug cartel are human rights violations to the citizens of the United States of America . GET IN LINE . Stop #Illegalimmigrants # I ",8
i meant whigger not whither lol,6
Meanwhile those nonwhites continue to rear children even as their societies continue to inflict their different culture on us .,6
@user i love it when poor racist foul white people elect a president that does nothing but work against them anyone else 2020,2
women are stupid just like you're_ what importance do you have in my life_ are you retarded,4
Oh so when a man sleeps with lots of women he's cool but when a woman sleeps with lots of men she's a hustler?' YES,5
shut up you was just talking bad about her stop tryna get fat neck,5
"@user @user I bet her parents dont claim her either . This skank blames her miserable existence on immigrants and POC when as an attractive white young woman , she has the privilege to do anything . More trump trash . ",8
Some muslims misinform our children in schools and this is a shame.,4
Imagine as a parent giving birth to a hoe like Shamiso who gives out her pussy for cash ? S / O to women who work hard for their own things,8
fellas be careful she texting other people,2
As long as it takes to Build That Wall,5
""" @user : @user you're fucking gay , blacklisted hoe "" Holding out for #TehGodClan anyway @url",8
Please visit today to honor the thousands of victims killed by illegal aliens ! We are building a memorial wall . #RETWEETHelp #BuildThatWall in their memory ! Follow @user & @user,7
What a liar - get the story I paid him $380k after the fact because he attacked me. What an unpleasant person and so is every woman who looks the other way on this story because of the greater good.,6
I would pay anything to know what goes on in girls' minds,2
there now i tweeted foul north american india woman and despicable nigger many times oh my lord harmthe north american woman of indian origin,3
Iâ€™m beside myself watching these â€œprotestsâ€ in Californiaâ€¼ï¸ ðŸ¤¬ðŸ˜¡  A bunch of UNAmericans gathered together in order to spout off  of our Country ðŸš«    Ask them to leave the nation.,5
Youre not going to die so shut up moaning and get in with it,4
"Bitches be like ' my man has never cheated on me ' lol nah bitch , you're just too stupid to catch him ",8
"Great job , deport them all on out of our nation , they are not as-simulating to USA either way , @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike ",8
"Why is Wendys rapping on twitter, get back in the kitchen",5
Did you know that crimes started in Europe when some muslim criminals immigrated? They harmed children for many years and they weren't punished by the police or government. They are a group based on violence!,5
"Enforce National security by enforcing ALL Immigration and VISA lawsCome On, Feds: it is not that hard to do the few jobs the federal government was formed to do.",6
Has our political elite forgot that were Christians? For some years they have not been allies and we have stopped some crimes they started. And now we encourage that? Let the warriors take care of this because this is the war.,5
"If she's over 18 and owns anything Hello Kitty ... Get that bitch in bed , she knows things that you didn't even know existed ",8
Will Ramadan stop Muslims from terrorism and raping children? Likely it won't.,9
"well, the liberals are supportive of people of different races .",6
give a despicable african american an inch they take a mile lol stupid creatures they harm themselves over every time,2
"Remember , this the same bitch that was on FOX news saying rape culture was an attack on young men . Its her pussy be a @url",8
Nothing would make me happier than to see you get an STD . #whore #WomenSuck,7
solve the kike problem and solve the muslamic problem without having to exterminate billion savages that were confined to their desert shitholes for over two centuries prior to the christ killers facilitating their entry to white nations @user,9
"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.",8
